,priority,GDR3_ID_number,expTime,expN,obsN,groupEnableTime,groupDisableTime,acqType,schedulingMode,t0,period,delta,moonMaxFI,minMoonDist1,ifExceedsMinFI1,minMoonDist2,ifExceedsMinFI2,rvMoonRange,rvMoonMinFI,rvMoonMinAlt,twilight,maxSeeing,maxExtinction,maxSkyBrightness,minAltitude
29,9,3352152743956693376,637,1,51,2026-01-01T00:00:00.000,2026-03-15T12:59:54.168,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
30,9,3381727613874753536,420,1,54,2026-01-01T00:00:00.000,2026-03-19T13:00:12.960,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
31,9,887822001246832384,420,1,55,2026-01-01T00:00:00.000,2026-03-21T01:00:10.152,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
32,9,974887555341533440,540,1,57,2026-01-01T00:00:00.000,2026-03-23T13:00:00.216,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
33,9,890234402772937472,670,1,57,2026-01-01T00:00:00.000,2026-03-24T01:00:04.536,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
34,9,876370076542359936,740,1,64,2026-01-01T00:00:00.000,2026-04-02T12:59:52.008,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
35,9,5726982995343100928,444,1,67,2026-01-01T00:00:00.000,2026-04-06T13:00:10.800,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
36,9,918107434852949888,480,1,68,2026-01-01T00:00:00.000,2026-04-08T01:00:07.992,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
37,9,746545172372256384,480,1,83,2026-01-01T00:00:00.000,2026-04-29T13:00:04.536,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
38,9,823773494718931968,602,1,84,2026-01-01T00:00:00.000,2026-05-01T13:00:06.048,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
39,9,806000816970521728,543,1,213,2026-01-01T00:00:00.000,2026-05-03T13:00:07.560,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
40,9,777254360337133312,480,1,93,2026-01-01T00:00:00.000,2026-05-13T12:59:59.352,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
41,9,762815470562110464,1195,1,93,2026-01-01T00:00:00.000,2026-05-13T12:59:59.352,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
42,9,773861404893710208,425,1,99,2026-01-01T00:00:00.000,2026-05-23T01:00:02.592,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
43,9,3905603054348141440,986,1,105,2026-01-01T00:00:00.000,2026-05-30T13:00:04.320,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
44,9,1534011998572555776,480,1,107,2026-01-05T10:59:45.960,2026-06-06T12:59:45.960,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
45,9,1521686782461765888,480,1,107,2026-01-08T11:00:11.880,2026-06-09T13:00:11.880,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
46,9,1580311917821099776,1058,1,107,2026-01-10T10:59:57.624,2026-06-11T12:59:57.624,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
47,9,3928040444539772800,900,1,107,2026-01-06T22:59:58.920,2026-06-08T00:59:58.920,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
48,9,1665517334465010432,558,1,107,2026-01-21T10:59:58.056,2026-06-22T12:59:58.056,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
49,9,1661568850770761600,556,1,107,2026-01-30T10:59:56.976,2026-07-01T12:59:56.976,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
50,9,1666363752260912640,1030,1,107,2026-02-06T22:59:58.704,2026-07-09T00:59:58.704,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
51,9,3654496279558010624,480,1,107,2026-02-01T10:59:58.488,2026-07-03T12:59:58.488,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
52,9,1491593733326694912,540,1,107,2026-02-08T11:00:11.664,2026-07-10T13:00:11.664,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
53,9,1605198298364601088,925,1,107,2026-02-09T23:00:08.856,2026-07-12T01:00:08.856,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
54,9,1237090738916392704,360,1,107,2026-02-12T23:00:03.240,2026-07-15T01:00:03.240,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
55,9,1209182041427374080,781,1,107,2026-02-21T23:00:02.160,2026-07-24T01:00:02.160,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
56,9,1166216253750406144,813,1,107,2026-02-23T10:59:59.352,2026-07-25T12:59:59.352,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
57,9,4423865487962417024,360,1,107,2026-02-25T23:00:05.184,2026-07-28T01:00:05.184,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
58,9,4430238051199001216,600,1,107,2026-02-26T22:59:58.056,2026-07-29T00:59:58.056,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
59,9,1323427759184545536,540,1,107,2026-03-06T10:59:59.784,2026-08-05T12:59:59.784,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
60,9,1379500756257031808,546,1,107,2026-03-07T11:00:08.424,2026-08-06T13:00:08.424,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
61,9,4345775217221821312,360,1,246,2026-03-04T22:59:46.824,2026-08-04T00:59:46.824,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
62,9,1319438043804452352,960,1,107,2026-03-10T23:00:07.128,2026-08-10T01:00:07.128,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
63,9,4356054757585316992,953,1,107,2026-03-08T11:00:01.296,2026-08-07T13:00:01.296,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
64,9,4358031335898505472,313,1,107,2026-03-12T22:59:52.872,2026-08-12T00:59:52.872,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
65,9,4383374219923745024,770,1,107,2026-03-13T10:59:57.192,2026-08-12T12:59:57.192,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
66,9,4354950641755249024,960,1,107,2026-03-14T11:00:05.832,2026-08-13T13:00:05.832,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
67,9,1359938520253565952,573,1,107,2026-03-23T10:59:48.984,2026-08-22T12:59:48.984,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
68,9,1334288219648212352,840,1,107,2026-03-24T10:59:57.624,2026-08-23T12:59:57.624,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
69,9,1333760419707327744,480,1,107,2026-03-27T22:59:56.328,2026-08-27T00:59:56.328,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
70,9,4367026303085396352,424,1,107,2026-03-26T10:59:59.136,2026-08-25T12:59:59.136,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
71,9,1637110042813188608,509,1,107,2026-03-29T11:00:09.288,2026-08-28T13:00:09.288,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
72,9,1416050859226670848,780,1,313,2026-03-29T10:59:53.520,2026-08-28T12:59:53.520,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
73,9,4375233191015944192,1178,1,107,2026-03-28T11:00:00.648,2026-08-27T13:00:00.648,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
74,9,1335880415564253312,480,1,107,2026-03-30T23:00:06.480,2026-08-30T01:00:06.480,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
75,9,4492471268326460416,828,1,107,2026-03-31T22:59:59.352,2026-08-31T00:59:59.352,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
76,9,4584639307993378432,694,1,107,2026-04-07T10:59:52.440,2026-09-06T12:59:52.440,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
77,9,4582680493669880704,679,1,107,2026-04-08T11:00:01.080,2026-09-07T13:00:01.080,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
78,9,4610177733290768896,446,1,107,2026-04-10T11:00:02.592,2026-09-09T13:00:02.592,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
79,9,2115351387048328832,480,1,107,2026-04-11T22:59:59.784,2026-09-11T00:59:59.784,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
80,9,4508601275714721152,764,1,107,2026-04-16T11:00:07.128,2026-09-15T13:00:07.128,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
81,9,2041085973668754176,568,1,107,2026-04-22T23:00:00.216,2026-09-22T01:00:00.216,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
82,9,4506650604692623488,600,1,107,2026-04-24T23:00:01.728,2026-09-24T01:00:01.728,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
83,9,2132788541955849984,540,1,107,2026-04-25T22:59:54.600,2026-09-25T00:59:54.600,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
84,9,2046207670631964928,425,1,107,2026-04-29T10:59:53.304,2026-09-28T12:59:53.304,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
85,9,4208110932591708672,871,1,107,2026-05-05T11:00:13.608,2026-10-04T13:00:13.608,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
86,9,2261614264931057664,240,1,107,2026-05-01T22:59:59.136,2026-10-01T00:59:59.136,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
87,9,2135550755683405952,480,1,310,2026-05-03T23:00:00.648,2026-10-03T01:00:00.648,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
88,9,2135550755683407232,420,1,107,2026-05-03T23:00:00.648,2026-10-03T01:00:00.648,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
89,9,2028211207952435840,597,1,107,2026-05-06T10:59:50.712,2026-10-05T12:59:50.712,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
90,9,2029433521248546304,420,1,107,2026-05-10T22:59:58.056,2026-10-10T00:59:58.056,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
91,9,2246581329639103872,420,1,107,2026-05-13T22:59:52.440,2026-10-13T00:59:52.440,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
92,9,1818697205647102720,699,1,107,2026-05-18T10:59:59.784,2026-10-17T12:59:59.784,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
93,9,2063583390317759616,552,1,107,2026-05-19T22:59:56.976,2026-10-19T00:59:56.976,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
94,9,1814241194252808704,439,1,107,2026-05-22T11:00:02.808,2026-10-21T13:00:02.808,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
95,9,6912276699251278848,660,1,107,2026-06-02T11:00:03.240,2026-11-01T13:00:03.240,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
96,9,1872046609345556480,240,1,107,2026-05-28T10:59:51.576,2026-10-27T12:59:51.576,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
97,9,1872046574983497216,381,1,107,2026-05-28T10:59:51.576,2026-10-27T12:59:51.576,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
98,9,1852732141404704512,848,1,107,2026-05-30T22:59:57.408,2026-10-30T00:59:57.408,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
99,9,2272191085754928768,1007,1,107,2026-06-02T10:59:47.472,2026-11-01T12:59:47.472,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
100,9,2733790256348020608,692,1,107,2026-06-20T23:00:05.400,2026-11-20T01:00:05.400,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
101,9,2835207319109249920,420,1,107,2026-06-30T22:59:57.192,2026-11-30T00:59:57.192,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
102,9,2832641058969396864,502,1,107,2026-07-02T10:59:54.384,2026-12-01T12:59:54.384,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
103,9,1935133906477014016,685,1,107,2026-07-02T22:59:58.704,2026-12-02T00:59:58.704,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
104,9,2009481748875806976,291,1,107,2026-07-03T11:00:03.024,2026-12-02T13:00:03.024,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
105,9,1937497444157480320,903,1,107,2026-07-06T23:00:01.728,2026-12-06T01:00:01.728,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
106,9,2011251030583236352,631,1,107,2026-07-07T22:59:54.600,2026-12-07T00:59:54.600,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
107,9,1939093660163197312,506,1,107,2026-07-10T11:00:00.432,2026-12-09T13:00:00.432,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
108,9,2786115533677290240,661,1,105,2026-08-05T22:59:52.872,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
109,9,532057254394731776,581,1,103,2026-08-08T10:59:58.704,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
110,9,2585856120791459584,578,1,102,2026-08-09T22:59:55.896,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
111,9,350664155368182656,525,1,102,2026-08-09T10:59:51.576,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
112,9,96331172942614528,240,1,101,2026-08-10T23:00:04.536,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
113,9,512167948043650816,311,1,100,2026-08-11T22:59:57.408,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
114,9,105332908999068032,918,1,98,2026-08-15T23:00:00.432,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
115,9,104453918172129792,635,1,97,2026-08-16T11:00:04.752,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
116,9,101309452355657216,590,1,96,2026-08-18T10:59:50.496,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
117,9,132922438878995968,1080,1,92,2026-08-23T11:00:02.160,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
118,9,115311458058061440,514,1,88,2026-08-28T23:00:02.376,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
119,9,466294295706341760,780,1,88,2026-08-28T23:00:02.376,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
120,9,138972467251590656,910,1,88,2026-08-29T22:59:55.248,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
121,9,436648129327098496,600,1,87,2026-08-30T10:59:59.568,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
122,9,473347456640406016,534,1,80,2026-09-09T11:00:07.128,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
123,9,150694566874541824,775,1,78,2026-09-13T10:59:54.384,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
124,9,3195919528989223040,190,1,77,2026-09-13T22:59:58.704,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
125,9,257134507991047936,561,1,75,2026-09-16T11:00:04.536,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
