,priority,GDR3_ID_number,expTime,expN,obsN,groupEnableTime,groupDisableTime,acqType,schedulingMode,t0,period,delta,moonMaxFI,minMoonDist1,ifExceedsMinFI1,minMoonDist2,ifExceedsMinFI2,rvMoonRange,rvMoonMinFI,rvMoonMinAlt,twilight,maxSeeing,maxExtinction,maxSkyBrightness,minAltitude
58,9,4430238051199001216,687,1,90,2026-03-29T08:59:58.056,2026-06-28T14:59:58.056,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
59,9,1323427759184545536,687,1,90,2026-04-05T20:59:59.784,2026-07-06T02:59:59.784,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
60,9,1379500756257031808,687,1,90,2026-04-06T21:00:08.424,2026-07-07T03:00:08.424,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
61,9,4345775217221821312,687,1,246,2026-04-04T08:59:46.824,2026-07-04T14:59:46.824,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
62,9,1319438043804452352,687,1,90,2026-04-10T09:00:07.128,2026-07-10T15:00:07.128,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
63,9,4356054757585316992,687,1,90,2026-04-07T21:00:01.296,2026-07-08T03:00:01.296,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
64,9,4358031335898505472,687,1,90,2026-04-12T08:59:52.872,2026-07-12T14:59:52.872,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
65,9,4383374219923745024,687,1,90,2026-04-12T20:59:57.192,2026-07-13T02:59:57.192,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
66,9,4354950641755249024,687,1,90,2026-04-13T21:00:05.832,2026-07-14T03:00:05.832,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
67,9,1359938520253565952,687,1,90,2026-04-22T20:59:48.984,2026-07-23T02:59:48.984,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
68,9,1334288219648212352,687,1,90,2026-04-23T20:59:57.624,2026-07-24T02:59:57.624,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
69,9,1333760419707327744,687,1,90,2026-04-27T08:59:56.328,2026-07-27T14:59:56.328,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
70,9,4367026303085396352,687,1,90,2026-04-25T20:59:59.136,2026-07-26T02:59:59.136,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
71,9,1637110042813188608,687,1,90,2026-04-28T21:00:09.288,2026-07-29T03:00:09.288,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
72,9,1416050859226670848,687,1,313,2026-04-28T20:59:53.520,2026-07-29T02:59:53.520,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
73,9,4375233191015944192,687,1,90,2026-04-27T21:00:00.648,2026-07-28T03:00:00.648,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
74,9,1335880415564253312,687,1,90,2026-04-30T09:00:06.480,2026-07-30T15:00:06.480,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
75,9,4492471268326460416,687,1,90,2026-05-01T08:59:59.352,2026-07-31T14:59:59.352,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
76,9,4584639307993378432,687,1,90,2026-05-07T20:59:52.440,2026-08-07T02:59:52.440,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
77,9,4582680493669880704,687,1,90,2026-05-08T21:00:01.080,2026-08-08T03:00:01.080,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
78,9,4610177733290768896,687,1,90,2026-05-10T21:00:02.592,2026-08-10T03:00:02.592,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
79,9,2115351387048328832,687,1,90,2026-05-12T08:59:59.784,2026-08-11T14:59:59.784,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
80,9,4508601275714721152,687,1,90,2026-05-16T21:00:07.128,2026-08-16T03:00:07.128,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
81,9,2041085973668754176,687,1,90,2026-05-23T09:00:00.216,2026-08-22T15:00:00.216,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
82,9,4506650604692623488,687,1,90,2026-05-25T09:00:01.728,2026-08-24T15:00:01.728,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
83,9,2132788541955849216,687,1,90,2026-05-26T08:59:54.600,2026-08-25T14:59:54.600,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
84,9,2132788541955849984,687,1,90,2026-05-26T08:59:54.600,2026-08-25T14:59:54.600,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
85,9,2046207670631964928,687,1,90,2026-05-29T20:59:53.304,2026-08-29T02:59:53.304,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
86,9,4208110932591708672,687,1,90,2026-06-04T21:00:13.608,2026-09-04T03:00:13.608,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
87,9,2261614264931057664,687,1,90,2026-06-01T08:59:59.136,2026-08-31T14:59:59.136,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
88,9,2135550755683405952,687,1,310,2026-06-03T09:00:00.648,2026-09-02T15:00:00.648,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
89,9,2135550755683407232,687,1,90,2026-06-03T09:00:00.648,2026-09-02T15:00:00.648,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
90,9,2028211207952435840,687,1,90,2026-06-05T20:59:50.712,2026-09-05T02:59:50.712,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
91,9,2029433521248546304,687,1,90,2026-06-10T08:59:58.056,2026-09-09T14:59:58.056,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
92,9,2246581329639103872,687,1,90,2026-06-13T08:59:52.440,2026-09-12T14:59:52.440,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
93,9,1818697205647102720,687,1,90,2026-06-17T20:59:59.784,2026-09-17T02:59:59.784,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
94,9,2063583390317759616,687,1,90,2026-06-19T08:59:56.976,2026-09-18T14:59:56.976,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
95,9,1814241194252808704,687,1,90,2026-06-21T21:00:02.808,2026-09-21T03:00:02.808,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
96,9,6912276699251278848,687,1,90,2026-07-02T21:00:03.240,2026-10-02T03:00:03.240,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
97,9,1872046609345556480,687,1,90,2026-06-27T20:59:51.576,2026-09-27T02:59:51.576,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
98,9,1872046574983497216,687,1,90,2026-06-27T20:59:51.576,2026-09-27T02:59:51.576,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
99,9,1852732141404704512,687,1,90,2026-06-30T08:59:57.408,2026-09-29T14:59:57.408,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
100,9,2272191085754928768,687,1,90,2026-07-02T20:59:47.472,2026-10-02T02:59:47.472,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
101,9,2733790256348020608,687,1,90,2026-07-21T09:00:05.400,2026-10-20T15:00:05.400,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
102,9,2835207319109249920,687,1,90,2026-07-31T08:59:57.192,2026-10-30T14:59:57.192,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
103,9,2832641058969396864,687,1,90,2026-08-01T20:59:54.384,2026-11-01T02:59:54.384,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
104,9,1935133906477014016,687,1,90,2026-08-02T08:59:58.704,2026-11-01T14:59:58.704,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
105,9,2009481748875806976,687,1,90,2026-08-02T21:00:03.024,2026-11-02T03:00:03.024,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
106,9,1937497444157480320,687,1,90,2026-08-06T09:00:01.728,2026-11-05T15:00:01.728,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
107,9,2011251030583236352,687,1,90,2026-08-07T08:59:54.600,2026-11-06T14:59:54.600,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
108,9,1939093660163197312,687,1,90,2026-08-09T21:00:00.432,2026-11-09T03:00:00.432,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
109,9,473347456640406016,687,1,82,2026-10-09T21:00:07.128,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
110,9,150694566874541824,687,1,79,2026-10-13T20:59:54.384,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
111,9,3195919528989223040,687,1,78,2026-10-14T08:59:58.704,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
112,9,257134507991047936,687,1,76,2026-10-16T21:00:04.536,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
113,9,174156255225869440,687,1,71,2026-10-21T21:00:00.432,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
114,9,188771135583573504,687,1,65,2026-10-27T21:00:04.968,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
115,9,281179246740400384,687,1,64,2026-10-28T20:59:57.840,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
116,9,263916708025623680,687,1,60,2026-11-01T21:00:00.864,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
117,9,215599288018509824,687,1,60,2026-11-01T21:00:00.864,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
118,9,942860190374658688,687,1,50,2026-11-11T20:59:52.656,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
119,9,3352152743956693376,687,1,48,2026-11-13T20:59:54.168,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
120,9,3381727613874753536,687,1,44,2026-11-17T21:00:12.960,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
121,9,887822001246832384,687,1,43,2026-11-19T09:00:10.152,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
122,9,974887555341533440,687,1,40,2026-11-21T21:00:00.216,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
123,9,890234402772937472,687,1,40,2026-11-22T09:00:04.536,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
124,9,876370076542359936,687,1,30,2026-12-01T20:59:52.008,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
125,9,5726982995343100928,687,1,26,2026-12-05T21:00:10.800,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
