,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,WDS(code),pmag,prot,origin
1172,HD80715,Gaia DR3 812477352773908608,HD80715,HIP45963,GJ1124,TIC156817668,-,-,-,K2.5Vke,BY*,140.6081,40.2011,-,,6.2,THE_stellar(RHK+Mamajek)
1173,HD59331,Gaia DR3 873190117116604032,HD59331,HIP36509,-,TIC462512093,-,-,-,F5,PM*,112.6649,27.9087,-,,7.81,THE_VSINI
1176,HD54717,Gaia DR3 890422213103244544,HD54717,HIP34714,-,TIC68982569,-,-,-,F5,PM*,107.8312,33.1119,-,,4.8,THE_stellar(RHK+Mamajek)
1178,HD67587,Gaia DR3 905909246695984256,HD67587,HIP40001,-,TIC165821484,-,-,"J08102+3527Aa,Ab",F8,PM*,122.5479,35.455,08102+3527,,7.63,THE_VSINI
1178,HD67587,Gaia DR3 905909246695984256,HD67587,HIP40001,-,TIC165821484,-,-,"J08102+3527Aa,Ab",F8,PM*,122.5479,35.455,08102+3527,,16.0,THE_stellar(RHK+Mamajek)
1190,HD60406,Gaia DR3 1086422873856239744,HD60406,HIP37150,-,TIC85270832,-,-,-,F5,*,114.5198,61.5334,-,,5.42,THE_VSINI
1191,HD51067,Gaia DR3 1115378031539193984,HD51067,HIP34085,-,TIC154343870,-,-,J07041+7514A,G0,SB*,106.0164,75.2275,07041+7514,,10.3,THE_stellar(RHK+Mamajek)
1196,HD71827,Gaia DR3 1137739658506001280,HD71827,HIP42279,-,TIC153891265,-,-,-,F8,PM*,129.3102,77.0468,-,,9.7,THE_stellar(RHK+Mamajek)
1197,HD62613,Gaia DR3 1139252071109797760,HD62613,HIP38784,GJ290,TIC289971775,-,-,-,G9,PM*,119.0718,80.2655,-,,24.2,THE_stellar(RHK+Mamajek)
1198,HD46588,Gaia DR3 1141280704422528128,HD46588,HIP32439,GJ240.1+GJ9215,TIC141523112,-,-,J06462+7934A,F7V,PM*,101.559,79.5648,06462+7934,,9.7,THE_stellar(RHK+Mamajek)
1200,HD73835,Gaia DR3 1146155904619763712,HD73835,HIP43886,-,TIC137504158,-,-,-,F8,PM*,134.0986,83.8874,-,,10.4,THE_stellar(RHK+Mamajek)
1201,HD90343,Gaia DR3 1147862174868109184,HD90343,HIP51819,GJ396,TIC154717941,-,-,-,K0,PM*,158.797,84.3993,-,,20.1,THE_stellar(RHK+Mamajek)
1201,HD90343,Gaia DR3 1147862174868109184,HD90343,HIP51819,GJ396,TIC154717941,-,-,-,K0,PM*,158.797,84.3993,-,,4.35,THE_VSINI
1205,HD140572,Gaia DR3 1217765378951104640,HD140572,HIP77021,-,TIC459278347,-,-,-,F8V,PM*,235.8878,22.9205,-,,11.1,THE_stellar(RHK+Mamajek)
1207,HD134083,Gaia DR3 1264630412816366720,HD134083,HIP73996,GJ578,TIC229902025,-,45Boo+cBoo,J15073+2452A,F5V,PM*,226.8253,24.8692,15073+2452,,1.0,THE_stellar(RHK+Mamajek)
1208,HD130818,Gaia DR3 1265629967669006208,HD130818,HIP72528,GJ9496,TIC349291950,-,-,-,F6III-IV,PM*,222.4293,23.0323,-,,1.53,THE_VSINI
1208,HD130818,Gaia DR3 1265629967669006208,HD130818,HIP72528,GJ9496,TIC349291950,-,-,-,F6III-IV,PM*,222.4293,23.0323,-,,1.7,THE_stellar(RHK+Mamajek)
1209,HD133460,Gaia DR3 1267970076306377344,HD133460,HIP73700,-,TIC229887037,-,-,-,F8V,SB*,225.9554,26.0387,-,,6.9,THE_stellar(RHK+Mamajek)
1210,HD139389,Gaia DR3 1273169013960272640,HD139389,HIP76456,-,TIC16959673,-,-,-,F5V:,PM*,234.2226,29.9912,-,,2.5,THE_stellar(RHK+Mamajek)
1211,HD134792,Gaia DR3 1275020797697840640,HD134792,HIP74286,-,TIC229908363,-,-,-,F5,Em*,227.723,29.2291,-,,1.0,THE_stellar(RHK+Mamajek)
1212,HD128093,Gaia DR3 1287069280480460032,HD128093,HIP71243,-,TIC409374262,-,-,J14342+3232A,F5V,PM*,218.5488,32.5345,14342+3232,,1.5,THE_stellar(RHK+Mamajek)
1217,HD152792,Gaia DR3 1357935759823973376,HD152792,HIP82636,-,TIC115509518,-,-,-,G0V,PM*,253.3847,42.8249,-,,19.0,THE_stellar(RHK+Mamajek)
1218,HD157373,Gaia DR3 1365907528362717568,HD157373,HIP84855,-,TIC188692003,-,-,-,F4V,PM*,260.1407,48.1888,-,,5.5,THE_stellar(RHK+Mamajek)
1218,HD157373,Gaia DR3 1365907528362717568,HD157373,HIP84855,-,TIC188692003,-,-,-,F4V,PM*,260.1407,48.1888,-,,6.26,THE_VSINI
1220,HD154355,Gaia DR3 1436811970924990080,HD154355,HIP83305,-,TIC224604365,-,-,-,F5,PM*,255.3796,58.5563,-,,9.4,THE_stellar(RHK+Mamajek)
1221,HD129354,Gaia DR3 1487041411589880960,HD129354,HIP71777,-,TIC68058195,-,-,-,F5,PM*,220.2423,38.1507,-,,7.9,THE_stellar(RHK+Mamajek)
1224,HD130987,Gaia DR3 1589995866484134400,HD130987,HIP72513,-,TIC445870398,-,-,-,F8,PM*,222.3965,46.5745,-,,13.6,THE_stellar(RHK+Mamajek)
1225,HD131526,Gaia DR3 1590828540383306752,HD131526,HIP72749,-,TIC161027816,-,-,-,G0,PM*,223.0871,48.6707,-,,21.5,THE_stellar(RHK+Mamajek)
1226,HD126660,Gaia DR3 1604859511344724864,HD126660,HIP70497,GJ549A,TIC441709021,-,23Boo+tetBoo,J14252+5151A,F7V,PM*,216.2992,51.8507,14252+5151,,2.6,THE_stellar(RHK+Mamajek)
1227,HD125193,Gaia DR3 1611444452123347200,HD125193,HIP69699,-,TIC441697305,-,-,J14161+5643C,F8,PM*,213.9996,56.6891,14161+5643,,17.0,THE_stellar(RHK+Mamajek)
1228,HD136749,Gaia DR3 1616337893046149888,HD136749,HIP74976,-,TIC202490444,-,-,-,G0,*,229.828,61.3749,-,,14.8,THE_stellar(RHK+Mamajek)
1229,HD136064,Gaia DR3 1645425614893967744,HD136064,HIP74605,GJ580.2+GJ9517,TIC232563914,-,-,-,F8V,PM*,228.6597,67.3467,-,,12.8,THE_stellar(RHK+Mamajek)
1230,HD155859,Gaia DR3 1656321637686243072,HD155859,HIP83664,-,TIC441726381,-,-,-,G0,PM*,256.4998,75.1035,-,,15.0,THE_stellar(RHK+Mamajek)
1233,HD145368,Gaia DR3 1702418868838865536,HD145368,HIP78703,-,TIC160534539,-,-,-,F5,PM*,241.0012,73.1484,-,,4.9,THE_stellar(RHK+Mamajek)
1234,HD150706,Gaia DR3 1709456705329541504,HD150706,HIP80902,GJ632,TIC159511543,-,-,-,G0,PM*,247.8233,79.7898,-,,5.2,THE_stellar(RHK+Mamajek)
1236,HD110010,Gaia DR3 1717627794711189760,HD110010,HIP61597,GJ479.1+GJ9414,TIC160309580,-,-,-,G0,SB*,189.3304,79.2156,-,,3.7,THE_stellar(RHK+Mamajek)
1238,pi.01UMiB,Gaia DR3 1720995598827436928,HD139813,HIP75829,-,TIC159331748,-,pi.01UMiB,J15292+8027B,G9V,PM*,232.3483,80.4503,15292+8027,,7.7,THE_stellar(RHK+Mamajek)
1239,HD117655,Gaia DR3 1725390209363964800,HD117655,HIP65429,-,TIC446169154,-,-,-,G5,PM*,201.1618,83.3085,-,,21.5,THE_stellar(RHK+Mamajek)
1240,HD116459,Gaia DR3 1726647226032476928,HD116459,HIP64655,GJ506.2+GJ9439,TIC154905855,-,-,-,G0,PM*,198.7978,84.7521,-,,6.5,THE_stellar(RHK+Mamajek)
1241,HD107113,Gaia DR3 1727087236841921024,HD107113,HIP59879,-,TIC154841643,-,-,-,F4V,PM*,184.2139,86.4358,-,,4.8,THE_stellar(RHK+Mamajek)
1243,HD203345,Gaia DR3 1745244296985069184,HD203345,HIP105431,-,TIC303098107,-,-,J21214+1020AB,F5,**,320.3399,10.3323,21214+1020,,7.8,THE_stellar(RHK+Mamajek)
1245,HD200877,Gaia DR3 1760316677257596288,HD200877,HIP104128,-,TIC125747932,-,-,-,F7IV,PM*,316.4522,15.3272,-,,8.0,THE_stellar(RHK+Mamajek)
1246,15Del,Gaia DR3 1760960887992601984,HD198390,HIP102805,-,TIC291152372,-,15Del,J20496+1233A,F5V,PM*,312.4074,12.5451,20496+1233,,4.6,THE_stellar(RHK+Mamajek)
1246,15Del,Gaia DR3 1760960887992601984,HD198390,HIP102805,-,TIC291152372,-,15Del,J20496+1233A,F5V,PM*,312.4074,12.5451,20496+1233,,5.47,THE_VSINI
1248,HD203185,Gaia DR3 1784721471706668032,HD203185,HIP105350,-,TIC60491553,-,-,-,F8,PM*,320.0834,16.8115,-,,5.62,THE_VSINI
1248,HD203185,Gaia DR3 1784721471706668032,HD203185,HIP105350,-,TIC60491553,-,-,-,F8,PM*,320.0834,16.8115,-,,4.9,THE_stellar(RHK+Mamajek)
1250,HD194035,Gaia DR3 1816347480580341632,HD194035,HIP100500,-,TIC219549289,-,-,-,G5,PM*,305.6876,19.85,-,,27.3,THE_stellar(RHK+Mamajek)
1252,HD210944,Gaia DR3 1892497147650028800,HD210944,HIP109700,-,TIC27889360,-,-,-,F5V,*,333.3063,27.3187,-,,7.5,THE_stellar(RHK+Mamajek)
1254,15Peg,Gaia DR3 1896396703077703936,HD207978,HIP107975,GJ4234,TIC326202925,-,15Peg,-,F2V,PM*,328.1247,28.7935,-,,3.6,THE_stellar(RHK+Mamajek)
1256,HD211419,Gaia DR3 1905308073023457920,HD211419,HIP109961,-,TIC397657796,-,-,J22163+3344A,F8V,SB*,334.0725,33.7322,22163+3344,,11.03,THE_VSINI
1256,HD211419,Gaia DR3 1905308073023457920,HD211419,HIP109961,-,TIC397657796,-,-,J22163+3344A,F8V,SB*,334.0725,33.7322,22163+3344,,10.2,THE_stellar(RHK+Mamajek)
1257,HD211275,Gaia DR3 1957114896260199040,HD211275,HIP109881,-,TIC119836487,-,-,-,G0,PM*,333.824,39.7764,-,,16.0,THE_stellar(RHK+Mamajek)
1259,HD220908,Gaia DR3 1995929679646711936,HD220908,HIP115761,-,TIC251888591,-,-,-,F8V,SB*,351.7918,54.8663,-,,7.8,THE_stellar(RHK+Mamajek)
1261,HD215588,Gaia DR3 2007431640735691776,HD215588,HIP112324,-,TIC343312972,-,-,J22451+5809A,F5,PM*,341.2651,58.1471,22451+5809,,3.22,THE_VSINI
1261,HD215588,Gaia DR3 2007431640735691776,HD215588,HIP112324,-,TIC343312972,-,-,J22451+5809A,F5,PM*,341.2651,58.1471,22451+5809,,2.3,THE_stellar(RHK+Mamajek)
1262,HD185269,Gaia DR3 2031479093959232128,HD185269,HIP96507,-,TIC213721036,-,-,J19372+2830A,G2V,PM*,294.2989,28.4999,19372+2830,,9.6,THE_stellar(RHK+Mamajek)
1264,HD196789,Gaia DR3 2069471927916866304,HD196789,HIP101818,-,TIC189068982,-,-,-,F8,PM*,309.4954,42.8456,-,,10.8,THE_stellar(RHK+Mamajek)
1269,HD197373,Gaia DR3 2194570134681591680,HD197373,HIP102011,-,TIC343333748,-,-,J20403+6030A,F6IV,PM*,310.0746,60.5053,20403+6030,,3.0,THE_stellar(RHK+Mamajek)
1269,HD197373,Gaia DR3 2194570134681591680,HD197373,HIP102011,-,TIC343333748,-,-,J20403+6030A,F6IV,PM*,310.0746,60.5053,20403+6030,,6.59,THE_VSINI
1270,HD216582,Gaia DR3 2213324607594749056,HD216582,HIP112946,-,TIC377274993,-,-,J22527+6759B,F5,PM*,343.1257,67.9936,22527+6759,,3.53,THE_VSINI
1271,HD223778,Gaia DR3 2232348941893483520,HD223778,HIP117712,GJ909A,TIC265344685,-,-,J23524+7533A,K3V,SB*,358.1059,75.5445,23524+7533,,14.3,THE_stellar(RHK+Mamajek)
1272,HD184467,Gaia DR3 2238597054155896832,HD184467,HIP95995,GJ762.1,TIC287197149,-,-,J19311+5835AB,K2V,SB*,292.7832,58.586,19311+5835,,40.9,THE_stellar(RHK+Mamajek)
1273,HD167407,Gaia DR3 2269196668913927808,HD167407,HIP88658,-,TIC229586778,-,-,-,F8,PM*,271.5088,76.1318,-,,11.6,THE_stellar(RHK+Mamajek)
1274,HD204426,Gaia DR3 2277676686702880000,HD204426,HIP105557,-,TIC323122607,-,-,-,G0,PM*,320.6736,76.555,-,,24.7,THE_stellar(RHK+Mamajek)
1276,HD220140,Gaia DR3 2282846074981010688,HD220140,HIP115147,-,TIC428988656,-,-,J23194+7900A,G9V,RS*,349.861,79.0035,23194+7900,,26.7,THE_stellar(RHK+Mamajek)
1276,HD220140,Gaia DR3 2282846074981010688,HD220140,HIP115147,-,TIC428988656,-,-,J23194+7900A,G9V,RS*,349.861,79.0035,23194+7900,,1.73,THE_VSINI
1277,HD219396,Gaia DR3 2287395373060435840,HD219396,HIP114546,-,TIC470245545,-,-,-,G0,PM*,348.0398,82.3946,-,,14.6,THE_stellar(RHK+Mamajek)
1278,HD169925,Gaia DR3 2293937261086179456,HD169925,HIP89478,-,TIC288516301,-,-,-,G0,*,273.8935,79.0649,-,,15.8,THE_stellar(RHK+Mamajek)
1280,HD195850,Gaia DR3 2298513978237548672,HD195850,HIP100321,-,TIC236002958,-,-,-,F5IV,SB*,305.1821,82.368,-,,3.6,THE_stellar(RHK+Mamajek)
1280,HD195850,Gaia DR3 2298513978237548672,HD195850,HIP100321,-,TIC236002958,-,-,-,F5IV,SB*,305.1821,82.368,-,,3.9,THE_VSINI
1283,HD216520,Gaia DR3 2299942278201276288,HD216520,HIP112527,-,TIC264899051,-,-,-,K0V,PM*,341.8828,83.697,-,,41.2,THE_stellar(RHK+Mamajek)
1284,HD195146,Gaia DR3 2302434355666150528,HD195146,HIP99232,-,TIC470680809,-,-,J20086+8507AB,F8,**,302.1497,85.1242,20086+8507,,17.9,THE_stellar(RHK+Mamajek)
1285,HD4219,Gaia DR3 2375786349766370432,HD4219,HIP3483,-,-,-,-,-,F6V,PM*,11.1154,-13.4158,-,,5.82,THE_VSINI
1285,HD4219,Gaia DR3 2375786349766370432,HD4219,HIP3483,-,-,-,-,-,F6V,PM*,11.1154,-13.4158,-,,13.4,THE_stellar(RHK+Mamajek)
1287,HD11274,Gaia DR3 2460244407740948864,HD11274,HIP8564,-,TIC212381783,-,-,-,F6V,*,27.6202,-12.3426,-,,1.3,THE_stellar(RHK+Mamajek)
1287,HD11274,Gaia DR3 2460244407740948864,HD11274,HIP8564,-,TIC212381783,-,-,-,F6V,*,27.6202,-12.3426,-,,3.16,THE_VSINI
1288,HD10009,Gaia DR3 2464859126762143616,HD10009,HIP7580,-,TIC29901695,-,-,J01376-0924AB,F8.5VFe-0.5,SB*,24.4071,-9.4038,01376-0924,,6.2,THE_stellar(RHK+Mamajek)
1289,37Cet,Gaia DR3 2475331528340199936,HD7439,HIP5799,GJ54.2A+GJ9045A,TIC284120761,-,37Cet,J01144-0755A,F5V,**,18.6002,-7.9228,01144-0755,,6.7,THE_stellar(RHK+Mamajek)
1289,37Cet,Gaia DR3 2475331528340199936,HD7439,HIP5799,GJ54.2A+GJ9045A,TIC284120761,-,37Cet,J01144-0755A,F5V,**,18.6002,-7.9228,01144-0755,,9.32,THE_VSINI
1293,HD3126,Gaia DR3 2526580040189355136,HD3126,HIP2710,-,TIC38381642,-,-,-,F4V,PM*,8.6132,-6.5039,-,,1.4,THE_VSINI
1294,HD3296,Gaia DR3 2526790940262580864,HD3296,HIP2843,-,TIC212960381,-,-,-,F6V,PM*,9.0077,-5.5707,-,,4.01,THE_VSINI
1295,HD4899,Gaia DR3 2550039117200699904,HD4899,HIP3973,-,TIC257431346,-,-,-,G0/2V,PM*,12.7685,2.7436,-,,10.9,THE_stellar(RHK+Mamajek)
1296,HD7345,Gaia DR3 2577061260424130304,HD7345,HIP5743,-,TIC376904847,-,86PscB+zetPscB,J01137+0735B,F7V,SB*,18.4386,7.5782,01137+0735,,9.41,THE_VSINI
1296,HD7345,Gaia DR3 2577061260424130304,HD7345,HIP5743,-,TIC376904847,-,86PscB+zetPscB,J01137+0735B,F7V,SB*,18.4386,7.5782,01137+0735,,4.5,THE_stellar(RHK+Mamajek)
1298,HD8941,Gaia DR3 2593154747696080640,HD8941,HIP6869,-,TIC405341081,-,-,-,F8IV-V,PM*,22.1015,17.0793,-,,5.12,THE_VSINI
1298,HD8941,Gaia DR3 2593154747696080640,HD8941,HIP6869,-,TIC405341081,-,-,-,F8IV-V,PM*,22.1015,17.0793,-,,5.2,THE_stellar(RHK+Mamajek)
1300,HD214686,Gaia DR3 2608919785932997248,HD214686,HIP111910,-,TIC251020542,-,-,-,F7V,SB*,340.0333,-9.3592,-,,3.4,THE_stellar(RHK+Mamajek)
1300,HD214686,Gaia DR3 2608919785932997248,HD214686,HIP111910,-,TIC251020542,-,-,-,F7V,SB*,340.0333,-9.3592,-,,9.97,THE_VSINI
1302,HD207889,Gaia DR3 2617958767945945856,HD207889,HIP107974,-,TIC887930,-,-,-,F6V,*,328.1237,-9.4179,-,,2.3,THE_stellar(RHK+Mamajek)
1302,HD207889,Gaia DR3 2617958767945945856,HD207889,HIP107974,-,TIC887930,-,-,-,F6V,*,328.1237,-9.4179,-,,4.76,THE_VSINI
1305,16Psc,Gaia DR3 2646416259176624000,HD221950,HIP116495,-,TIC422629660,-,16Psc,-,F6V,SB*,354.097,2.1022,-,,2.3,THE_stellar(RHK+Mamajek)
1305,16Psc,Gaia DR3 2646416259176624000,HD221950,HIP116495,-,TIC422629660,-,16Psc,-,F6V,SB*,354.097,2.1022,-,,2.01,THE_VSINI
1308,HD211575,Gaia DR3 2677942384281073408,HD211575,HIP110091,-,TIC439839143,-,-,J22181-0014AB,F3V,**,334.5178,-0.2377,22181-0014,,1.8,THE_stellar(RHK+Mamajek)
1310,HD216417,Gaia DR3 2717981134566374272,HD216417,HIP112960,-,TIC318705209,-,-,-,F5,SB*,343.1507,10.2203,-,,2.09,THE_VSINI
1310,HD216417,Gaia DR3 2717981134566374272,HD216417,HIP112960,-,TIC318705209,-,-,-,F5,SB*,343.1507,10.2203,-,,4.5,THE_stellar(RHK+Mamajek)
1311,HD215648,Gaia DR3 2719475542667772416,HD215648,HIP112447,GJ872A,TIC60716322,-,46Peg+ksiPeg+ksiPegA,J22467+1210A,F6V,PM*,341.6732,12.1729,22467+1210,,6.54,THE_VSINI
1311,HD215648,Gaia DR3 2719475542667772416,HD215648,HIP112447,GJ872A,TIC60716322,-,46Peg+ksiPeg+ksiPegA,J22467+1210A,F6V,PM*,341.6732,12.1729,22467+1210,,10.5,THE_stellar(RHK+Mamajek)
1312,HD211976,Gaia DR3 2722592692491549824,HD211976,HIP110341,-,TIC415846785,-,-,-,F5V,*,335.2325,8.1867,-,,5.0,THE_stellar(RHK+Mamajek)
1312,HD211976,Gaia DR3 2722592692491549824,HD211976,HIP110341,-,TIC415846785,-,-,-,F5V,*,335.2325,8.1867,-,,7.17,THE_VSINI
1313,HD208669,Gaia DR3 2726436482063400576,HD208669,HIP108408,-,TIC396822684,-,-,-,G0,*,329.4241,10.4404,-,,5.09,THE_VSINI
1314,HD3268,Gaia DR3 2778942732134817408,HD3268,HIP2832,-,TIC302190720,-,-,-,F7V,PM*,8.9783,13.2071,-,,6.1,THE_stellar(RHK+Mamajek)
1315,64Psc,Gaia DR3 2781872793183604096,HD4676,HIP3810,GJ34.1+GJ9031,TIC303319608,-,64Psc,J00490+1656A,F8V,SB*,12.2446,16.9406,00490+1656,,5.7,THE_stellar(RHK+Mamajek)
1316,HD221627,Gaia DR3 2820870374678607616,HD221627,HIP116277,-,TIC435254533,-,-,J23336+1749A,G1IV,PM*,353.395,17.8188,23336+1749,,19.7,THE_stellar(RHK+Mamajek)
1318,HD222317,Gaia DR3 2866138470985266048,HD222317,HIP116740,-,TIC186876651,-,-,-,G8,RS*,354.8791,28.2465,-,,9.6,THE_stellar(RHK+Mamajek)
1321,HD55137,Gaia DR3 3045333233952846080,HD55137,HIP34710,-,TIC306757983,-,-,-,G3V,PM*,107.8241,-12.0414,-,,18.6,THE_stellar(RHK+Mamajek)
1322,HD53665A,Gaia DR3 3109521073513682048,HD53665A,HIP34239,-,TIC177754717,-,-,J07059-0101A,F6V,PM*,106.4699,-1.0205,07059-0101,,8.2,THE_stellar(RHK+Mamajek)
1323,HD49385A,Gaia DR3 3113515118220364288,HD49385A,HIP32608,-,TIC234229567,-,-,J06482+0018A,G0V,PM*,102.0479,0.305,06482+0018,,7.72,THE_VSINI
1328,HD28807,Gaia DR3 3177760888297880192,HD28807,HIP21143,-,TIC117647213,-,-,-,F6V,PM*,67.9874,-12.6326,-,,6.0,THE_stellar(RHK+Mamajek)
1329,HD36395,Gaia DR3 3209938366665770752,HD36395,HIP25878,GJ205,TIC50726077,-,-,J05314-0336A,M1.5Ve,PM*,82.8642,-3.6772,05314-0336,,48.6,THE_stellar(RHK+Mamajek)
1333,94Cet,Gaia DR3 3265335443260522112,HD19994,HIP14954,GJ128,TIC49845357,-,94Cet,J03128-0112A,F8.5V,PM*,48.1935,-1.1961,03128-0112,,9.5,THE_stellar(RHK+Mamajek)
1333,94Cet,Gaia DR3 3265335443260522112,HD19994,HIP14954,GJ128,TIC49845357,-,94Cet,J03128-0112A,F8.5V,PM*,48.1935,-1.1961,03128-0112,,5.87,THE_VSINI
1335,HD30869,Gaia DR3 3296520066926319104,HD30869,HIP22607,-,TIC436661956,-,-,J04518+1339AB,F7V,**,72.9583,13.6551,04518+1339,,3.26,THE_VSINI
1335,HD30869,Gaia DR3 3296520066926319104,HD30869,HIP22607,-,TIC436661956,-,-,J04518+1339AB,F7V,**,72.9583,13.6551,04518+1339,,4.8,THE_stellar(RHK+Mamajek)
1336,HD29497,Gaia DR3 3308191314135894784,HD29497,HIP21672,-,TIC245910524,-,-,-,F5,PM*,69.786,13.003,-,,4.5,THE_stellar(RHK+Mamajek)
1337,HD29225,Gaia DR3 3309967059774839808,HD29225,HIP21474,-,TIC245895478,-,-,-,F6V,PM*,69.1697,15.8694,-,,1.73,THE_VSINI
1337,HD29225,Gaia DR3 3309967059774839808,HD29225,HIP21474,-,TIC245895478,-,-,-,F6V,PM*,69.1697,15.8694,-,,1.8,THE_stellar(RHK+Mamajek)
1338,70Tau,Gaia DR3 3312783561888068352,HD27991,HIP20661,-,TIC60876325,-,70Tau,"J04256+1556Aa,Ab",F7V,SB*,66.4055,15.941,04256+1556,,2.4,THE_stellar(RHK+Mamajek)
1338,70Tau,Gaia DR3 3312783561888068352,HD27991,HIP20661,-,TIC60876325,-,70Tau,"J04256+1556Aa,Ab",F7V,SB*,66.4055,15.941,04256+1556,,4.7,THE_VSINI
1339,HD28568,Gaia DR3 3312837025641272320,HD28568,HIP21053,-,TIC245819740,-,-,J04306+1612B,F5V,PM*,67.695,16.1487,04306+1612,,1.81,THE_VSINI
1339,HD28568,Gaia DR3 3312837025641272320,HD28568,HIP21053,-,TIC245819740,-,-,J04306+1612B,F5V,PM*,67.695,16.1487,04306+1612,,1.8,THE_stellar(RHK+Mamajek)
1340,HD27848,Gaia DR3 3313947704182762240,HD27848,HIP20567,-,TIC435938633,-,-,-,F6V,PM*,66.0928,17.079,-,,1.63,THE_VSINI
1340,HD27848,Gaia DR3 3313947704182762240,HD27848,HIP20567,-,TIC435938633,-,-,-,F6V,PM*,66.0928,17.079,-,,3.2,THE_stellar(RHK+Mamajek)
1341,HD28406,Gaia DR3 3314212068010812032,HD28406,HIP20948,-,TIC245794718,-,-,J04295+1752A,F6V,PM*,67.3765,17.8632,04295+1752,,1.55,THE_VSINI
1341,HD28406,Gaia DR3 3314212068010812032,HD28406,HIP20948,-,TIC245794718,-,-,J04295+1752A,F6V,PM*,67.3765,17.8632,04295+1752,,2.3,THE_stellar(RHK+Mamajek)
1342,HD43386,Gaia DR3 3331979901042416512,HD43386,HIP29800,GJ9207,TIC437886584,-,74Ori+kOri,J06164+1216A,F5V,PM*,94.1109,12.2722,06164+1216,,1.76,THE_VSINI
1342,HD43386,Gaia DR3 3331979901042416512,HD43386,HIP29800,GJ9207,TIC437886584,-,74Ori+kOri,J06164+1216A,F5V,PM*,94.1109,12.2722,06164+1216,,1.9,THE_stellar(RHK+Mamajek)
1343,HD39456,Gaia DR3 3343114483496089984,HD39456,HIP27820,-,TIC139480497,-,-,-,F5,PM*,88.3025,11.8142,-,,9.71,THE_VSINI
1343,HD39456,Gaia DR3 3343114483496089984,HD39456,HIP27820,-,TIC139480497,-,-,-,F5,PM*,88.3025,11.8142,-,,5.8,THE_stellar(RHK+Mamajek)
1344,HD57703,Gaia DR3 3362140260902553984,HD57703,HIP35803,-,TIC165962902,-,-,-,F2,PM*,110.7692,18.2734,-,,1.54,THE_VSINI
1345,HD45088,Gaia DR3 3372159045216183552,HD45088,HIP30630,GJ233+GJ233A,TIC430173956,-,-,J06262+1845A,K2Ve,BY*,96.5427,18.7569,06262+1845,,47.6,THE_stellar(RHK+Mamajek)
1347,71Ori,Gaia DR3 3374052988354372992,HD43042,HIP29650,GJ3390,TIC46125330,-,71Ori,J06148+1909A,F5.5IV-V,PM*,93.712,19.1564,06148+1909,,2.8,THE_stellar(RHK+Mamajek)
1349,101Tau,Gaia DR3 3393284752392701312,HD31845,HIP23214,-,TIC389121767,-,101Tau,J04597+1555A,F5V,PM*,74.9347,15.9167,04597+1555,,1.61,THE_VSINI
1349,101Tau,Gaia DR3 3393284752392701312,HD31845,HIP23214,-,TIC389121767,-,101Tau,J04597+1555A,F5V,PM*,74.9347,15.9167,04597+1555,,2.3,THE_stellar(RHK+Mamajek)
1350,HD31153,Gaia DR3 3405663157376847232,HD31153,HIP22782,-,TIC436679387,-,-,-,F8,PM*,73.5127,17.0268,-,,11.9,THE_stellar(RHK+Mamajek)
1350,HD31153,Gaia DR3 3405663157376847232,HD31153,HIP22782,-,TIC436679387,-,-,-,F8,PM*,73.5127,17.0268,-,,7.9,THE_VSINI
1352,HD45504,Gaia DR3 3432423999088061568,HD45504,HIP30880,-,TIC84858986,-,-,-,F5,PM*,97.2349,26.9675,-,,9.17,THE_VSINI
1352,HD45504,Gaia DR3 3432423999088061568,HD45504,HIP30880,-,TIC84858986,-,-,-,F5,PM*,97.2349,26.9675,-,,12.6,THE_stellar(RHK+Mamajek)
1353,HD43382,Gaia DR3 3452686417838855168,HD43382,HIP29882,-,TIC239972376,-,-,-,F6V,PM*,94.3906,35.1492,-,,7.62,THE_VSINI
1353,HD43382,Gaia DR3 3452686417838855168,HD43382,HIP29882,-,TIC239972376,-,-,-,F6V,PM*,94.3906,35.1492,-,,5.2,THE_stellar(RHK+Mamajek)
1354,HD103753,Gaia DR3 3573892319075945088,HD103753,HIP58264,-,TIC180205383,-,-,-,G1/2V,PM*,179.2343,-13.7546,-,,7.6,THE_stellar(RHK+Mamajek)
1355,HD103774,Gaia DR3 3574907305749250432,HD103774,HIP58263,-,TIC180205814,-,-,-,F6V,PM*,179.2316,-12.1079,-,,5.43,THE_VSINI
1355,HD103774,Gaia DR3 3574907305749250432,HD103774,HIP58263,-,TIC180205814,-,-,-,F6V,PM*,179.2316,-12.1079,-,,4.8,THE_stellar(RHK+Mamajek)
1361,HD124115,Gaia DR3 3666334755614176512,HD124115,HIP69340,-,TIC420752443,-,-,-,F6V,PM*,212.88,1.3624,-,,2.0,THE_stellar(RHK+Mamajek)
1367,HD102870,Gaia DR3 3796442680948579328,HD102870,HIP57757,GJ449,TIC366661076,-,5Vir+betVir,J11507+0146A,F9V,PM*,177.6738,1.7647,11507+0146,,10.1,THE_stellar(RHK+Mamajek)
1368,89Leo,Gaia DR3 3800758057928927872,HD100563,HIP56445,GJ9367,TIC380543530,-,89Leo,-,F5.5V,PM*,173.5915,3.0602,-,,4.4,THE_stellar(RHK+Mamajek)
