,index,RA,DEC,PRIMARY,GAIA,HIP,HD,TIC,plx,pmra,pmdec,gmag,BP-RP,RV,spH1D,spH2D,spS1D,spS2D,teff,teff_err,logg,logg_err,feh,feh_err,vmic,vmic_err,vmac,vmac_err,vsini,vsini_err,instrument,gdr3_teff,gdr3_teff_err,gdrs3_logg,gdr3_logg_err,gdr3_feh,gdr3_feh_err,w1mag,w1mag_err,w2mag,w2mag_err,w3mag,w3mag_err,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,bmag,bmag_err,vmag,vmag_err,U,U_err,V,V_err,W,W_err,LikeMemb,MembProb,simbad_Otype,PlanetHost,SB,A550,chisqSED,nptsSED,radius_SED,radius_SED_up,radius_SED_low,teff_SED,teff_SED_up,teff_SED_low,FiltFlag,goodFlag
0,1,45.961727,6.1333013,HD19019,Gaia DR3 6963761190199424,14258.0,19019,365294034.0,31.9791,232.147,49.838,6.792566,0.709241,24.68,,,,,6097.0,100.0,4.37,0.1,-0.04,0.04,1.58,0.05,6.61,0.37,0.0,0.0,FEROS,5994.2554,2.6157227,4.2681,0.005300045,-0.5364,0.023999989,5.542,0.198,5.43,0.052,5.599,0.016,5.882,0.029,5.645,0.071,5.57,0.016,7.474,0.023,6.92,0.023,-40.165013594517,0.357144736604282,-14.8956233341645,0.051525498134842,3.57849628597859,0.346292204365088,ThinDisk,98.8401279205417,HighPM*,,,0.0106391441,0.18081639385618,5.0,1.04971456486999,1.06896889,1.02385187,6110.0,6182.12402,6054.90674,True,False
1,5,49.359943,7.655811,HD20430,Gaia DR3 10584899657116672,15304.0,20430,445925825.0,21.2723,166.357,-6.305,7.265665,0.714235,31.35,True,True,True,True,6078.0,101.0,4.44,0.1,0.23,0.04,1.29,0.08,5.5,0.37,2.0,0.13,"HARPS,SOPHIE",,,,,,,5.976,0.117,5.883,0.045,5.989,0.017,6.291,0.023,6.052,0.047,5.992,0.021,7.961,0.063,7.394,0.005,-42.6978351948235,0.378580894567544,-23.1064092541761,0.0432494072430417,-1.46000235785873,0.32422226818245,ThinDisk,98.5668246628632,HighPM*,,,0.0152480444,2.08310852836702,8.0,1.30938042683575,1.32982874,1.27782178,6020.0,6099.93604,5969.62988,False,True
2,10,39.020424,6.886773,HD16160,Gaia DR3 19316224572460416,12114.0,16160,278962915.0,138.34,1778.585,1477.306,5.49832,1.198643,25.23,True,True,True,True,4882.0,101.0,4.22,0.11,-0.07,0.04,0.92,0.06,3.48,0.05,2.0,0.0,"HARPS,SOPHIE",,,,,,,,,,,,,4.152,0.264,3.657,0.244,3.481,0.208,0.337,0.304,5.826,0.023,-76.2749335916813,0.323346360358689,1.65409254065049,0.0958925575670137,33.0615053666627,0.369167689227364,ThinDisk,91.868811275129,HighPM*,,,,,,,,,,,,,
3,13,36.546196,10.637804,HD15095,Gaia DR3 24340923991956352,,15095,381002396.0,28.3173,83.943,-258.166,7.187089,0.732744,-0.12,,,True,True,5885.0,101.0,4.05,0.1,-0.31,0.04,1.15,0.05,5.1,0.28,0.0,0.0,SOPHIE,,,,,,,5.875,0.131,5.831,0.051,5.928,0.016,6.254,0.023,5.982,0.024,5.901,0.018,7.883,0.025,7.33,0.023,6.77328190300621,0.322136085190402,-39.85610630175,0.134170447544605,-20.7588737950612,0.358454738474366,ThinDisk,96.4631314051519,HighPM*,,,0.0116709629,0.138857010461849,5.0,1.02924269666658,1.04468489,1.00248265,5990.0,6067.05176,5949.15088,False,False
4,14,38.515167,12.1808605,HD15942,Gaia DR3 26147868272907648,11941.0,15942,408819542.0,22.5207,183.664,-35.423,7.351462,0.797716,33.97,True,True,True,True,5896.0,102.0,4.34,0.1,0.37,0.04,1.15,0.04,4.31,0.29,0.08,0.43,HARPS,,,,,,,6.012,0.105,5.986,0.045,6.055,0.017,6.331,0.021,6.091,0.018,6.015,0.018,8.168,0.026,7.49,0.03,-45.4254115723934,0.33822663377593,-21.6876850895057,0.132645801787548,-13.051499297889,0.343980155789463,ThinDisk,98.1787432861375,HighPM*,,,0.0143405395,3.00264088314274,8.0,1.22402377363676,1.25036597,1.20371795,5930.0,5981.60449,5864.8667,False,True
5,19,43.822525,16.30919,HD18144,Gaia DR3 34959010860789632,13601.0,18144,257918985.0,37.3281,204.03,-46.598,7.222821,0.899191,-1.2,,,True,True,5570.0,102.0,4.29,0.11,0.08,0.04,1.03,0.06,3.44,0.15,0.0,0.0,SOPHIE,,,,,,,5.736,0.147,5.596,0.058,5.704,0.015,6.08,0.029,5.678,0.033,5.662,0.027,8.162,0.024,7.41,0.03,-12.7328257782053,0.377384798616045,-21.6658893274275,0.127790475115675,8.73437402117564,0.30216589698384,ThinDisk,98.818830449411,HighPM*,,,0.0104520004,0.460661173340932,5.0,0.931835959028678,0.952879369,0.907808006,5480.0,5542.07227,5424.15039,False,False
6,21,61.595448,14.4022,HD25849,Gaia DR3 39026791568954112,19157.0,25849,311151363.0,17.2761,57.65,66.323,7.199268,0.652214,69.56,,,,,,,,,,,,,,,,,,,,,,,,6.043,0.106,5.933,0.043,5.99,0.018,6.32,0.026,6.089,0.02,5.985,0.018,7.708,0.02,7.3,0.03,-72.6428528293166,0.444981906629934,5.95704654586851,0.0170167010044178,-10.3706930279485,0.227840734249619,ThinDisk,98.1170178703999,HighPM*,,,0.018871855,1.15772244131797,8.0,1.56811087329515,1.59100533,1.53133404,6220.0,6304.45557,6171.60791,False,True
7,22,53.23972,16.598429,HD21962,Gaia DR3 42768532716776704,16538.0,21962,435290852.0,20.7443,-24.141,-95.994,6.919528,0.629632,-6.19,,,,,,,,,,,,,,,,,,6301.0127,2.6845703,4.1945,0.0025000572,-0.2864,0.026299983,5.882,0.108,5.747,0.043,5.881,0.015,6.092,0.023,5.942,0.034,5.866,0.017,7.481,0.0,7.028,0.023,13.4381139932936,0.420294122899372,-13.3758313868685,0.0773438321515908,-13.8008272804306,0.259807857044011,ThinDisk,98.8410248986049,HighPM*,,,0.0164473541,2.22224511806598,8.0,1.35646566296571,1.38500905,1.33452284,6490.0,6549.56494,6408.86133,True,False
8,24,58.616806,16.616053,HD24496A,Gaia DR3 43499295632961152,18267.0,24496A,242942985.0,48.849,214.119,-167.427,6.654032,0.885492,18.77,True,True,,,5507.0,117.0,4.64,0.13,0.06,0.06,0.51,0.15,3.31,0.15,0.0,0.0,HARPS,,,,,,,4.941,0.194,4.778,0.094,4.947,0.015,5.384,0.024,5.102,0.026,4.995,0.017,7.557,0.022,6.812,0.023,-21.0350063902265,0.440223845516289,-23.9969642029005,0.0478712234328152,-5.45285718665541,0.232254929070174,ThinDisk,98.7701218679536,HighPM*,,,0.00826542452,5.53516731613455,5.0,0.964548512340753,0.978818953,0.942323387,5390.0,5447.54688,5351.35498,True,False
9,25,57.5957,17.476368,HD24040,Gaia DR3 43802039287826432,17960.0,24040,456863621.0,21.4719,113.433,-251.101,7.3485,0.812512,-9.18,,,True,True,5807.0,105.0,4.06,0.11,0.16,0.04,1.14,0.05,4.23,0.26,1.98,0.25,SOPHIE,,,,,,,6.01,0.111,5.915,0.044,5.989,0.016,6.279,0.027,6.038,0.042,5.969,0.02,8.17,0.095,7.515,0.009,10.3767865515859,0.438482156371949,-58.8373796041041,0.0646671510687561,-14.6689318052974,0.233160731412356,ThinDisk,93.3434797696669,HighPM*,Yes,,0.0159783326,1.45135150587601,5.0,1.36183569673606,1.38735783,1.32716465,5780.0,5849.23242,5728.48877,False,True
10,29,64.50765,18.256805,HD27149,Gaia DR3 47620265212420096,20056.0,27149,17150156.0,21.5698,113.308,-31.327,7.37156,0.841778,,,,,,,,,,,,,,,,,,,5631.356,6.251465,4.2147,0.0027999878,-0.3782,0.018599987,5.927,0.127,5.864,0.045,5.959,0.016,6.279,0.018,6.032,0.016,5.95,0.017,8.209,0.09,7.528,0.011,,0.461431224680946,,0.0285644833978027,,0.190836128385551,,,RSCVnV*,,,0.0159228258,3.66059305648883,8.0,1.34509422572701,1.37213933,1.32532084,5770.0,5818.646,5711.18115,False,True
11,31,65.05403,19.233477,HD27406,Gaia DR3 48203487411427456,20237.0,27406,17232188.0,22.02,114.586,-35.172,7.326902,0.713024,38.36,True,True,,,6262.0,152.0,4.55,0.19,0.1,0.07,1.63,0.25,6.93,0.67,9.77,0.74,HARPS,,,,,,,6.122,0.094,6.057,0.035,6.097,0.021,6.395,0.018,6.184,0.026,6.124,0.018,8.086,0.116,7.46,0.03,-42.0457964256611,0.464566125464359,-19.1804262574638,0.0320148889001775,-1.26478393875617,0.182482747539367,ThinDisk,98.7155489146518,BYDraV*,,,0.0156647209,1.3546187705543,8.0,1.18678018840254,1.20933008,1.162377,6130.0,6198.85986,6064.93457,True,True
12,33,61.334408,22.008905,39Tau,Gaia DR3 53112944270520832,19076.0,25680,15736408.0,59.4728,172.212,-130.609,5.756682,0.803842,24.11,,,,,5861.0,224.0,4.61,0.34,0.27,0.15,1.11,0.09,4.59,0.62,2.09,1.99,FIES,,,,,,,4.36,0.244,4.203,0.147,4.432,0.015,4.907,0.238,4.499,0.036,4.381,0.042,6.523,0.017,5.903,0.017,-25.5880241171589,0.458241957811603,-13.3980531637135,0.0683812322259782,-6.62122828980622,0.188010577400044,ThinDisk,98.9872721462758,**,,,,,,,,,,,,,
13,35,49.583263,18.171623,HD20477,Gaia DR3 56092345901034880,15381.0,20477,427020093.0,21.1238,-83.268,-103.789,7.3742,0.789429,-80.2,,,True,True,5861.0,104.0,4.07,0.11,0.08,0.04,1.15,0.04,4.56,0.28,0.0,0.0,SOPHIE,,,,,,,6.05,0.113,5.964,0.043,6.07,0.015,6.352,0.032,6.092,0.038,6.022,0.02,8.059,0.0,7.52,0.03,80.9341678330243,0.408500556178526,-21.4290013624801,0.107286576504696,17.7252671988647,0.268005208653459,ThinDisk,95.5687440704229,**,,,0.0164996665,2.65721065447751,8.0,1.2923143269973,1.31889009,1.26462317,5930.0,5996.10645,5870.67822,False,False
14,39,58.023323,22.671633,HD24206,Gaia DR3 64085383120724864,18097.0,24206,440702883.0,33.5609,206.762,-339.42,7.400138,0.860472,11.23,,,True,True,5645.0,102.0,4.33,0.11,-0.02,0.04,1.04,0.05,3.77,0.19,0.0,0.0,SOPHIE,,,,,,,5.906,0.125,5.855,0.044,5.948,0.015,6.32,0.026,5.971,0.018,5.918,0.021,8.258,0.063,7.575,0.005,-14.9832433858129,0.448626962073818,-52.2885973452434,0.0914737232532104,-17.8602142658474,0.201618937560971,ThinDisk,94.4910083516443,HighPM*,,,0.011834925,0.153130710829135,5.0,0.899223741387389,0.91508466,0.878837287,5630.0,5689.24805,5581.85889,False,False
15,40,57.514423,22.591637,HD23965,Gaia DR3 64115585330656000,17928.0,23965,440695415.0,23.2079,155.046,-62.508,7.165409,0.665865,7.21,,,True,True,6149.0,103.0,4.0,0.11,-0.2,0.04,1.27,0.05,6.54,0.4,8.98,0.18,SOPHIE,6126.415,2.7006836,4.2055,0.005199909,-0.5598,0.023599982,6.054,0.094,5.949,0.039,6.1,0.018,6.297,0.024,6.088,0.024,6.036,0.02,7.784,0.025,7.29,0.03,-17.8488058901409,0.446830681131303,-28.7948697865787,0.0931273327381834,8.3821484844036,0.204681390147885,ThinDisk,98.5234069014745,HighPM*,,,0.015568329,3.36740086291797,8.0,1.12569602072044,1.15314817,1.10554171,6360.0,6418.40674,6276.19482,True,True
16,43,58.047485,25.163078,HD24213,Gaia DR3 66892264508548864,18106.0,24213,385590511.0,25.6061,-123.04,-164.354,6.641129,0.725672,-39.63,,,True,True,6032.0,107.0,3.98,0.19,0.28,0.16,0.91,0.06,5.26,0.38,0.0,0.0,SOPHIE,,,,,,,5.403,0.196,5.275,0.066,5.437,0.014,5.736,0.056,5.478,0.049,5.394,0.016,7.335,0.023,6.787,0.023,48.6233852074864,0.451578910386404,-15.5273953443345,0.10580920125772,-20.2450040167787,0.187371522427478,ThinDisk,97.6752595909864,HighPM*,,,0.0146944737,0.0421065053169827,5.0,1.42912564488775,1.4544661,1.39637935,6060.0,6130.29004,6004.52197,False,True
17,44,54.295994,25.991098,HD22403,Gaia DR3 69443337640657536,16879.0,22403,46674348.0,27.3205,237.667,-270.918,7.04856,0.92237,,True,True,,,5442.0,101.0,4.11,0.14,0.18,0.4,1.11,0.6,3.6,0.29,36.24,0.72,HARPS,,,,,,,5.388,0.165,5.169,0.059,5.33,0.013,5.878,0.018,5.518,0.026,5.413,0.017,7.994,0.024,7.28,0.03,,0.439399708427952,,0.132232170899697,,0.199931132762882,,,HighPM*,,,0.0141980713,0.278231411878923,5.0,1.41246950998829,1.43445885,1.38345814,5440.0,5490.4502,5400.16016,True,False
18,46,36.39141,11.971228,HD15029,Gaia DR3 72806949867680640,11309.0,15029,58898300.0,16.5434,-121.306,-282.04,7.237378,0.672151,-8.41,,,True,True,6157.0,120.0,3.77,0.16,-0.37,0.05,1.29,0.05,6.88,0.48,4.4,0.64,SOPHIE,,,,,,,6.068,0.111,5.953,0.044,6.091,0.016,6.343,0.02,6.107,0.017,6.061,0.015,7.85,0.025,7.36,0.03,57.6418955025491,0.327015374332567,-36.5105850248269,0.144010980937078,-56.1684766361142,0.353788358045332,ThickDisk,73.0675762082828,HighPM*,,,0.0177212115,1.03293371264198,5.0,1.6101392205129,1.62854946,1.57700205,6200.0,6270.26855,6160.12646,True,True
19,48,38.22559,15.034535,29Ari,Gaia DR3 75349600571311744,11843.0,15814,408817657.0,34.1525,-20.534,49.072,5.867583,0.728794,,True,True,,,6176.0,114.0,4.2,0.13,-0.04,0.05,1.08,0.08,6.5,0.46,9.98,0.32,HARPS,,,,,,,4.556,0.259,4.204,0.165,4.679,0.042,5.089,0.282,4.637,0.036,4.584,0.016,6.541,0.023,6.012,0.023,,0.344782941850969,,0.150976171458346,,0.32914957994246,,,SB*,,Yes,0.0110090375,1.80280894641627,5.0,1.49297822001717,1.55275118,1.45271409,6130.0,6208.81396,6009.78467,True,True
20,52,41.864258,19.371822,HD17332A,Gaia DR3 84625634714435968,,17332A,640830749.0,30.188,116.887,-158.459,7.192943,0.778679,4.21,,,,,,,,,,,,,,,,,,,,,,,,5.187,0.233,5.085,0.064,5.314,0.015,5.868,0.02,5.564,0.018,5.517,0.021,0.0,0.0,7.304,0.046,-8.17749296853648,0.374716572567163,-27.766594973348,0.157242345806673,-11.6593566362133,0.29149987632061,ThinDisk,98.4910881394826,HighPM*,,,,,,,,,,,,,
21,53,34.786335,19.687708,23Ari,Gaia DR3 87044422856456192,10810.0,14305,246942458.0,30.8215,-19.858,-125.291,6.694116,0.716031,3.06,,,,,5967.0,113.0,4.09,0.18,-0.17,0.1,1.2,0.04,0.0,0.36,2.84,1.07,,5972.258,2.8422852,4.2901,0.0018000603,-0.57,0.029599965,5.409,0.171,5.314,0.058,5.502,0.015,5.755,0.019,5.545,0.026,5.455,0.018,7.374,0.024,6.833,0.023,5.29147675707661,0.337611285809284,-9.37552316133669,0.196985647429611,-16.557013630472,0.311865480098712,ThinDisk,98.8080390794251,HighPM*,,,0.0127573367,3.65710604646967,8.0,1.12799839346114,1.15006256,1.10856557,6140.0,6201.7002,6073.68652,True,True
22,58,25.62401,20.268513,2Ari,Gaia DR3 96331172942614528,7981.0,10476,113710966.0,130.8234,-300.737,-673.539,4.99968,1.022485,-33.58,,,,,5260.0,158.0,4.61,0.29,-0.04,0.09,0.91,0.06,3.1,0.06,0.0,0.0,"FIES,HERMES",,,,,,,3.274,0.479,3.018,0.367,,,3.855,0.24,3.391,0.226,3.285,0.266,6.09,0.02,5.252,0.023,34.9063579653842,0.284544827352309,-24.8818947492669,0.247742206426426,2.1132793496512,0.328119608117566,ThinDisk,98.6256281174887,HighPM*,,,,,,,,,,,,,
23,59,30.5299,22.1041,HD12413,Gaia DR3 97594065126285952,9492.0,12413,306216985.0,18.8876,5.476,-52.006,7.098901,0.620558,-21.81,,,,,,,,,,,,,,,,,,,,,,,,6.034,0.1,5.967,0.039,6.071,0.015,6.306,0.026,6.081,0.017,6.02,0.021,7.679,0.026,7.209,0.023,16.3604099027017,0.3188162111687,-19.0681564730537,0.232663799748698,4.08395037052155,0.307058081499198,ThinDisk,98.9661951131575,HighPM*,,,0.0185089633,1.85677105478625,8.0,1.37114913569501,1.40015817,1.35039079,6490.0,6546.16309,6407.47998,False,True
24,61,32.84645,21.377344,HD13382,Gaia DR3 100254161710940928,10218.0,13382,306426710.0,31.7749,273.782,-13.119,7.171292,0.831678,20.09,,,True,True,5817.0,123.0,4.25,0.19,0.19,0.06,1.12,0.04,4.19,0.31,2.08,0.58,SOPHIE,,,,,,,5.759,0.143,5.655,0.054,5.785,0.015,6.117,0.023,5.851,0.018,5.786,0.02,8.001,0.024,7.33,0.03,-41.490318061935,0.330659177023268,-18.7785098929513,0.216824992537331,-1.30338088076788,0.306302958562518,ThinDisk,98.7366116474484,BYDraV*,,,0.0127275316,1.38841858850948,5.0,0.992617043963734,1.01378024,0.97643739,5790.0,5839.16113,5734.45068,True,True
25,63,33.851723,24.271286,HD13825,Gaia DR3 101309452355657216,10505.0,13825,118295030.0,38.8393,462.607,-183.92,6.637242,0.85186,-2.17,,,True,True,5746.0,105.0,4.22,0.12,0.2,0.04,1.1,0.06,3.89,0.24,0.45,0.41,SOPHIE,,,,,,,5.141,0.206,4.98,0.085,5.182,0.015,5.545,0.024,5.245,0.018,5.173,0.021,7.5,0.001,6.81,0.001,-32.6903845232423,0.342425167235396,-51.2147982108721,0.22754383218978,2.24797418584873,0.284985146944748,ThinDisk,96.1543492172691,HighPM*,,,0.0112756547,0.626766515148278,5.0,1.07691282377093,1.10668123,1.06641722,5700.0,5729.65137,5625.2998,False,True
26,64,39.240604,24.648056,30AriB,Gaia DR3 102082477749475200,12184.0,16232,22874788.0,22.5107,140.951,-10.536,6.979341,0.670816,12.89,,,,,6101.0,106.0,5.15,0.27,-0.2,0.2,1.02,0.06,5.82,0.42,46.44,42.08,FEROS,,,,,,,5.963,0.058,5.669,0.024,5.825,0.015,6.08,0.02,5.908,0.029,5.822,0.021,7.458,0.025,7.092,0.023,-28.1755357990641,0.371678795335303,-15.749622524954,0.201535492913999,3.19606841286858,0.267249000971043,ThinDisk,98.9665104557289,SB*,,,0.0164866932,6.83896208430084,8.0,1.31720997516024,1.33867419,1.29106474,6240.0,6311.89844,6183.3042,False,False
27,65,31.626015,24.333992,HD12846,Gaia DR3 104453918172129792,9829.0,12846,405376575.0,42.1141,6.063,-147.727,6.736007,0.823489,-4.44,,,True,True,5765.0,111.0,4.17,0.17,-0.18,0.06,1.09,0.06,4.39,0.26,0.0,0.0,SOPHIE,,,,,,,5.254,0.217,5.132,0.057,5.322,0.015,5.709,0.03,5.409,0.044,5.295,0.017,7.536,0.022,6.91,0.023,6.32603551054061,0.329973882215269,-12.5860930954084,0.238889804870804,-9.91255925941091,0.289943181920004,ThinDisk,99.0208771175474,HighPM*,,,0.0106891477,2.34691628988315,8.0,0.919144110011244,0.939976394,0.90508604,5780.0,5827.86719,5716.72217,True,False
28,66,29.49049,23.60311,lamAriB,Gaia DR3 104717285566534016,,11973B,60986644.0,24.8272,-91.813,-19.402,7.190488,0.723969,-7.2,,,,,5976.0,108.0,4.31,0.21,-0.04,0.37,1.2,0.11,7.65,0.42,41.68,1.22,,,,,,,,5.871,0.062,5.811,0.023,5.94,0.016,6.252,0.02,6.041,0.02,5.969,0.02,7.944,0.081,7.368,0.039,18.3280045549516,0.316155168884934,5.30605002882584,0.245886118505954,-2.9694386124842,0.299408253987756,ThinDisk,99.2472830200174,HighPM*,,,0.0153512247,4.96807167146545,8.0,1.14685364458942,1.1640538,1.12255192,6060.0,6131.60449,6011.45947,False,False
29,67,31.142868,25.414309,HD12661,Gaia DR3 105332908999068032,9683.0,12661,118268680.0,26.4614,-107.999,-173.299,7.262336,0.85882,-47.38,,,,,5721.0,125.0,4.24,0.27,0.36,0.11,1.13,0.04,3.59,0.28,2.75,0.83,FIES,,,,,,,5.794,0.139,5.732,0.049,5.846,0.015,6.182,0.019,5.896,0.021,5.861,0.024,8.156,0.023,7.43,0.03,52.0537941128343,0.329483995021932,-29.4429914126524,0.246962916671934,-2.56101330488757,0.283984411827041,ThinDisk,97.9975053761661,HighPM*,Yes,,0.014812693,2.04058738406121,5.0,1.17277230537191,1.20413029,1.15712571,5720.0,5759.22266,5649.5542,False,False
30,71,34.355362,28.74504,HD14082A,Gaia DR3 107774202769886848,10680.0,14082A,118301925.0,25.2776,86.859,-74.173,6.904095,0.670002,4.32,,,,,6119.0,112.0,4.6,0.12,0.1,0.08,1.27,0.03,,0.43,7.99,0.4,FEROS,,,,,,,5.312,0.161,4.866,0.047,5.427,0.013,6.05,0.026,5.84,0.033,5.787,0.027,7.546,0.024,6.604,0.023,-11.964778611668,0.35265072972797,-16.4540821848316,0.248048164800899,-7.97499016832585,0.253354325160251,ThinDisk,98.9779855866212,BYDraV*,,,0.0157376938,0.366685808061396,5.0,1.1896532777911,1.2202462,1.16243136,6290.0,6358.94824,6207.91699,True,True
31,73,45.86934,23.061338,HD18940,Gaia DR3 109931856900594432,14230.0,18940,61105191.0,25.5049,121.726,30.696,6.907917,0.795972,15.32,,,,,,,,,,,,,,,,,,,,,,,,5.46,0.182,5.294,0.059,5.486,0.016,5.86,0.023,5.59,0.024,5.5,0.021,7.68,0.022,7.056,0.023,-26.1917817844147,0.401021145901752,-6.36642107634766,0.15724790074054,7.25157960338694,0.254058537644412,ThinDisk,99.0766957269236,**,,,0.0148235969,2.19682112628602,8.0,1.39646812693025,1.44549239,1.34226513,5810.0,5870.0957,5758.50439,False,True
32,76,42.038136,27.068642,HD17382,Gaia DR3 114832620743735808,13081.0,17382,397368422.0,43.5704,278.469,-119.187,7.379911,1.003573,10.21,,,True,True,5239.0,101.0,4.06,0.11,0.02,0.28,0.99,0.04,3.1,0.18,3.85,0.13,SOPHIE,,,,,,,5.621,0.145,5.518,0.05,5.603,0.015,6.064,0.027,5.691,0.045,5.615,0.024,8.433,0.084,7.612,0.01,-24.5513024850998,0.388943477922291,-24.1839797945152,0.200331066550938,-1.64593930566831,0.242177649688846,ThinDisk,98.780083252778,BYDraV*,,,0.0105332127,1.17502245779218,5.0,0.844536307474101,0.862014532,0.819601536,5190.0,5249.99316,5149.29492,False,True
33,77,45.608444,26.60924,51Ari,Gaia DR3 115311458058061440,14150.0,18803,34691643.0,47.181,233.067,-168.452,6.455846,0.857362,10.09,,,,,5673.0,116.0,4.45,0.2,0.15,0.12,1.14,0.07,3.65,0.24,3.38,0.82,FIES,,,,,,,5.0,0.186,4.745,0.087,5.0,0.015,5.34,0.021,5.024,0.015,4.951,0.016,7.332,0.022,6.616,0.022,-19.2261961007183,0.404798338410533,-23.0461495308678,0.179280351632836,-5.988325463303,0.23245726976407,ThinDisk,98.8051917135768,HighPM*,,,,,,,,,,,,,
34,79,43.912746,26.873215,HD18143A,Gaia DR3 116037204451525376,13642.0,18143A,436933294.0,44.4324,264.596,-193.329,7.345057,1.065618,32.16,,,,,5171.0,184.0,4.66,0.31,0.39,0.2,1.11,0.11,2.81,0.15,1.72,1.0,FIES,,,,,,,5.08,0.202,4.921,0.077,5.07,0.014,5.95,0.019,5.548,0.017,5.427,0.018,8.471,0.182,7.518,0.091,-39.3258960873799,0.397449965931665,-19.8527236938775,0.189606896846825,-17.7752369231188,0.236953457055502,ThinDisk,98.0270829854439,HighPM*,,,0.0102305459,2.31176035256002,5.0,0.907743181969448,0.920907974,0.889547169,5030.0,5069.9375,4999.47852,False,False
35,80,49.416862,31.127045,HD20367,Gaia DR3 122704230645584768,15323.0,20367,101349357.0,38.3758,-101.95,-58.033,6.270825,0.720617,6.46,,,True,True,6007.0,102.0,4.08,0.11,0.02,0.04,1.2,0.03,5.25,0.34,0.0,0.0,SOPHIE,,,,,,,5.164,0.125,4.899,0.108,5.078,0.015,5.325,0.023,5.117,0.026,5.039,0.02,7.864,0.128,6.41,0.023,1.51848907702616,0.424519986401164,6.13062351885349,0.185516729814622,-14.5544122917569,0.188105381955888,ThinDisk,99.0459523845545,HighPM*,Yes,,0.0115579814,2.61642531261534,8.0,1.0965623075464,1.11874664,1.07691479,6150.0,6213.08691,6081.50244,True,True
36,83,42.767857,30.28674,HD17674,Gaia DR3 129321160344480512,13291.0,17674,77490014.0,22.5233,128.348,-32.958,7.41444,0.762115,10.53,,,True,True,5855.0,101.0,4.03,0.1,-0.22,0.04,1.14,0.05,4.87,0.27,0.0,0.0,SOPHIE,,,,,,,6.123,0.107,6.037,0.033,6.113,0.015,6.449,0.026,6.166,0.02,6.093,0.029,8.129,0.073,7.535,0.019,-23.9380331137756,0.395833088183465,-17.6582925401484,0.214283081758964,1.9684400488339,0.218085111972234,ThinDisk,98.9691827317254,HighPM*,Yes,,0.0170853604,1.22192395947532,8.0,1.17142902289509,1.19514585,1.15008759,5980.0,6039.88232,5917.50098,True,True
37,86,39.616093,30.816628,HD16397,Gaia DR3 132922438878995968,12306.0,16397,73626552.0,28.9255,-487.54,-386.862,7.206758,0.779394,-99.7,,,True,True,5828.0,108.0,3.87,0.14,-0.55,0.05,1.1,0.05,4.66,0.28,0.0,0.0,SOPHIE,,,,,,,5.934,0.123,5.733,0.056,5.852,0.016,6.198,0.041,5.864,0.023,5.833,0.021,7.945,0.101,7.359,0.014,133.899770085967,0.382087328561504,-31.2592985015642,0.232552698026753,-37.9160048175869,0.226224106225662,ThickDisk,65.3249585192122,HighPM*,,,0.0145659093,0.541809189990993,5.0,1.0650771154915,1.08512843,1.03766847,5820.0,5889.91309,5769.97559,False,True
38,92,49.007343,35.045162,HD20209,Gaia DR3 138009810462247296,15205.0,20209,101261261.0,17.7802,-154.431,-45.838,7.447115,0.674383,-46.1,,,True,True,6173.0,114.0,4.01,0.12,-0.29,0.05,1.27,0.04,6.79,0.46,3.81,0.7,SOPHIE,,,,,,,6.303,0.087,6.221,0.027,6.307,0.015,6.521,0.019,6.343,0.031,6.267,0.029,8.086,0.025,7.57,0.03,60.8921503154883,0.42398683728477,0.555770287892962,0.209470192409706,-16.1762593331266,0.16418011038534,ThinDisk,98.1259781066656,HighPM*,,,0.0201900341,4.14079072329563,8.0,1.33127614595097,1.35979104,1.30880272,6270.0,6330.78564,6194.36426,True,True
39,93,46.91418,36.617622,HD19308,Gaia DR3 138972467251590656,14532.0,19308,186807955.0,25.8035,241.076,-217.79,7.221212,0.803841,32.85,,,True,True,5835.0,101.0,4.12,0.1,0.12,0.04,1.14,0.04,4.38,0.26,0.0,0.0,SOPHIE,,,,,,,5.928,0.111,5.8,0.041,5.882,0.015,6.157,0.021,5.908,0.023,5.84,0.017,8.024,0.026,7.36,0.03,-52.47242495133,0.415765558049744,-38.2244143709574,0.228257180032594,-20.6658003103363,0.159935773997298,ThinDisk,95.020078290118,HighPM*,,,0.0159965493,2.0476992125859,5.0,1.19400486223685,1.21299279,1.1669668,5800.0,5859.71973,5755.32129,False,True
40,97,67.57492,19.84053,HD28483,Gaia DR3 144130516816579200,21008.0,28483,18372016.0,19.8924,86.119,-26.106,6.982704,0.638393,39.75,True,True,,,6342.0,137.0,4.15,0.57,0.18,0.25,5.69,0.16,7.63,0.67,26.45,0.98,HARPS,,,,,,,5.867,0.143,5.754,0.051,5.884,0.017,6.105,0.024,5.89,0.033,5.843,0.023,7.572,0.063,7.105,0.005,-42.1935794181949,0.471740829273182,-16.0002060735794,0.0233155196366091,-1.90786402159347,0.164452279210624,ThinDisk,98.7979538982082,HighPM*,,,0.017121844,2.67983368926307,8.0,1.43283453993407,1.4639318,1.40416014,6360.0,6429.72168,6279.87744,False,False
