,index,RA,DEC,PRIMARY,GAIA,HIP,HD,TIC,plx,pmra,pmdec,gmag,BP-RP,RV,spH1D,spH2D,spS1D,spS2D,teff,teff_err,logg,logg_err,feh,feh_err,vmic,vmic_err,vmac,vmac_err,vsini,vsini_err,instrument,gdr3_teff,gdr3_teff_err,gdrs3_logg,gdr3_logg_err,gdr3_feh,gdr3_feh_err,w1mag,w1mag_err,w2mag,w2mag_err,w3mag,w3mag_err,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,bmag,bmag_err,vmag,vmag_err,U,U_err,V,V_err,W,W_err,LikeMemb,MembProb,simbad_Otype,PlanetHost,SB,A550,chisqSED,nptsSED,radius_SED,radius_SED_up,radius_SED_low,teff_SED,teff_SED_up,teff_SED_low,FiltFlag,goodFlag
425,1089,253.69157,62.099934,HD153344,Gaia DR3 1630727858849714176,82750.0,153344,287152045.0,24.7975,-332.313,-53.947,6.913049,0.834045,-89.31,,,True,True,5749.0,107.0,4.01,0.12,0.05,0.04,1.12,0.05,4.14,0.24,0.24,0.61,SOPHIE,,,,,,,5.464,0.136,5.316,0.051,5.481,0.015,5.843,0.026,5.559,0.038,5.475,0.018,7.745,0.111,7.071,0.019,0.53051994048126,0.0146699290794795,-110.041543602996,0.397814736268451,-2.989316527175,0.303659577735313,ThickDisk,76.9578156688,HighPM*,,,0.0152152488,0.503012114488768,5.0,1.48156156692907,1.50906706,1.44868231,5710.0,5769.40576,5658.35693,False,True
426,1091,254.00705,65.1348,19Dra,Gaia DR3 1635375460142367104,82860.0,153597,289622310.0,65.2904,237.185,49.077,4.750818,0.676355,-21.85,,,,,6338.0,127.0,4.32,0.29,-0.13,0.15,1.33,0.06,7.8,0.6,7.4,1.32,SOPHIE,,,,,,,3.569,0.468,3.322,0.336,3.602,0.015,4.02,0.312,3.83,0.228,3.736,0.292,5.356,0.022,4.886,0.023,1.49122485920111,0.0402573580543503,-7.01889894809955,0.400118065826795,-27.1144785080887,0.297141696277516,ThinDisk,97.7859576808703,SB*,,,,,,,,,,,,,
427,1092,261.2504,67.30671,HD158633,Gaia DR3 1637110042813188608,85235.0,158633,1400994843.0,78.1747,-531.749,4.818,6.223578,0.955492,-38.48,,,True,True,5382.0,103.0,4.53,0.1,-0.36,0.04,0.94,0.11,3.62,0.08,0.01,0.48,SOPHIE,,,,,,,4.397,0.314,4.113,0.122,4.522,0.015,4.969,0.228,4.637,0.036,4.515,0.018,0.0,0.0,6.398,0.046,1.4759865033894,0.0555447434791836,-49.8706027545427,0.414838089132567,5.59266844541338,0.273572461171765,ThinDisk,96.8345753192657,HighPM*,,,,,,,,,,,,,
428,1098,238.40233,68.720116,HD143105,Gaia DR3 1646538011423566464,77838.0,143105,272783172.0,21.4555,2.373,-31.78,6.641727,0.672119,15.94,,,True,True,6386.0,112.0,4.07,0.12,0.24,0.2,1.85,0.04,8.06,0.57,8.03,0.32,SOPHIE,,,,,,,5.48,0.143,5.324,0.057,5.534,0.016,5.795,0.026,5.628,0.029,5.519,0.02,7.272,0.023,6.77,0.023,3.7755575709243,0.0857103468412839,11.0191312337157,0.369713265065392,12.9609185213831,0.325555481039499,ThinDisk,99.0993271680306,Star,Yes,,0.0150028821,2.40552549700231,8.0,1.55328280539427,1.5876596,1.52596211,6350.0,6412.18018,6270.90674,False,False
429,1099,234.67206,68.82201,HD140412,Gaia DR3 1647299869902273408,76604.0,140412,272680526.0,17.8854,-67.15,84.548,7.336957,0.621629,-29.65,,,True,True,6305.0,105.0,3.97,0.2,-0.32,0.16,1.28,0.04,7.81,0.49,0.0,0.0,SOPHIE,,,,,,,6.237,0.093,6.151,0.029,6.266,0.015,6.491,0.02,6.283,0.021,6.258,0.016,7.895,0.026,7.45,0.03,-22.2250695768049,0.0928723911595301,-28.8267569763119,0.362141203833541,-19.3164150873652,0.332413184484569,ThinDisk,97.6637293261834,HighPM*,,,0.015712006,3.29711041616292,8.0,1.33228501585589,1.3536582,1.3088913,6410.0,6477.72168,6346.55518,True,True
430,1100,239.58762,70.89444,HD144061,Gaia DR3 1647986068237087104,78217.0,144061,237096607.0,33.7812,-57.116,255.357,7.134841,0.793037,-8.58,,,True,True,5504.0,103.0,3.99,0.13,-0.19,0.1,0.54,0.07,3.66,0.14,0.0,0.0,SOPHIE,,,,,,,5.527,0.167,5.39,0.056,5.532,0.014,6.023,0.024,5.645,0.016,5.606,0.018,7.916,0.072,7.262,0.015,-33.548774846777,0.101748090537382,-7.45337848602024,0.37465608649937,-15.519420879053,0.315281196514074,ThinDisk,98.6859191666813,HighPM*,,,0.0125884619,5.96991626230726,5.0,1.03074891610975,1.04445386,1.00951612,5600.0,5657.33936,5560.57861,False,True
431,1102,250.66074,68.102165,HD151541,Gaia DR3 1648568843759668480,81813.0,151541,230123572.0,41.3671,-282.977,425.74,7.357851,0.948838,9.22,,,True,True,5297.0,112.0,4.0,0.18,0.02,0.16,0.16,0.14,3.07,0.11,0.0,0.0,SOPHIE,,,,,,,5.726,0.142,5.594,0.054,5.714,0.016,6.127,0.021,5.77,0.018,5.687,0.016,8.325,0.119,7.559,0.016,-55.8612344247378,0.0691273904403675,-10.6958434649731,0.394255917526894,16.7909817751531,0.299978077884086,ThinDisk,98.0019367292407,HighPM*,,,0.0123146474,1.0388013326075,5.0,0.837528688384669,0.850378036,0.82088989,5350.0,5396.56543,5310.92188,False,True
432,1105,265.4921,72.1569,psi01DraB,Gaia DR3 1651268763282397312,86620.0,162004,441804565.0,44.0496,34.067,-276.438,5.656994,0.689108,-10.85,,,,,,,,,,,,,,,,,,,,,,,,4.334,0.406,4.002,0.099,4.52,0.014,5.001,0.25,4.59,0.036,4.527,0.023,6.339,0.085,5.808,0.015,31.3317685398602,0.0969432843191553,-2.43774138572818,0.417410993799332,-5.3445112499485,0.257718221980427,ThinDisk,99.1041523672936,HighPM*,Yes,,,,,,,,,,,,
433,1106,265.27792,72.42034,HD161897,Gaia DR3 1651469733391948288,86540.0,161897,441801208.0,33.356,-121.464,298.208,7.432245,0.874634,-16.68,,,True,True,5621.0,102.0,4.32,0.11,0.0,0.04,1.04,0.05,3.68,0.18,0.0,0.0,SOPHIE,,,,,,,5.917,0.098,5.8,0.037,5.93,0.015,6.284,0.02,5.979,0.018,5.914,0.017,8.313,0.023,7.6,0.03,-38.51798238944,0.0997734052520351,-29.7932095543714,0.416771081041517,1.0230714391777,0.257952293153677,ThinDisk,98.3406380563152,HighPM*,,,0.0155115062,1.76556127589007,5.0,0.916662786866057,0.932326019,0.898152888,5570.0,5619.01465,5524.63672,False,False
434,1108,244.8867,70.36857,HD148004,Gaia DR3 1652932530531522432,79981.0,148004,230077650.0,22.9134,64.622,27.257,7.401253,0.699223,-3.5,,,,,,,,,,,,,,,,,,,,,,,,6.2,0.114,6.068,0.035,6.203,0.015,6.504,0.023,6.271,0.02,6.231,0.02,8.349,0.0,7.52,0.03,-0.321367408504664,0.091555513028275,6.20457892385582,0.384138113945297,-13.5716826788554,0.306764011902892,ThinDisk,99.0832782747165,HighPM*,,,0.015573102,2.4435485183901,8.0,1.07980802954131,1.10079181,1.06068456,6190.0,6250.42969,6121.30127,False,True
435,1110,246.37177,71.384575,HD148941,Gaia DR3 1653270595998453504,80467.0,148941,230085290.0,28.2998,20.773,-32.282,6.950335,0.784889,3.87,,,,,6000.0,211.0,4.46,0.36,0.23,0.39,1.2,0.13,5.4,0.75,9.58,1.17,FIES,,,,,,,5.497,0.153,5.343,0.058,5.537,0.015,5.94,0.026,5.616,0.021,5.573,0.016,7.818,0.0,7.114,0.023,5.32706478473777,0.0985153498913273,4.9849819599799,0.387282734093098,1.76028975086423,0.300528841482318,ThinDisk,99.2883004542325,Star,,,0.0144079719,2.03354578571129,8.0,1.22611970119116,1.24561691,1.20324028,5820.0,5879.28076,5769.40723,False,True
436,1112,254.07874,74.28262,HD154181,Gaia DR3 1656220516976649088,82886.0,154181,441716374.0,20.2079,53.616,-85.377,6.974267,0.664355,-7.85,,,,,6218.0,126.0,4.43,0.19,-0.2,0.4,1.65,0.24,6.93,0.58,31.34,1.71,HERMES,,,,,,,5.64,0.16,5.509,0.058,5.7,0.015,6.076,0.02,5.86,0.015,5.781,0.02,7.567,0.024,7.107,0.023,23.2915705144341,0.118033198662015,2.85516126639671,0.399001655053582,-8.38417742086857,0.277513634302702,ThinDisk,99.1436315852945,HighPM*,,,0.0181052536,5.66957051782364,5.0,1.52719565290214,1.55696332,1.49701548,6130.0,6189.67334,6068.47461,False,True
437,1114,211.21492,58.867504,HD123300,Gaia DR3 1659915425801141632,68792.0,123300,441663519.0,21.4115,-179.677,18.216,7.447945,0.749961,-32.39,,,True,True,5968.0,114.0,4.09,0.16,0.12,0.05,1.19,0.03,5.06,0.36,2.35,0.56,SOPHIE,,,,,,,6.178,0.088,6.073,0.03,6.199,0.015,6.521,0.021,6.256,0.016,6.197,0.021,8.187,0.024,7.58,0.03,-26.2206322032001,0.0795930545035457,-40.6278961053137,0.270199998042635,-17.5980978392835,0.413540122739288,ThinDisk,96.5974355177326,HighPM*,,,0.0119971344,2.55956867583315,8.0,1.1777705374069,1.20249975,1.15985286,6060.0,6111.20117,5991.45361,True,True
438,1115,209.38358,61.492863,HD122064,Gaia DR3 1661568850770761600,68184.0,122064,202380743.0,99.3325,-31.693,216.29,6.169921,1.220587,-26.75,,,,,4784.0,168.0,4.52,0.28,0.45,0.27,1.1,0.16,3.53,0.11,0.98,1.36,FIES,,,,,,,4.045,0.366,3.844,0.214,4.073,0.015,5.018,0.26,4.402,0.206,4.094,8.888,7.546,0.018,6.497,0.023,-2.5141875097327,0.0992066425596298,-10.2009612971409,0.277446791103947,-26.7210474538499,0.403959006190275,ThinDisk,97.7490455792473,HighPM*,,,,,,,,,,,,,
439,1120,201.4994,63.261276,HD117043,Gaia DR3 1665517334465010432,65530.0,117043,355916910.0,47.8881,-392.484,220.895,6.327287,0.890028,-30.99,,,True,True,5604.0,103.0,4.17,0.11,0.17,0.04,1.06,0.05,3.46,0.17,0.57,0.27,SOPHIE,,,,,,,4.795,0.226,4.528,0.119,4.831,0.014,5.238,0.02,4.895,0.053,4.795,0.018,7.251,0.02,6.51,0.023,-34.556243726541,0.133135350499576,-26.5547182171821,0.266669660555007,-32.3841406876908,0.401560584631906,ThinDisk,93.7916448993279,HighPM*,,,,,,,,,,,,,
440,1122,215.62048,60.965706,HD126323,Gaia DR3 1666363752260912640,70252.0,126323,166090806.0,24.0161,-9.833,-81.348,7.284247,0.733445,-2.83,,,True,True,5963.0,101.0,4.18,0.1,0.01,0.04,1.17,0.03,5.12,0.32,0.0,0.0,SOPHIE,,,,,,,5.714,0.154,5.665,0.044,5.873,0.014,6.311,0.02,6.081,0.024,6.026,0.017,8.0,0.024,7.4,0.03,10.674163001166,0.0777003872909474,-10.7220021065553,0.291906852327362,6.3801169149271,0.398504939534412,ThinDisk,99.1165568456384,HighPM*,,,0.0117252069,9.99608813132509,8.0,1.19451060703834,1.21455908,1.17183638,5910.0,5969.80615,5857.94287,False,True
441,1124,221.31924,65.32998,HD130460,Gaia DR3 1668845350004416256,72130.0,130460,282855338.0,21.2399,-111.154,36.246,7.107183,0.638721,-12.39,,,,,6454.0,109.0,4.64,0.11,0.08,0.43,1.19,1.35,8.56,0.63,41.16,2.13,HERMES,,,,,,,6.027,0.103,5.944,0.043,6.052,0.015,6.285,0.035,6.096,0.026,6.052,0.018,7.697,0.024,7.22,0.03,-19.2724659947034,0.0918271363551218,-21.3248487060937,0.323219421350116,-2.86716880320579,0.370483296504842,ThinDisk,98.9021747270749,HighPM*,,,0.0131128645,1.10605881798831,8.0,1.22388742894008,1.24881935,1.20281756,6460.0,6523.42822,6382.16602,True,True
442,1125,218.39812,65.395424,HD128385,Gaia DR3 1668986018773531776,71192.0,128385,232979046.0,32.8006,54.33,43.997,6.470979,0.688456,5.02,,,True,True,6071.0,101.0,3.82,0.11,-0.3,0.04,1.25,0.05,6.22,0.36,0.0,0.0,SOPHIE,,,,,,,5.206,0.203,5.041,0.079,5.259,0.015,5.556,0.021,5.342,0.026,5.254,0.02,7.098,0.023,6.616,0.023,-0.557449590718588,0.0984185926280137,10.942785938879,0.316389748509793,-2.68900472723731,0.374466251714403,ThinDisk,99.2866744704832,SB*,,,0.0109688602,2.03660949005427,8.0,1.16883155269435,1.18962193,1.1458596,6160.0,6227.53857,6095.32959,False,True
443,1126,219.91542,66.346756,HD129499,Gaia DR3 1669516773651710464,71679.0,129499,219003568.0,18.6291,-27.953,-24.297,7.244112,0.750083,-11.41,,,True,True,5927.0,102.0,3.82,0.11,0.0,0.04,1.21,0.04,5.09,0.31,2.26,0.21,SOPHIE,,,,,,,5.979,0.115,5.894,0.046,5.976,0.015,6.262,0.024,6.01,0.023,5.948,0.02,7.967,0.023,7.38,0.03,2.41429662198338,0.101113082596968,-14.4406372250926,0.323268586714771,-2.15632517597649,0.367847944134085,ThinDisk,99.1181006979579,Star,,,0.0137568796,1.93113725648816,8.0,1.50901044394998,1.54032767,1.48319364,6020.0,6079.75098,5953.14893,True,True
444,1127,209.10513,65.350746,HD121953,Gaia DR3 1671271903447240576,68085.0,121953,358767963.0,17.9237,-15.356,-284.139,7.432044,0.842197,-27.88,,,,,,,,,,,,,,,,,,,,,,,,5.934,0.12,5.87,0.041,5.948,0.015,6.357,0.034,5.971,0.042,5.913,0.02,8.275,0.024,7.59,0.03,51.3041278403914,0.124136356618894,-57.0330555497341,0.295297468325395,23.5863363507325,0.386220912886587,ThinDisk,86.4125363619223,SB*,,,0.0132485181,0.358248057070371,5.0,1.67382700653403,1.7035718,1.63168204,5610.0,5677.88086,5559.53613,True,True
445,1132,188.3923,72.47911,HD109413,Gaia DR3 1689791802427582592,61293.0,109413,154561824.0,20.1986,90.963,-36.266,7.376251,0.705297,-24.02,,,True,True,6116.0,131.0,4.05,0.15,-0.03,0.06,1.25,0.06,6.13,0.5,5.61,0.6,SOPHIE,,,,,,,6.13,0.101,6.019,0.034,6.145,0.015,6.419,0.021,6.198,0.017,6.126,0.016,8.042,0.025,7.5,0.03,30.7684053461686,0.203929808912831,-8.42678257718853,0.292137596870716,-9.35157168785709,0.351011024013598,ThinDisk,98.9601467947821,SB*,,,0.0128074223,3.51159301609523,8.0,1.27846387536606,1.300192,1.2586726,6100.0,6154.01807,6035.60059,False,False
446,1136,225.11227,71.76546,9UMi,Gaia DR3 1695571110421334144,73440.0,133621,233186332.0,28.8089,-403.503,80.383,6.484036,0.80919,-50.75,,,,,,,,,,,,,,,,,,,,,,,,5.009,0.222,4.854,0.088,5.058,0.014,5.453,0.021,5.155,0.02,5.079,0.018,7.281,0.142,6.659,0.014,-35.6338959152524,0.128408713811836,-76.0922993689395,0.349631706680011,-9.95603684685149,0.334404743095172,ThinDisk,81.2129465211142,SB*,,,0.0124444794,0.29960370061094,5.0,1.517106669889,1.53670108,1.48433828,5780.0,5840.41064,5740.0874,True,True
447,1156,316.0308,2.9944806,HD200580,Gaia DR3 1730458373852682752,103987.0,200580,1935061283.0,15.9482,-292.932,-367.922,7.180009,0.756163,-7.88,,,True,True,6177.0,124.0,4.1,0.21,-0.54,0.16,0.3,0.04,4.14,0.21,12.71,0.82,SOPHIE,,,,,,,5.771,0.126,5.67,0.051,5.784,0.015,6.135,0.026,5.842,0.031,5.79,0.021,0.0,0.0,7.278,0.046,109.980173296242,0.2793051224363,-85.1737938194967,0.355145066306133,15.9167559905532,0.231433255952891,ThickDisk,75.6819167948317,SB*,,Yes,0.0261543896,1.51957068076412,5.0,1.97498529195641,2.0054481,1.92501473,5860.0,5937.67871,5810.89502,True,True
448,1164,319.6549,8.95966,HD202884,Gaia DR3 1743504800870418432,105202.0,202884,262277103.0,23.2174,142.724,-41.353,7.14884,0.655033,-0.57,,,True,True,6321.0,105.0,4.21,0.17,-0.11,0.16,1.0,0.04,7.65,0.49,0.0,0.0,SOPHIE,,,,,,,6.024,0.11,5.928,0.043,6.032,0.015,6.325,0.02,6.106,0.04,6.026,0.023,7.753,0.024,7.27,0.03,-15.9578257954966,0.220535649554268,-6.3762548297671,0.386673842063643,-25.0101135463094,0.228093110462195,ThinDisk,98.045000559179,HighPM*,,,0.0230279732,0.960629775803507,8.0,1.13422733552587,1.15840065,1.1138165,6370.0,6432.68945,6290.79297,False,True
449,1168,322.5352,12.27069,HD204712,Gaia DR3 1745973032680936704,106157.0,204712,96704587.0,14.7427,-107.474,-143.147,7.491613,0.716441,-26.44,,,True,True,5945.0,101.0,3.8,0.11,-0.47,0.04,1.2,0.04,5.66,0.31,0.0,0.0,SOPHIE,,,,,,,6.205,0.098,6.115,0.03,6.236,0.016,6.521,0.021,6.279,0.023,6.224,0.018,8.011,0.0,7.62,0.03,41.8221853402732,0.189630071422752,-46.5659116159118,0.403781523047374,9.71939913393292,0.229228764946872,ThinDisk,96.1442724609341,HighPM*,,,0.029953111,3.4680442272162,8.0,1.69223091258202,1.72042012,1.65608895,6060.0,6129.31445,6007.25195,True,True
450,1169,319.64536,11.5688305,HD202908,Gaia DR3 1746335802793081344,105200.0,202908,262275042.0,19.3447,29.213,-49.564,7.095118,0.75063,,,,,,,,,,,,,,,,,,,,,,,,,5.549,0.188,5.473,0.064,5.591,0.015,5.936,0.018,5.647,0.029,5.563,0.016,7.604,0.024,7.016,0.023,,0.207516407496104,,0.400708662260937,,0.215486970139441,,,**,,,0.0267297551,1.49113259736816,8.0,1.73263171558437,1.76804936,1.70382738,5990.0,6046.81934,5925.30225,True,True
451,1172,309.96616,11.249639,HD196885A,Gaia DR3 1754430373040023168,101966.0,196885A,282257777.0,29.4076,71.915,89.318,6.276973,0.68961,-30.78,,,True,True,6297.0,103.0,4.19,0.12,0.18,0.14,1.53,0.03,7.14,0.47,2.8,0.65,SOPHIE,,,,,,,5.063,0.191,4.917,0.086,5.1,0.015,5.414,0.027,5.19,0.023,5.072,0.018,6.923,0.023,6.397,0.023,-31.8251510260955,0.263335931048254,-14.621675866045,0.396033638438983,7.90345404313182,0.154454692996165,ThinDisk,98.8732453570468,HighPM*,Yes,,0.0224555675,1.0234486008439,5.0,1.38172727575134,1.41121018,1.3553797,6270.0,6331.15137,6202.58691,False,True
452,1176,311.9078,12.986243,HD198089,Gaia DR3 1761037029171296000,102610.0,198089,85213581.0,24.9358,22.918,36.573,7.296031,0.764656,-33.17,,,True,True,5824.0,105.0,4.06,0.12,-0.24,0.05,1.13,0.04,4.75,0.27,0.0,0.0,SOPHIE,,,,,,,5.916,0.109,5.814,0.045,5.91,0.015,6.278,0.021,5.973,0.024,5.906,0.021,8.011,0.025,7.43,0.03,-23.1448230451758,0.243967502781097,-22.6283638816613,0.406322958612396,10.9474542739326,0.159372413957675,ThinDisk,98.6326882795408,Star,,,0.0248978622,1.83565592571641,8.0,1.17132674925261,1.19224644,1.15075362,5870.0,5926.78809,5809.40234,True,True
453,1178,311.55545,15.907305,HD197913A,Gaia DR3 1762987494080694016,102490.0,197913A,85085021.0,27.2887,87.691,67.916,7.334961,0.920611,,,,,,5458.0,111.0,4.69,0.16,-0.07,0.18,1.07,0.04,0.0,0.16,14.88,0.49,FIES,,,,,,,5.775,0.229,5.579,0.098,5.746,0.019,6.131,0.029,5.834,0.036,5.69,0.016,8.241,0.023,7.09,0.03,,0.230017274185689,,0.420329617419615,,0.143076746670687,,,RSCVnV*,,,0.0253706351,2.83359763070644,8.0,1.21698332553206,1.24360311,1.19481647,5490.0,5540.66602,5434.30469,True,True
454,1179,311.91,16.23844,HD198109,Gaia DR3 1763093218997965312,102611.0,198109,85218473.0,18.1204,127.839,-32.275,7.476613,0.663532,23.09,,,True,True,6113.0,107.0,3.66,0.14,-0.56,0.05,1.28,0.06,6.81,0.4,0.0,0.0,SOPHIE,,,,,,,6.291,0.081,6.225,0.027,6.327,0.016,6.573,0.02,6.348,0.018,6.302,0.017,8.048,0.007,7.6,0.03,-5.06113834122744,0.226413726868501,17.3362180595803,0.422080383958136,-37.3734584173607,0.144779197883532,ThinDisk,94.7097474360234,HighPM*,,,0.0315347537,3.41303020950737,8.0,1.29893249077705,1.32193637,1.2787118,6260.0,6317.39893,6189.97021,False,True
455,1183,326.13055,14.77194,HD206860,Gaia DR3 1772187382746856320,107350.0,206860,301880196.0,55.148,231.108,-113.2,5.819592,0.760907,-17.18,True,True,True,True,6057.0,103.0,4.5,0.1,-0.02,0.04,1.15,0.08,5.67,0.36,9.24,0.12,"HARPS,SOPHIE,FEROS",,,,,,,4.506,0.221,4.294,0.133,4.558,0.015,4.793,0.035,4.598,0.036,4.559,0.038,6.533,0.023,5.977,0.023,-14.5519860812355,0.151084956494393,-21.4870246348607,0.413618049303182,-10.5373092542434,0.236877632248827,ThinDisk,98.7546832488793,BYDraV*,Yes,,,,,,,,,,,,
456,1185,332.609,18.797106,HD210483,Gaia DR3 1776388204359891712,109450.0,210483,258783637.0,19.6308,353.516,-28.653,7.427002,0.773021,-73.35,,,True,True,5831.0,101.0,3.99,0.1,-0.14,0.04,1.14,0.04,4.69,0.26,0.0,0.0,SOPHIE,,,,,,,6.053,0.102,5.989,0.041,6.1,0.016,6.407,0.03,6.131,0.042,6.082,0.018,8.173,0.138,7.59,0.001,-77.3875401851851,0.0945218631445403,-80.1965631956973,0.425067928141914,-17.1867923795177,0.249595744949553,ThinDisk,52.7868173692636,HighPM*,,,0.027771838,0.523814221003201,5.0,1.38796820265993,1.41395164,1.35453033,5890.0,5958.57617,5836.18457,False,True
457,1186,335.91486,20.84829,33Peg,Gaia DR3 1778551970227817728,110548.0,212395,279563894.0,29.8125,333.057,10.827,6.160031,0.675714,-19.75,,,,,,,,,,,,,,,,,,,,,,,,4.791,0.277,4.575,0.145,4.844,0.013,5.406,0.238,4.935,0.042,4.849,0.018,6.705,0.023,6.218,0.023,-46.6032682991168,0.058420184849666,-27.0004550167058,0.428597665546129,-17.2283670757141,0.251420119784684,ThinDisk,97.4281292529892,**,,,,,,,,,,,,,
458,1190,321.77756,16.124153,HD204277,Gaia DR3 1784061008815679232,105918.0,204277,268215639.0,30.2522,-78.256,-96.503,6.607284,0.677901,9.32,,,True,True,6302.0,101.0,4.13,0.12,-0.02,0.13,1.15,0.04,6.29,0.47,0.0,0.0,SOPHIE,,,,,,,5.481,0.131,5.259,0.066,5.478,0.015,5.709,0.021,5.48,0.026,5.449,0.021,7.226,0.024,6.726,0.023,21.1470039432092,0.171229323987724,0.370772942410306,0.42259235985532,-4.30940222103598,0.205286490918335,ThinDisk,99.2060539829304,HighPM*,,,0.0226761177,3.35609024837436,8.0,1.14271387050916,1.1698128,1.12296724,6300.0,6356.95117,6219.26465,False,False
459,1194,323.24304,20.711418,HD205160A,Gaia DR3 1787693589076213632,,205160A,2001094404.0,16.7768,-12.44,-32.855,7.473315,0.652619,,,,,,,,,,,,,,,,,,,,,,,,,5.618,0.175,5.575,0.046,5.756,0.015,6.136,0.03,5.938,0.034,5.847,0.027,0.0,0.0,7.556,0.046,,0.137865444430775,,0.441902136300513,,0.189120594944157,,,Star,,,,,,,,,,,,,
460,1196,317.99597,17.727747,HD201891,Gaia DR3 1787990525934491776,104659.0,201891,230168635.0,29.8775,-122.133,-899.404,7.231156,0.719812,-44.15,,,True,True,6072.0,196.0,4.74,0.12,-1.31,0.14,1.1,0.03,5.13,0.7,0.0,0.0,SOPHIE,,,,,,,5.918,0.136,5.842,0.05,5.946,0.014,6.254,0.024,5.993,0.031,5.935,0.021,7.882,0.072,7.371,0.012,86.4517505713889,0.187896026835789,-110.542346072518,0.431271221672615,-54.7289621566505,0.176149314780638,ThickDisk,95.5407586614045,ChemPec*,,,0.0239297207,1.13449123965353,5.0,0.960887083927272,0.979153872,0.935550213,6000.0,6076.66748,5948.27344,False,True
461,1197,317.4412,19.210749,HD201545,Gaia DR3 1789231256087445120,104471.0,201545,257444121.0,22.8206,-0.125,19.183,6.843096,0.641146,-24.45,,,True,True,6259.0,103.0,3.94,0.16,-0.04,0.16,1.37,0.04,7.19,0.46,0.0,0.0,SOPHIE,,,,,,,5.749,0.135,5.623,0.059,5.773,0.016,5.972,0.02,5.804,0.045,5.741,0.021,7.439,0.024,6.965,0.023,-11.3122275117972,0.179677691917434,-19.4338227362093,0.437011214220406,10.3943334781063,0.163550619176218,ThinDisk,98.8373291620346,Star,,,0.0284967069,3.14996036214127,8.0,1.30846178554951,1.33808279,1.28662622,6430.0,6491.63281,6344.60938,False,True
462,1198,325.27582,26.750666,HD206374,Gaia DR3 1800378139330660992,107070.0,206374,248046660.0,36.8163,343.987,-90.947,7.276047,0.864703,-43.01,,,True,True,5579.0,101.0,4.4,0.1,-0.09,0.04,1.03,0.05,3.84,0.16,0.0,0.0,SOPHIE,,,,,,,5.753,0.132,5.667,0.043,5.796,0.016,6.143,0.018,5.831,0.021,5.774,0.02,8.153,0.095,7.467,0.004,-33.6889969431683,0.0927795249774588,-47.8961658970732,0.462682182745088,-22.7983473349546,0.165756819247713,ThinDisk,93.2963216102066,HighPM*,,,0.0223981198,1.51930631766318,5.0,0.8880608802017,0.900384128,0.867976546,5590.0,5650.33105,5550.23828,True,True
463,1200,325.17938,28.75567,HD206332,Gaia DR3 1801257095797922048,107040.0,206332,248039969.0,21.1843,132.973,32.555,7.269737,0.75626,-44.32,,,,,,,,,,,,,,,,,,,,,,,,6.018,0.093,5.918,0.039,6.021,0.015,6.293,0.017,6.081,0.027,6.005,0.017,7.961,0.0,7.409,0.023,-34.2080542142815,0.0828879495761415,-41.6117925608753,0.468918949438641,-1.00224017558179,0.153178787208955,ThinDisk,97.5232725632776,HighPM*,,,0.0307415146,3.31694226810589,8.0,1.29775392159174,1.32301354,1.27647138,6070.0,6128.73877,6004.21631,False,True
464,1202,305.7182,14.551098,HD194012,Gaia DR3 1805044913356835328,100511.0,194012,456398764.0,38.4009,78.997,-7.143,6.03745,0.660738,4.81,,,True,True,6307.0,121.0,4.15,0.14,-0.12,0.05,1.32,0.06,7.57,0.55,6.72,0.61,SOPHIE,,,,,,,4.93,0.209,4.717,0.106,4.929,0.016,5.228,0.037,4.977,0.027,4.9,0.018,6.634,0.024,6.166,0.023,-2.28385732208345,0.266386759982582,4.8097724224588,0.408558720927191,-9.5217587647403,0.110124544511743,ThinDisk,99.1955921098428,HighPM*,,,0.020537084,0.869212541190132,5.0,1.13437289755579,1.16016746,1.1129483,6390.0,6451.15381,6312.65576,False,True
465,1204,301.19525,15.903148,HD190516,Gaia DR3 1807876151501164032,98879.0,190516,258964346.0,24.1942,27.879,52.094,7.213954,0.688177,6.07,,,,,,,,,,,,,,,,,,,,,,,,6.034,0.1,5.951,0.039,6.062,0.015,6.289,0.023,6.146,0.024,6.045,0.021,7.89,0.012,7.338,0.023,-6.11098303516825,0.278824204577777,11.5528506940403,0.408739713814667,-0.23132507371308,0.0722459885135615,ThinDisk,99.2886416577591,HighPM*,,,0.0299740843,3.11055219204049,8.0,1.08600147878107,1.11125469,1.06819761,6290.0,6344.70801,6210.31104,False,False
466,1205,300.6423,15.592074,HD190067,Gaia DR3 1807953155988203264,98677.0,190067,418189606.0,51.9167,-158.797,-581.785,6.95928,0.917321,20.39,,,,,5367.0,194.0,4.49,0.27,-0.21,0.14,1.1,0.07,3.55,0.15,0.55,2.15,FIES,,,,,,,5.239,0.185,5.138,0.076,5.277,0.014,5.764,0.039,5.409,0.031,5.317,0.021,7.879,0.045,7.166,0.005,53.8013450997168,0.283011680588472,-15.4140272196995,0.406390809482315,-17.7705684330738,0.0697500141139322,ThinDisk,97.7949366293067,HighPM*,,,0.0185968708,0.214684328380064,5.0,0.780321299943604,0.796343029,0.75985086,5420.0,5479.99072,5369.99854,False,True
