,period,HD145675,HD95128,HD75732,HD1326,HD114783,HD115404A,HD12235,HD12661,HD128311,HD141399,HD1461,HD155358,HD164922,HD168443,HD18143A,HD190360,HD217107,HD219134,HD24040,HD25463,HD37124,HD69830,HD72659,HD73344,HD74156,HD7924,HD82943,HD92788,HD99492,HD143761,HD9826,HD222155,HD220773,HD217014,HD210277,HD197037,HD196885A,HD195019,HD190007,HD189733A,HD186427,HD185269,HD184960,HD168009,HD164595,HD162004,HD155193,HD155060,HD154345,HD150706,HD149806A,HD143105,HD141004,HD136118,HD120136,HD120066,HD111998,HD106252,HD103774,HD97037,HD89307,HD88986,HD88072,HD87883,HD86728,HD79211,HD52265,HD50554,HD42618,HD40979,HD33564,HD32963,HD31253,HD30562,HD26161,HD23596,HD22049,HD19994,HD17674,HD16232,HD16175,HD16141,HD13931,HD11505,HD8673A,HD8574,HD7449A,HD3765,HD3651
10,94.34343434343434,0.0,0.5954624275835134,0.0,0.8138338873198863,0.6810994983044507,0.3263160677690008,0.3309737561911255,0.0,0.0,0.0,0.5242555997334475,0.0,0.1722446506564289,0.0,0.214460634774083,0.3238422996953783,0.7568054374324207,0.0,0.7848569890307253,0.918926212904283,0.0,0.7004222946575733,0.0,0.1823174810923029,0.0,0.0603709591951445,0.0,0.0346692428153967,0.002779087055388,0.0017054829936654,0.1173074782485348,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
11,97.77777777777776,0.0,0.5978389747380062,0.0,0.8203228153653126,0.5201925883475444,0.3659379858692666,0.3445490167647041,0.0,0.0,0.0,0.5307743059009538,0.0,0.3946790626899112,0.0,0.2272658672269825,0.3407748890218055,0.7573327522302031,7.703194382589813e-05,0.7956696362396161,0.9187025670110304,0.0,0.6991838138700708,0.0,0.3686519607830193,0.0,0.0445290427428521,0.0,0.0227275039200393,0.0,0.0208624633722335,0.0794613071978337,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
12,101.21212121212122,0.0,0.6030621808215382,0.0,0.8152461861545267,0.3648165111259484,0.3772130047716189,0.3466607992156143,0.0,0.0,0.0,0.5152163668533642,0.0,0.6933543595202052,0.0,0.2616577569109715,0.3603748029575425,0.7602772259701226,0.0123143033988425,0.7966969941893591,0.9171950422003992,0.0,0.7279716939268304,0.0,0.4551721197751512,0.0,0.0538705354494052,0.0,0.0152592827073757,0.0,0.1877383936279155,0.0787451188251869,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
13,104.64646464646464,0.0,0.5967456089449241,0.0,0.8116174069885278,0.2377433601864337,0.3897040714408071,0.3562466180787472,0.0,0.0,0.0,0.5094829094251063,0.0,0.6987700462492009,0.0,0.3007013035194192,0.3698897769701964,0.7561958888540965,0.0363045960746241,0.792490950512905,0.9171509251774104,0.0,0.734087730117176,0.0,0.5157198336046502,0.0,0.056310664657615,0.0,0.0206556696139696,0.0148048576390622,0.0832005350142084,0.0799118580022288,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
14,108.08080808080808,0.0,0.6010227986818047,0.0,0.8080436821233714,0.0762996447555485,0.4016851727194282,0.3551250853525183,0.0,0.0,0.0,0.5043757509126867,0.0,0.7169931055965661,0.0,0.3041345569987085,0.3791431978110237,0.7575588332396197,0.0735863304174524,0.7888644647193992,0.9175985599368488,0.0,0.7384581746448375,0.0,0.5551242035957613,0.0,0.0558692356851847,0.0,0.0207522515209339,0.0387166620729255,0.0485830709314002,0.0779369146194579,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
15,111.51515151515152,0.0,0.6165144125151973,0.0,0.8067427714998883,0.0547611736558076,0.4045856644363998,0.3602329429656292,0.0,0.0,0.0,0.5047684393369063,0.0,0.7257855324111693,0.0,0.3123688537650748,0.3820217600163387,0.7593767080087555,0.1456890238796748,0.7797480776837713,0.9190262227549504,0.0,0.7376332525244363,0.0,0.5916366303125017,0.0,0.0375260233477918,0.0,0.0217758951085773,0.0821205617793217,0.0121319494444429,0.0694356448721193,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
16,114.94949494949496,0.0,0.6175336805800558,0.0,0.8050936361865538,0.0393500475408316,0.4079075999982862,0.3621543327739397,0.0,0.0,0.0,0.5150122869767203,0.0,0.7175560983238306,0.0,0.3265657996137195,0.3807282695544622,0.7612140067100519,0.2058300566916123,0.7739943286071977,0.91779949886629,0.0,0.7312111293989056,0.0,0.6110148843741374,0.0,0.0309509497579701,0.0,0.0148690247499546,0.2221588306909022,0.0041225710079775,0.0607977400505319,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
17,118.38383838383838,0.0,0.6074577273686952,0.0,0.8031852851377551,0.0154797154034112,0.4157731763409601,0.372420148716611,0.0,0.0,0.0,0.5201381016297173,0.0,0.6933969821715105,0.0,0.3375983349992274,0.3788501401122652,0.7656819867576505,0.2438934583868469,0.7708953546941406,0.9167810141571732,0.0,0.7266213700104811,0.0,0.6101533056243476,0.0,0.0323413073234702,0.0,0.0080320759403884,0.3651012188170572,0.0982265135221851,0.0596980488460971,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
18,121.8181818181818,0.0,0.617064482879947,0.0,0.8021740676004356,0.0059998034153597,0.4061306790293949,0.3831259271141944,0.0,0.0,0.0,0.520504284523694,0.0,0.6610577686838098,0.0,0.3488720705372662,0.383927695266935,0.7706414081037871,0.2962858160184501,0.7714180543389844,0.9159829020500184,0.0,0.7221659710015907,0.0,0.6021725441548496,0.004463027802777,0.0320893375628517,0.0,0.0030391054546488,0.5101619222484891,0.256526133648267,0.0568920787796253,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
19,125.25252525252525,0.0,0.6278804044596237,0.0,0.8070429437931055,0.0002324791514244,0.4023226153467898,0.3893126815826793,0.0,0.0,0.0,0.5190341812658399,0.0,0.6551566236906601,0.0,0.3594213447217187,0.3853727308099723,0.7753773935841288,0.3520158431359674,0.769595496738658,0.9165369640048476,0.0,0.7127113365437678,0.0,0.6006123143959524,0.0138339200596354,0.0325091312683427,0.0,0.0,0.6377725657792657,0.422495461952874,0.0482223855447905,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
20,128.68686868686868,0.0,0.6327153818022256,0.0,0.8115641032903519,0.0,0.4012305701758891,0.3914219741811201,0.0,0.0,0.0,0.5153715604825678,0.0,0.6675616814039336,0.0,0.3603167343500688,0.3839616713187674,0.7862471562843687,0.406855758120477,0.7699003628046022,0.9177149745573814,0.0,0.7066234314667653,0.0,0.5969187165647096,0.023037348179719,0.0321138971231088,0.0,0.0,0.7404384346396107,0.6211841486649279,0.0392049355418818,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
21,132.12121212121212,0.0,0.6276515747643513,0.0,0.8130660235322964,0.0,0.4063561144493113,0.4007750405528565,0.0,0.0,0.0,0.5126839358467602,0.0,0.7096967703905125,0.0,0.3543869799274898,0.3763976810902782,0.7975886832699235,0.4874209704433487,0.7688601206997219,0.9180692042103408,0.0,0.6933495149437197,0.0,0.5950051049560183,0.0250670484104649,0.0311687845967829,0.0,0.0,0.7744295989784109,0.7016743511730905,0.0318106216554169,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
22,135.55555555555554,0.0,0.6270895707651185,0.0,0.803825832280405,0.0,0.4105920888385493,0.4057332594483546,0.0,0.0,0.0,0.5124186134457418,0.0,0.7266937212383453,0.0,0.3837327480697168,0.3818194542927728,0.7992418733942885,0.5398479525329577,0.7739409240715734,0.9158535253147292,0.0,0.6939055422959257,0.0,0.5903046603054504,0.0288862379396735,0.0344980559372296,0.0,0.0,0.8371791771045314,0.7584648430347443,0.0276918358445113,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
23,138.989898989899,0.0,0.6317694115009418,0.0,0.8034007717970892,0.0,0.4119704708984982,0.4067208837817233,0.0,0.0,0.0,0.5114258066782297,0.0,0.7288595504328057,0.0,0.3588314835883623,0.3860977877628415,0.8055286009402916,0.5774093807545133,0.7793172736128671,0.9150748183416668,0.0,0.6963388914987751,0.0,0.6133673562016593,0.0344515902851709,0.0492532326227853,0.0,0.0,0.9139728502166836,0.5335362927788003,0.0251193815438086,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
24,142.42424242424244,0.0,0.6485830216620974,0.0,0.8032320255175407,0.0,0.4253273659678456,0.4207984074854848,0.0,0.0,0.0,0.509709351441477,0.0,0.7196620678788335,0.0,0.3471197888711623,0.3890354339617473,0.8095564989447566,0.5953785421258633,0.7830062679840344,0.915276142271784,0.0,0.6912174967796174,0.0,0.6275579128939719,0.0352722295819493,0.0574562334132992,0.0,0.0,0.9149028264812674,0.4988673147261664,0.0182588284804996,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
25,145.85858585858583,0.0,0.6588515152789014,0.0,0.8023806060314649,0.0,0.4194918551441341,0.4442093973784189,0.0,0.0,0.0,0.5092003915370844,0.0,0.7124706211314111,0.0,0.3365465521481233,0.3891782251441711,0.8092385266936808,0.6222074269409612,0.7845290560270063,0.9156614088271776,0.0,0.6580257610160171,0.0,0.6188363311169054,0.0442984310137689,0.0562025371104102,0.0,0.0,0.9429549882157702,0.7247752013712389,0.0098363172494301,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
