,code,star,ins,drs,pipeline,yvx,ra,dec,teff,logg,feh,mhk,mhk_err,rhk,rhk_err,fwhm_ins,fwhm_g2,fwhm_garfield,fwhm_kitty,vsini,sb1,sb2,IF_SPEC,IF_CCF
988,HD28608_HARPS03_3.3.6_Snaky,HD28608,HARPS03,3.3.6,Snaky,YV0,67.738215,10.751767,6506.0,4.0,0.0,63.5,,-4.6,,3.42,46.29,47.23,178.71,46.41,1.0,0.0,1,1
989,HD28620_SOPHIE_1.0_Snaky,HD28620,SOPHIE,1.0,Snaky,YV0,68.072083,37.043194,6510.0,4.0,0.0,-3.3,38.69,-5.03,0.35,4.09,11.35,9.58,8.88,6.57,0.0,0.0,1,1
990,HD28676_SOPHIE_1.0_Snaky,HD28676,SOPHIE,1.0,Snaky,YV0,68.032917,21.632361,5902.0,4.31,0.12,-3.9,17.28,-5.04,0.207,4.23,7.98,6.7,6.3,1.48,0.0,0.0,1,1
991,HD28807_HARPS03_3.3.6_Snaky,HD28807,HARPS03,3.3.6,Snaky,YV0,67.987449,-12.632639,6251.0,4.17,-0.07,-7.0,11.98,-5.07,0.158,3.28,9.24,7.96,7.5,4.07,0.0,0.0,1,1
992,HD28821_CORALIE14_3.8_Snaky,HD28821,CORALIE14,3.8,Snaky,YV0,68.089467,-5.039005,5635.0,4.46,0.04,-3.8,17.69,-5.13,0.223,4.82,8.2,7.04,6.6,1.32,0.0,0.0,1,1
993,HD28821_HARPS03_3.3.6_Snaky,HD28821,HARPS03,3.3.6,Snaky,YV0,68.089467,-5.039005,5697.0,4.4,-0.09,3.1,3.85,-4.96,0.039,3.3,7.14,5.8,5.48,1.28,0.0,0.0,1,1
994,HD28821_HARPS03_3.5_Snaky,HD28821,HARPS03,3.5,Snaky,YV0,68.089467,-5.039005,5697.0,4.4,-0.09,2.8,3.93,-4.96,0.04,3.29,7.14,5.79,5.47,1.15,0.0,0.0,1,1
995,HD28821_SOPHIE_1.0_Snaky,HD28821,SOPHIE,1.0,Snaky,YV0,68.089461,-5.039005,5676.0,4.44,-0.14,5.1,23.47,-4.94,0.281,4.3,7.59,6.29,5.94,1.13,0.0,0.0,1,1
996,HD29150_SOPHIE_1.0_Snaky,HD29150,SOPHIE,1.0,Snaky,YV0,69.057917,21.536528,5723.0,4.43,-0.04,2.0,15.49,-4.97,0.156,4.17,7.72,6.41,6.04,1.09,0.0,0.0,1,1
997,HD29225_HARPS03_3.3.6_Snaky,HD29225,HARPS03,3.3.6,Snaky,YV0,69.169655,15.869355,4940.0,3.5,0.01,-6.9,,-5.07,,3.41,83.3,80.59,198.19,87.82,0.0,0.0,1,1
998,HD29225_SOPHIE_1.0_Snaky,HD29225,SOPHIE,1.0,Snaky,YV0,69.169667,15.869333,4944.0,3.5,0.04,-8.3,,-5.09,,4.34,82.91,79.78,212.51,85.96,0.0,0.0,1,1
999,HD29310_HARPS03_3.3.6_Snaky,HD29310,HARPS03,3.3.6,Snaky,YV0,69.383271,15.146461,5818.0,4.4,0.09,106.5,16.0,-4.43,0.047,3.45,11.87,9.99,9.55,6.51,0.0,0.0,1,1
1000,HD29310_SOPHIE_1.0_Snaky,HD29310,SOPHIE,1.0,Snaky,YV0,69.383333,15.1465,5843.0,4.42,0.05,94.4,54.27,-4.47,0.18,4.03,12.08,10.0,9.5,6.1,0.0,1.0,1,1
1001,HD29329_SOPHIE_1.0_Snaky,HD29329,SOPHIE,1.0,Snaky,YV0,71.501667,76.611,4937.0,3.5,0.02,-0.1,20.32,-4.99,0.242,3.61,92.62,62.24,172.03,117.38,0.0,0.0,1,1
1002,HD29355_SOPHIE_1.0_Snaky,HD29355,SOPHIE,1.0,Snaky,YV0,69.35875,0.574639,6109.0,4.27,-0.09,-2.5,76.35,-5.18,0.484,4.05,8.6,7.4,6.97,2.78,0.0,0.0,1,1
1003,HD29356_SOPHIE_1.0_Snaky,HD29356,SOPHIE,1.0,Snaky,YV0,69.36125,0.553111,6071.0,4.23,-0.16,9.9,73.84,-4.91,0.498,4.09,9.18,7.95,7.47,3.68,0.0,0.0,1,1
1004,HD29419_SOPHIE_1.0_Snaky,HD29419,SOPHIE,1.0,Snaky,YV0,69.71375,23.15,5959.0,4.3,0.04,84.3,62.17,-4.5,0.246,4.1,8.89,7.51,7.07,3.17,0.0,0.0,1,1
1005,HD29497_SOPHIE_1.0_Snaky,HD29497,SOPHIE,1.0,Snaky,YV0,69.785833,13.003,6382.0,4.2,-0.26,-23.1,52.8,-5.58,0.454,4.24,11.35,9.5,8.75,4.93,0.0,0.0,1,1
1006,HD29587_HARPN_3.0.1_Snaky,HD29587,HARPN,3.0.1,Snaky,YV0,70.401315,42.118451,5658.0,4.47,-0.58,4.5,10.77,-4.96,0.104,3.08,6.68,5.42,5.19,0.67,0.0,0.0,1,1
1007,HD29645_SOPHIE_1.0_Snaky,HD29645,SOPHIE,1.0,Snaky,YV0,70.459375,38.280167,6036.0,4.21,0.22,1.5,54.25,-5.1,0.46,4.1,9.62,8.21,7.68,3.95,0.0,0.0,1,1
1008,HD29836_HARPS03_3.3.6_Snaky,HD29836,HARPS03,3.3.6,Snaky,YV0,70.715443,18.720435,5784.0,4.19,0.3,2.2,14.03,-5.0,0.143,3.38,7.94,6.53,6.12,2.34,0.0,0.0,1,1
1009,HD29836_SOPHIE_1.0_Snaky,HD29836,SOPHIE,1.0,Snaky,YV0,70.715417,18.720444,5762.0,4.13,0.23,11.2,39.66,-5.01,0.389,4.23,8.36,6.93,6.48,2.02,0.0,0.0,1,1
1010,HD29862_SOPHIE_1.0_Snaky,HD29862,SOPHIE,1.0,Snaky,YV0,70.703333,12.20975,5680.0,4.21,0.3,5.9,43.16,-4.93,0.432,4.18,8.36,6.92,6.47,2.12,0.0,0.0,1,1
1011,HD30311_SOPHIE_1.0_Snaky,HD30311,SOPHIE,1.0,Snaky,YV0,71.69,9.017417,6028.0,4.36,0.04,115.2,80.61,-4.4,0.322,4.06,11.27,9.42,8.87,5.42,0.0,1.0,1,1
1012,HD30562_HARPS03_3.3.6_Snaky,HD30562,HARPS03,3.3.6,Snaky,YV0,72.151604,-5.674044,5875.0,4.2,0.22,1.4,14.17,-5.01,0.149,3.31,9.04,7.65,7.18,4.1,0.0,0.0,1,1
1013,HD30649_SOPHIE_1.0_Snaky,HD30649,SOPHIE,1.0,Snaky,YV0,72.9315,45.834167,5815.0,4.32,-0.44,-3.1,13.44,-5.06,0.159,4.24,7.54,6.37,6.08,1.05,0.0,0.0,1,1
1014,HD30652_HARPS03_3.3.6_Snaky,HD30652,HARPS03,3.3.6,Snaky,YV0,72.460047,6.961278,6255.0,4.21,0.09,20.0,3.58,-4.81,0.026,3.3,26.96,26.67,25.41,23.38,0.0,0.0,1,1
1015,HD30652_HARPS03_3.5_Snaky,HD30652,HARPS03,3.5,Snaky,YV0,72.460047,6.961278,6236.0,4.18,0.14,22.2,1.92,-4.8,0.013,3.39,27.0,26.71,25.5,23.5,0.0,0.0,1,1
1016,HD30708_SOPHIE_1.0_Snaky,HD30708,SOPHIE,1.0,Snaky,YV0,72.8725,35.815139,5743.0,4.34,0.16,2.6,13.89,-4.96,0.138,4.2,7.92,6.57,6.19,1.31,0.0,0.0,1,1
1017,HD30738_HARPS03_3.3.6_Snaky,HD30738,HARPS03,3.3.6,Snaky,YV0,72.702265,16.210451,6196.0,4.14,0.13,60.4,24.58,-4.61,0.106,3.43,25.7,24.78,23.78,21.21,0.0,0.0,1,1
1018,HD3079_SOPHIE_1.0_Snaky,HD3079,SOPHIE,1.0,Snaky,YV0,8.622375,47.915389,6083.0,4.36,-0.06,6.9,21.04,-5.0,0.204,4.15,8.29,7.11,6.74,2.35,0.0,0.0,1,1
1019,HD30869_SOPHIE_1.0_Snaky,HD30869,SOPHIE,1.0,Snaky,YV0,72.958,13.655194,6649.0,4.0,0.0,81.9,,-4.52,,4.02,30.07,8.74,7.38,19.48,0.0,0.0,1,1
1020,HD30974_SOPHIE_1.0_Snaky,HD30974,SOPHIE,1.0,Snaky,YV0,73.187917,14.623139,5908.0,4.35,-0.15,-0.8,50.2,-5.12,0.47,3.33,7.8,6.63,6.3,1.52,0.0,0.0,1,1
1021,HD31153_HARPS03_3.3.6_Snaky,HD31153,HARPS03,3.3.6,Snaky,YV0,73.51271,17.026825,6101.0,4.18,0.03,-2.4,20.01,-5.14,0.25,3.4,11.78,9.9,9.25,6.19,0.0,0.0,1,1
1022,HD31153_SOPHIE_1.0_Snaky,HD31153,SOPHIE,1.0,Snaky,YV0,73.5125,17.026806,6038.0,4.22,0.02,7.3,46.2,-4.95,0.391,3.7,12.03,10.13,9.51,7.06,0.0,0.0,1,1
1023,HD3126_HARPS03_3.3.6_Snaky,HD3126,HARPS03,3.3.6,Snaky,YV0,8.613214,-6.503903,5823.0,3.65,0.18,45.4,,-4.67,,3.41,42.91,44.65,120.84,42.95,0.0,0.0,1,1
1024,HD3161_SOPHIE_1.0_Snaky,HD3161,SOPHIE,1.0,Snaky,YV0,9.56125,84.674972,6139.0,4.29,-0.04,-20.5,62.41,-5.56,0.47,4.19,9.87,8.39,7.89,4.17,0.0,0.0,1,1
1025,HD31675_SOPHIE_1.0_Snaky,HD31675,SOPHIE,1.0,Snaky,YV0,75.709583,66.823778,6241.0,4.28,0.04,75.4,31.58,-4.53,0.119,4.24,18.76,17.28,16.56,11.96,0.0,0.0,1,1
1026,HD31845_HARPS03_3.3.6_Snaky,HD31845,HARPS03,3.3.6,Snaky,YV0,74.934675,15.916732,5019.0,3.5,-0.02,-7.4,,-5.08,,3.77,53.46,53.99,186.33,53.38,0.0,0.0,1,1
1027,HD31845_SOPHIE_1.0_Snaky,HD31845,SOPHIE,1.0,Snaky,YV0,74.934667,15.916722,5304.0,3.5,0.07,-2.7,,-5.03,,4.29,53.29,54.07,177.99,51.61,0.0,0.0,1,1
1028,HD31865_SOPHIE_1.0_Snaky,HD31865,SOPHIE,1.0,Snaky,YV0,75.88875,63.085917,5631.0,4.48,-0.23,-2.9,17.07,-5.02,0.175,4.16,7.5,6.22,5.89,0.79,0.0,0.0,1,1
1029,HD31966_SOPHIE_1.0_Snaky,HD31966,SOPHIE,1.0,Snaky,YV0,75.140708,14.383694,5729.0,4.13,0.1,0.8,14.73,-4.99,0.155,4.02,8.12,6.77,6.36,1.75,0.0,0.0,1,1
1030,HD32147_ESPRESSO18_3.2.5_Snaky,HD32147,ESPRESSO18,3.2.5,Snaky,YV0,75.204164,-5.753673,4707.0,4.52,0.18,0.7,,-4.98,,2.43,7.1,5.54,4.9,1.02,0.0,0.0,1,1
1031,HD32147_ESPRESSO18_3.3.1_Snaky,HD32147,ESPRESSO18,3.3.1,Snaky,YV0,75.204164,-5.753673,4707.0,4.52,0.18,0.7,,-4.98,,2.43,7.1,5.54,4.9,1.02,0.0,0.0,1,1
1032,HD32147_HARPN_3.0.1_Snaky,HD32147,HARPN,3.0.1,Snaky,YV0,75.204164,-5.753673,4695.0,4.51,0.17,3.9,3.19,-4.95,0.032,3.11,7.17,5.64,5.0,1.16,0.0,0.0,1,1
1033,HD32147_HARPS03_3.3.6_Snaky,HD32147,HARPS03,3.3.6,Snaky,YV0,75.204164,-5.753673,4695.0,4.51,0.17,1.7,1.59,-4.97,0.017,3.29,7.23,5.71,5.07,1.05,0.0,0.0,1,1
1034,HD32147_HARPS03_3.5_Snaky,HD32147,HARPS03,3.5,Snaky,YV0,75.204164,-5.753673,4695.0,4.51,0.17,1.6,1.66,-4.97,0.017,3.26,7.23,5.71,5.06,1.03,0.0,0.0,1,1
1035,HD32147_HARPS15_3.3.6_Snaky,HD32147,HARPS15,3.3.6,Snaky,YV0,75.204164,-5.753673,4695.0,4.51,0.17,3.5,1.98,-4.95,0.02,3.46,7.28,5.76,5.11,1.04,0.0,0.0,1,1
1036,HD32147_NEID_1.0_Snaky,HD32147,NEID,1.0,Snaky,YV0,75.206541,-5.758445,4752.0,4.55,0.08,7.4,1.05,-4.91,0.01,3.2,7.29,5.68,5.02,1.09,0.0,0.0,1,1
1037,HD32147_SOPHIE_1.0_Snaky,HD32147,SOPHIE,1.0,Snaky,YV0,75.204167,-5.753667,4724.0,4.52,0.2,3.9,2.58,-4.95,0.025,4.35,7.82,6.27,5.58,0.9,0.0,0.0,1,1
1038,HD3268_SOPHIE_1.0_Snaky,HD3268,SOPHIE,1.0,Snaky,YV0,8.97875,13.2075,6214.0,4.18,-0.11,-3.9,29.36,-5.03,0.275,4.06,9.5,8.16,7.64,4.58,0.0,0.0,1,1
1039,HD32724_CORALIE07_3.4_Snaky,HD32724,CORALIE07,3.4,Snaky,YV0,76.198185,-11.699029,5819.0,4.3,-0.15,-5.1,19.76,-5.2,0.274,5.3,8.43,7.22,6.79,1.4,0.0,0.0,1,1
1040,HD32724_HARPS03_3.3.6_Snaky,HD32724,HARPS03,3.3.6,Snaky,YV0,76.198185,-11.699029,5823.0,4.2,-0.16,-0.7,3.46,-4.99,0.038,3.32,7.39,6.12,5.81,1.75,0.0,0.0,1,1
1041,HD32724_HARPS03_3.5_Snaky,HD32724,HARPS03,3.5,Snaky,YV0,76.198185,-11.699029,5823.0,4.2,-0.16,-0.7,3.7,-5.0,0.041,3.3,7.4,6.15,5.86,1.85,0.0,0.0,1,1
1042,HD32724_HARPS15_3.3.6_Snaky,HD32724,HARPS15,3.3.6,Snaky,YV0,76.198185,-11.699029,5842.0,4.25,-0.13,-0.2,12.84,-5.02,0.139,3.45,7.41,6.14,5.83,1.79,0.0,0.0,1,1
1043,HD32724_SOPHIE_1.0_Snaky,HD32724,SOPHIE,1.0,Snaky,YV0,76.198,-11.6985,5869.0,4.31,-0.14,2.9,22.55,-5.01,0.249,3.99,7.83,6.62,6.28,1.48,0.0,0.0,1,1
1044,HD32923_HARPN_3.0.1_Snaky,HD32923,HARPN,3.0.1,Snaky,YV0,76.862523,18.64505,5768.0,4.22,-0.13,-0.0,6.55,-4.99,0.07,3.05,7.36,6.05,5.72,1.99,0.0,0.0,1,1
1045,HD32923_HARPS03_3.3.6_Snaky,HD32923,HARPS03,3.3.6,Snaky,YV0,76.862523,18.64505,5760.0,4.2,-0.06,0.1,13.53,-5.0,0.146,3.33,7.4,6.11,5.79,1.72,0.0,0.0,1,1
1046,HD32923_HARPS03_3.5_Snaky,HD32923,HARPS03,3.5,Snaky,YV0,76.862523,18.64505,5760.0,4.2,-0.06,1.1,13.55,-4.99,0.142,3.32,7.4,6.1,5.78,1.7,0.0,0.0,1,1
1047,HD32923_SOPHIE_1.0_Snaky,HD32923,SOPHIE,1.0,Snaky,YV0,76.862083,18.645056,5795.0,4.26,-0.14,0.8,11.49,-4.98,0.143,4.07,7.85,6.56,6.18,1.32,0.0,0.0,1,1
1048,HD32963_HARPN_3.0.1_Snaky,HD32963,HARPN,3.0.1,Snaky,YV0,76.98235,26.327965,5742.0,4.36,0.07,-0.3,10.55,-5.01,0.113,3.08,7.26,5.88,5.56,1.57,0.0,0.0,1,1
1049,HD32963_SOPHIE_1.0_Snaky,HD32963,SOPHIE,1.0,Snaky,YV0,76.982333,26.327944,5693.0,4.41,0.02,0.9,16.23,-5.03,0.176,4.08,7.74,6.45,6.06,1.14,0.0,0.0,1,1
1050,HD33021_SOPHIE_1.0_Snaky,HD33021,SOPHIE,1.0,Snaky,YV0,76.909583,9.471778,5798.0,4.23,-0.18,-0.1,10.27,-4.99,0.106,4.17,7.86,6.63,6.29,1.58,0.0,0.0,1,1
1051,HD33185_SOPHIE_1.0_Snaky,HD33185,SOPHIE,1.0,Snaky,YV0,77.431875,29.798639,6199.0,4.19,0.12,1.2,22.96,-5.0,0.277,3.58,18.15,17.33,16.56,12.12,0.0,0.0,1,1
1052,HD33252_HARPS03_3.3.6_Snaky,HD33252,HARPS03,3.3.6,Snaky,YV0,77.516127,27.556504,6163.0,4.3,-0.23,-4.5,20.94,-5.21,0.289,3.42,12.29,10.24,9.5,6.44,0.0,0.0,1,1
1053,HD33252_SOPHIE_1.0_Snaky,HD33252,SOPHIE,1.0,Snaky,YV0,77.51625,27.5565,6181.0,4.28,-0.27,-13.9,44.06,-5.36,0.36,3.65,12.56,10.37,9.6,6.19,0.0,0.0,1,1
1054,HD33313_HARPS03_3.3.6_Snaky,HD33313,HARPS03,3.3.6,Snaky,YV0,77.441313,7.18159,6125.0,4.28,-0.41,2.5,17.64,-5.03,0.184,3.42,7.54,6.49,6.22,2.21,0.0,0.0,1,1
1055,HD33313_SOPHIE_1.0_Snaky,HD33313,SOPHIE,1.0,Snaky,YV0,77.44125,7.181583,6112.0,4.28,-0.46,18.2,54.5,-4.84,0.445,4.07,7.96,6.88,6.55,2.64,0.0,0.0,1,1
1056,HD33564_SOPHIE_1.0_Snaky,HD33564,SOPHIE,1.0,Snaky,YV0,80.639708,79.23115,6280.0,4.18,0.1,-5.2,21.39,-5.24,0.301,4.22,20.41,18.69,17.82,12.84,0.0,0.0,1,1
1057,HD33632_SOPHIE_1.0_Snaky,HD33632,SOPHIE,1.0,Snaky,YV0,78.3225,37.337306,6055.0,4.37,-0.24,5.4,11.79,-4.93,0.124,4.12,8.0,6.84,6.5,2.42,0.0,0.0,1,1
1058,HD33636_SOPHIE_1.0_Snaky,HD33636,SOPHIE,1.0,Snaky,YV0,77.9435,4.403528,5907.0,4.4,-0.17,15.6,27.82,-4.85,0.21,4.18,8.31,7.09,6.7,2.54,0.0,0.0,1,1
1059,HD3440_SOPHIE_1.0_Snaky,HD3440,SOPHIE,1.0,Snaky,YV0,9.949167,82.493583,6009.0,4.26,-0.22,-1.2,30.18,-5.0,0.272,4.03,7.95,6.79,6.42,1.74,0.0,0.0,1,1
1060,HD34411_NEID_1.0_Snaky,HD34411,NEID,1.0,Snaky,YV0,79.788245,40.09619,5902.0,4.26,0.07,0.0,5.66,-4.99,0.06,3.19,7.56,6.17,5.82,1.89,0.0,0.0,1,1
1061,HD34445_SOPHIE_1.0_Snaky,HD34445,SOPHIE,1.0,Snaky,YV0,79.42075,7.353694,5735.0,4.26,0.19,-0.1,73.06,-5.52,0.552,4.43,8.23,6.98,6.52,2.25,0.0,0.0,1,1
1062,HD34575_SOPHIE_1.0_Snaky,HD34575,SOPHIE,1.0,Snaky,YV0,80.582083,59.277889,5569.0,4.35,0.25,1.8,9.91,-4.97,0.097,4.14,7.96,6.52,6.07,1.25,0.0,0.0,1,1
1063,HD34673A_HARPN_3.0.1_Snaky,HD34673A,HARPN,3.0.1,Snaky,YV0,79.802752,-3.073816,4705.0,4.56,-0.21,16.8,3.18,-4.84,0.024,3.05,7.1,5.5,4.87,0.93,0.0,0.0,1,1
1064,HD34720_SOPHIE_1.0_Snaky,HD34720,SOPHIE,1.0,Snaky,YV0,80.015,13.544972,5990.0,4.18,0.03,21.1,46.01,-4.86,0.358,3.96,8.37,7.05,6.68,2.26,0.0,0.0,1,1
1065,HD34745_HARPS03_3.3.6_Snaky,HD34745,HARPS03,3.3.6,Snaky,YV0,79.954329,2.51361,5991.0,4.31,-0.06,-12.2,30.5,-5.33,0.41,3.33,8.65,7.47,7.05,3.91,0.0,0.0,1,1
1066,HD34745_HARPS03_3.5_Snaky,HD34745,HARPS03,3.5,Snaky,YV0,79.954329,2.51361,5993.0,4.33,-0.06,-8.3,31.61,-5.26,0.392,3.32,8.64,7.47,7.05,3.91,0.0,0.0,1,1
1067,HD35627_SOPHIE_1.0_Snaky,HD35627,SOPHIE,1.0,Snaky,YV0,81.472042,-6.362639,5922.0,4.3,0.01,82.2,89.7,-5.01,0.426,4.1,10.31,8.51,7.99,4.48,0.0,0.0,1,1
1068,HD35850_HARPS03_3.3.6_Snaky,HD35850,HARPS03,3.3.6,Snaky,YV0,81.769847,-11.900963,4936.0,3.5,0.02,,,,,3.36,89.95,80.71,213.32,,0.0,0.0,0,1
1069,HD36003_CORALIE07_3.4_Snaky,HD36003,CORALIE07,3.4,Snaky,YV0,82.108731,-3.499554,3751.0,5.0,0.0,,,,,5.27,8.73,6.92,6.09,0.88,0.0,0.0,1,1
1070,HD36003_HARPS03_3.2.5_Snaky,HD36003,HARPS03,3.2.5,Snaky,YV0,82.108731,-3.499554,4509.0,4.55,-0.15,7.0,3.17,-4.92,0.03,3.31,7.08,5.62,4.96,0.94,0.0,0.0,1,1
1071,HD36003_HARPS03_3.3.6_Snaky,HD36003,HARPS03,3.3.6,Snaky,YV0,82.108731,-3.499554,4509.0,4.55,-0.15,7.0,3.18,-4.92,0.03,3.31,7.08,5.62,4.96,0.77,0.0,0.0,1,1
1072,HD36003_HARPS03_3.5_Snaky,HD36003,HARPS03,3.5,Snaky,YV0,82.108731,-3.499554,4509.0,4.55,-0.15,7.0,3.17,-4.92,0.03,3.3,7.08,5.61,4.95,0.94,0.0,0.0,1,1
1073,HD36003_HARPS15_3.2.5_Snaky,HD36003,HARPS15,3.2.5,Snaky,YV0,82.108731,-3.499554,4509.0,4.55,-0.15,8.8,1.62,-4.9,0.014,3.42,7.14,5.67,5.0,0.78,0.0,0.0,1,1
1074,HD36003_HARPS15_3.3.6_Snaky,HD36003,HARPS15,3.3.6,Snaky,YV0,82.108731,-3.499554,4509.0,4.55,-0.15,8.8,1.62,-4.9,0.014,3.41,7.14,5.67,5.0,0.95,0.0,0.0,1,1
1075,HD36003_HARPS15_3.5_Snaky,HD36003,HARPS15,3.5,Snaky,YV0,82.108731,-3.499554,4522.0,4.53,-0.14,9.3,1.73,-4.9,0.015,3.42,7.15,5.67,4.99,0.95,0.0,0.0,1,1
1076,HD36066_SOPHIE_1.0_Snaky,HD36066,SOPHIE,1.0,Snaky,YV0,83.140333,57.221611,6031.0,4.14,0.1,4.1,17.54,-5.0,0.174,4.16,8.84,7.52,7.09,2.99,0.0,0.0,1,1
1077,HD361_HARPS03_3.3.6_Snaky,HD361,HARPS03,3.3.6,Snaky,YV0,2.068173,-14.824491,5834.0,4.44,-0.16,38.7,6.35,-4.7,0.035,3.16,7.55,6.26,5.95,2.16,0.0,0.0,1,1
1078,HD361_HARPS03_3.5_Snaky,HD361,HARPS03,3.5,Snaky,YV0,2.068173,-14.824491,5834.0,4.44,-0.16,38.4,7.03,-4.7,0.04,3.22,7.54,6.26,5.94,2.15,0.0,0.0,1,1
1079,HD361_HARPS15_3.3.6_Snaky,HD361,HARPS15,3.3.6,Snaky,YV0,2.068173,-14.824491,5834.0,4.44,-0.16,30.1,5.82,-4.74,0.036,3.45,7.56,6.3,5.98,2.26,0.0,0.0,1,1
1080,HD361_HARPS15_3.5_Snaky,HD361,HARPS15,3.5,Snaky,YV0,2.068173,-14.824491,5821.0,4.44,-0.15,29.2,6.1,-4.75,0.038,3.46,7.57,6.3,5.98,2.26,0.0,0.0,1,1
1081,HD3628_SOPHIE_1.0_Snaky,HD3628,SOPHIE,1.0,Snaky,YV0,9.805417,3.133917,5866.0,4.36,-0.06,0.5,50.82,-5.36,0.511,3.98,7.8,6.58,6.24,1.39,0.0,0.0,1,1
1082,HD36379_HARPS03_3.3.6_Snaky,HD36379,HARPS03,3.3.6,Snaky,YV0,82.749752,-10.081084,6074.0,4.22,-0.14,1.6,3.77,-4.97,0.039,3.3,7.73,6.57,6.26,2.35,0.0,0.0,1,1
1083,HD36379_HARPS03_3.5_Snaky,HD36379,HARPS03,3.5,Snaky,YV0,82.749752,-10.081084,6074.0,4.22,-0.14,1.5,3.96,-4.97,0.041,3.29,7.73,6.56,6.25,2.33,0.0,0.0,1,1
1084,HD36379_HARPS15_3.3.6_Snaky,HD36379,HARPS15,3.3.6,Snaky,YV0,82.749752,-10.081084,6074.0,4.22,-0.14,1.3,3.52,-4.97,0.036,3.37,7.77,6.6,6.29,2.46,0.0,0.0,1,1
1085,HD36379_HARPS15_3.5_Snaky,HD36379,HARPS15,3.5,Snaky,YV0,82.749752,-10.081084,6074.0,4.22,-0.14,1.2,4.01,-4.97,0.041,3.37,7.77,6.59,6.28,2.45,0.0,0.0,1,1
1086,HD36379_SOPHIE_1.0_Snaky,HD36379,SOPHIE,1.0,Snaky,YV0,82.749375,-10.080306,5970.0,4.32,-0.15,26.2,47.82,-5.08,0.359,4.25,8.14,6.95,6.62,2.63,0.0,0.0,1,1
1087,HD36395_HARPS03_3.3.6_Snaky,HD36395,HARPS03,3.3.6,Snaky,YV0,82.864149,-3.677229,3614.0,5.0,0.0,,,,,3.29,6.3,5.33,4.73,0.49,0.0,0.0,1,1
1088,HD36395_NEID_1.0_Snaky,HD36395,NEID,1.0,Snaky,YV0,82.867435,-3.686237,3751.0,4.6,-0.12,9.5,0.25,-4.89,0.002,3.14,6.31,5.29,4.64,0.48,0.0,0.0,1,1
1089,HD36395_SOPHIE_1.0_Snaky,HD36395,SOPHIE,1.0,Snaky,YV0,82.864125,-3.677228,3713.0,5.0,0.0,5.8,,-4.93,,4.12,6.99,5.94,5.23,0.49,0.0,0.0,1,1
1090,HD3651_HARPN_3.0.1_Snaky,HD3651,HARPN,3.0.1,Snaky,YV0,9.840856,21.250477,5202.0,4.5,0.1,3.1,2.52,-4.96,0.025,3.1,7.11,5.56,5.09,1.05,0.0,0.0,1,1
1091,HD3651_NEID-HE_1.0_Snaky,HD3651,NEID-HE,1.0,Snaky,YV0,9.838722,21.248884,5204.0,4.5,0.01,4.5,5.64,-4.94,0.054,4.14,7.63,6.09,5.6,0.55,0.0,0.0,1,1
1092,HD3651_NEID_1.0_Snaky,HD3651,NEID,1.0,Snaky,YV0,9.838722,21.248884,5205.0,4.5,0.02,-4.0,5.32,-5.03,0.053,3.16,7.17,5.58,5.11,1.05,0.0,0.0,1,1
1093,HD3651_SOPHIE_1.0_Snaky,HD3651,SOPHIE,1.0,Snaky,YV0,9.840875,21.250472,5191.0,4.51,0.03,4.9,3.88,-4.94,0.036,4.3,7.64,6.15,5.66,0.62,0.0,0.0,1,1
1094,HD3674_SOPHIE_1.0_Snaky,HD3674,SOPHIE,1.0,Snaky,YV0,9.919208,11.532306,6057.0,4.33,0.01,15.2,45.27,-4.89,0.343,3.54,13.89,11.4,10.65,7.23,0.0,0.0,1,1
1095,HD37008_NEID-HE_1.0_Snaky,HD37008,NEID-HE,1.0,Snaky,YV0,84.545621,51.446208,3129.0,5.0,0.0,,,,,4.59,7.21,5.74,5.27,0.33,0.0,1.0,1,1
1096,HD37008_NEID_1.0_Snaky,HD37008,NEID,1.0,Snaky,YV0,84.545621,51.446208,5103.0,4.55,-0.41,-3.3,6.24,-5.02,0.079,3.14,6.67,5.14,4.71,0.37,0.0,0.0,1,1
1097,HD37008_SOPHIE_1.0_Snaky,HD37008,SOPHIE,1.0,Snaky,YV0,84.550417,51.445722,5115.0,4.55,-0.41,3.2,19.8,-4.96,0.284,4.21,7.23,5.78,5.33,0.52,0.0,0.0,1,1
1098,HD37124_SOPHIE_1.0_Snaky,HD37124,SOPHIE,1.0,Snaky,YV0,84.260417,20.730778,5533.0,4.47,-0.43,7.2,13.74,-4.92,0.123,4.1,7.34,6.07,5.76,0.54,0.0,0.0,1,1
1099,HD37393_SOPHIE_1.0_Snaky,HD37393,SOPHIE,1.0,Snaky,YV0,86.623333,74.610139,5690.0,4.44,0.06,6.9,47.7,-4.93,0.428,4.06,7.9,6.55,6.18,1.44,0.0,1.0,1,1
1100,HD3765_HARPN_3.0.1_Snaky,HD3765,HARPN,3.0.1,Snaky,YV0,10.205291,40.187173,4969.0,4.53,0.05,5.1,2.17,-4.93,0.021,3.07,7.13,5.58,5.03,1.04,0.0,0.0,1,1
1101,HD3765_SOPHIE_1.0_Snaky,HD3765,SOPHIE,1.0,Snaky,YV0,10.205,40.187167,4980.0,4.53,0.04,3.2,4.93,-4.95,0.05,4.07,7.67,6.17,5.6,0.75,0.0,0.0,1,1
