,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,ID,WDS_code,hip,Sptype,mv1,mv2,period,ecc,prlx,semi_arcsec,semi_AU,inc,Mdyn,Mph,Msp,M1,M2,origin,bibcode,Ms2,node,T0,omega,sep_arcsec,sep_last,vmag,plx,dist,Ms,Flux_ratio,WDS(code),Ms1,src
2161,HD200968A,Gaia DR3 6885342959337741184,HD200968A,HIP104239,GJ819A,TIC214563192,-,-,J21072-1355A,K1IV,PM*,316.7932,-13.9229,1102,21072-1355,,,7.3,10.0,507.0,0.45,,3.88,,54.0,,,,,,StelleDoppie,ORB6,0.45,335.0,2124.0,350.0,,,7.115,57.524,17.384,0.835,8.32,21072-1355,,5
2162,HD200968A,Gaia DR3 6885342959337741184,HD200968A,HIP104239,GJ819A,TIC214563192,-,-,J21072-1355A,K1IV,PM*,316.7932,-13.9229,1102,21072-1355,HIP104239,,,,690.0,0.15,,,94.0,65.0,,,,1.02,0.72,Qier_An+25,2025ApJS..280...61A,,,,,4.23,,7.115,57.524,17.384,0.835,,21072-1355,,4
2163,HD204236,Gaia DR3 6898265656937739648,HD204236,HIP105947,-,TIC187413972,-,-,J21274-0701AB,F8/G0V,SB*,321.8469,-7.0158,1106,21274-0701,HIP105947,,7.97,9.14,20.65,0.35,,0.17,,50.135000000000005,2.27,2.18,2.01,,,COMPOSITE,,0.87,152.965,2015.78,149.15,0.1,,7.53,15.4907,64.555,1.135,34.04,21274-0701,,1
2164,HD204236,Gaia DR3 6898265656937739648,HD204236,HIP105947,-,TIC187413972,-,-,J21274-0701AB,F8/G0V,SB*,321.8469,-7.0158,1106,21274-0701,HIP105947,,7.97,9.14,20.7,0.35,,,,50.27,,,,,,ORB6,Msn2023,0.87,152.93,2015.76,149.3,,,7.53,15.4907,64.555,1.135,34.04,21274-0701,,4
2165,HD204236,Gaia DR3 6898265656937739648,HD204236,HIP105947,-,TIC187413972,-,-,J21274-0701AB,F8/G0V,SB*,321.8469,-7.0158,1106,21274-0701,HIP105947,F8   G8       ,7.97,9.14,20.3,0.37,17.48,0.17,,,2.27,2.18,2.01,,,Malkov+12,2012A&A...546A..69M,0.87,,,,,,7.53,15.4907,64.555,1.135,34.04,21274-0701,,3
2166,HD204236,Gaia DR3 6898265656937739648,HD204236,HIP105947,-,TIC187413972,-,-,J21274-0701AB,F8/G0V,SB*,321.8469,-7.0158,1106,21274-0701,,,8.0,9.1,20.6,0.35,,0.2,,50.0,,,,,,StelleDoppie,ORB6,0.88,153.0,2015.8,149.0,,,7.53,15.4907,64.555,1.135,36.31,21274-0701,,7
2167,HD204236,Gaia DR3 6898265656937739648,HD204236,HIP105947,-,TIC187413972,-,-,J21274-0701AB,F8/G0V,SB*,321.8469,-7.0158,1106,,HIP105947,F8V+,7.52,,8.8,0.05,,,,,,,,,,Pourbaix+04,2018AJ....156...48T,,,,117.7,0.07,,7.53,15.4907,64.555,1.135,,21274-0701,,5
2168,HD204236,Gaia DR3 6898265656937739648,HD204236,HIP105947,-,TIC187413972,-,-,J21274-0701AB,F8/G0V,SB*,321.8469,-7.0158,1106,,HIP105947,F8V+,7.52,,7576.0,0.36,,,,,,,,,,Pourbaix+04,2018AJ....156...48T,,,,324.4,6.23,,7.53,15.4907,64.555,1.135,,21274-0701,,6
2169,HD204236,Gaia DR3 6898265656937739648,HD204236,HIP105947,-,TIC187413972,-,-,J21274-0701AB,F8/G0V,SB*,321.8469,-7.0158,1106,21274-0701,,,7.53,,20.8,,,0.17,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.53,15.4907,64.555,1.135,,21274-0701,,2
2170,HD204236,Gaia DR3 6898265656937739648,HD204236,HIP105947,-,TIC187413972,-,-,J21274-0701AB,F8/G0V,SB*,321.8469,-7.0158,1106,21274-0701,,F8+G8,7.97,9.14,,,,,,,,,,,,WDS_THE.csv,,0.87,,,,0.1,0.2,7.53,15.4907,64.555,1.135,34.04,21274-0701,,8
2171,HD201099,Gaia DR3 6911186911429095808,HD201099,HIP104294,-,TIC364128662,-,-,J21077-0534A,F7V,PM*,316.9327,-5.5659,1108,21077-0534,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.59,18.89,52.938,0.895,,21077-0534,,2
2172,HD201099,Gaia DR3 6911186911429095808,HD201099,HIP104294,-,TIC364128662,-,-,J21077-0534A,F7V,PM*,316.9327,-5.5659,1108,21077-0534,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,7.59,18.89,52.938,0.895,,21077-0534,,1
2173,HD33185,Gaia DR3 156071694130174720,HD33185,HIP24016,-,TIC69756884,-,-,J05096+2947A,F8V,SB*,77.4321,29.7986,1120,,HIP24016,F8V+,6.67,,1469.5,0.9,,,,,,,,,,Pourbaix+04,2012MNRAS.422...14H,,,,271.6,2.76,,6.68,19.081,52.408,1.405,,05096+2947,,2
2174,HD33185,Gaia DR3 156071694130174720,HD33185,HIP24016,-,TIC69756884,-,-,J05096+2947A,F8V,SB*,77.4321,29.7986,1120,05096+2947,,F8V,7.1,7.9,,,,,,,,,,,,WDS_THE.csv,,1.17,,,,0.1,0.1,6.68,19.081,52.408,1.405,47.86,05096+2947,,3
2175,HD33185,Gaia DR3 156071694130174720,HD33185,HIP24016,-,TIC69756884,-,-,J05096+2947A,F8V,SB*,77.4321,29.7986,1120,05096+2947,,F8V,6.885,7.9,1469.5,0.9,,,,,,,,,,COMPOSITE,,1.17,,,271.6,1.43,0.1,6.68,19.081,52.408,1.405,47.86,05096+2947,,1
2176,HD27673,Gaia DR3 271083015576372096,HD27673,HIP20586,-,TIC470441759,-,-,J04245+5051A,F7V,PM*,66.1366,50.8452,1124,04245+5051,HIP20586,,7.05,10.19,633.6,0.44,,,,120.9,,,,,,ORB6,Ksr2021,0.51,95.9,2586.0,223.6,,,6.91,20.3228,49.206,1.045,5.55,04245+5051,,2
2177,HD27673,Gaia DR3 271083015576372096,HD27673,HIP20586,-,TIC470441759,-,-,J04245+5051A,F7V,PM*,66.1366,50.8452,1124,04245+5051,,F2,7.05,10.19,,,,,,,,,,,,WDS_THE.csv,,0.51,,,,0.7,1.1,6.91,20.3228,49.206,1.045,5.55,04245+5051,,3
2178,HD27673,Gaia DR3 271083015576372096,HD27673,HIP20586,-,TIC470441759,-,-,J04245+5051A,F7V,PM*,66.1366,50.8452,1124,04245+5051,,F2,7.05,10.19,633.6,0.44,,,,120.9,,,,,,COMPOSITE,,0.51,95.9,2586.0,223.6,0.7,1.1,6.91,20.3228,49.206,1.045,5.55,04245+5051,,1
2179,HD8997,Gaia DR3 288781167053300480,HD8997,HIP6917,GJ58.2,TIC381316671,-,-,J01291+2143A,K2.5V,RS*,22.2704,21.7232,1126,,HIP6917,K2V+,7.74,,11.0,0.04,,,,,,,,,,COMPOSITE,,,,,186.0,0.19,,7.735,42.9461,23.285,0.755,,01291+2143,,1
2180,HD8997,Gaia DR3 288781167053300480,HD8997,HIP6917,GJ58.2,TIC381316671,-,-,J01291+2143A,K2.5V,RS*,22.2704,21.7232,1126,,HIP6917,K2V+,7.74,,11.0,0.04,,,,,,,,,,Pourbaix+04,1987Obs...107..194G,,,,186.0,0.19,,7.735,42.9461,23.285,0.755,,01291+2143,,2
2181,HD8997,Gaia DR3 288781167053300480,HD8997,HIP6917,GJ58.2,TIC381316671,-,-,J01291+2143A,K2.5V,RS*,22.2704,21.7232,1126,01291+2143,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.735,42.9461,23.285,0.755,,01291+2143,,5
2182,HD8997,Gaia DR3 288781167053300480,HD8997,HIP6917,GJ58.2,TIC381316671,-,-,J01291+2143A,K2.5V,RS*,22.2704,21.7232,1126,,HIP6917,K2V+,7.74,,11.0,0.04,,,,,,,,,,Pourbaix+04,2018A&A...619A..81H,,,,192.86,0.19,,7.735,42.9461,23.285,0.755,,01291+2143,,3
2183,HD8997,Gaia DR3 288781167053300480,HD8997,HIP6917,GJ58.2,TIC381316671,-,-,J01291+2143A,K2.5V,RS*,22.2704,21.7232,1126,,HIP6917,K2V+,7.74,,11.0,0.04,,,,,,,,,,Pourbaix+04,1988JRASC..82..274S,,,,180.3,0.19,,7.735,42.9461,23.285,0.755,,01291+2143,,4
2184,HD8673A,Gaia DR3 317350357498173312,HD8673A,HIP6702,-,TIC80535228,-,-,J01262+3435A,F7V,PM*,21.5366,34.5797,1129,01262+3435,,F7V+M2V,6.4,13.0,,,,,,,,,,,,WDS_THE.csv,,0.29,,,,0.3,0.3,6.331,26.2036,38.163,1.305,0.23,01262+3435,,2
2185,HD8673A,Gaia DR3 317350357498173312,HD8673A,HIP6702,-,TIC80535228,-,-,J01262+3435A,F7V,PM*,21.5366,34.5797,1129,01262+3435,,F7V+M2V,6.4,13.0,,,,,,,,,,,,COMPOSITE,,0.29,,,,0.3,0.3,6.331,26.2036,38.163,1.305,0.23,01262+3435,,1
2186,HD13151,Gaia DR3 345579051527949568,HD13151,HIP10079,-,TIC292467249,-,-,J02096+4251A,F5,PM*,32.4098,42.8581,1130,02096+4251,,F5,8.45,15.0,,,,,,,,,,,,COMPOSITE,,0.24,,,,7.9,7.9,7.336,18.4368,54.239,1.105,0.24,02096+4251,,1
2187,HD13151,Gaia DR3 345579051527949568,HD13151,HIP10079,-,TIC292467249,-,-,J02096+4251A,F5,PM*,32.4098,42.8581,1130,02096+4251,,F5,8.45,15.0,,,,,,,,,,,,WDS_THE.csv,,0.24,,,,7.9,7.9,7.336,18.4368,54.239,1.105,0.24,02096+4251,,2
2188,HD1326,Gaia DR3 385334230892516480,HD1326,HIP1475,GJ15A,TIC440109725,-,-,J00184+4401A,M2V,PM*,4.5954,44.023,1134,00184+4401,,M2V,8.31,,,,,,,,,,,,,WDS_THE.csv,,,,,,6.4,6.4,8.09,280.7068,3.562,0.475,,00184+4401,,6
2189,HD1326,Gaia DR3 385334230892516480,HD1326,HIP1475,GJ15A,TIC440109725,-,-,J00184+4401A,M2V,PM*,4.5954,44.023,1134,00184+4401,HIP1475,,,,1420.0,0.59,,,105.0,25.0,,,,0.4,0.17,Qier_An+25,2025ApJS..280...61A,,,,,27.67,,8.09,280.7068,3.562,0.475,,00184+4401,,5
2190,HD1326,Gaia DR3 385334230892516480,HD1326,HIP1475,GJ15A,TIC440109725,-,-,J00184+4401A,M2V,PM*,4.5954,44.023,1134,00184+4401,HIP1475,,8.31,11.36,2600.0,0.0,,,,61.4,,,,,,ORB6,Lip1972,0.24,45.3,,0.0,,,8.09,280.7068,3.562,0.475,6.03,00184+4401,,4
2191,HD1326,Gaia DR3 385334230892516480,HD1326,HIP1475,GJ15A,TIC440109725,-,-,J00184+4401A,M2V,PM*,4.5954,44.023,1134,00184+4401,,,8.09,,2600.0,,,41.15,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,8.09,280.7068,3.562,0.475,,00184+4401,,2
2192,HD1326,Gaia DR3 385334230892516480,HD1326,HIP1475,GJ15A,TIC440109725,-,-,J00184+4401A,M2V,PM*,4.5954,44.023,1134,00184+4401,HIP1475,M2V  M6V      ,8.31,11.36,2600.0,0.0,278.76,41.15,,,,,,,,Malkov+12,2012A&A...546A..69M,0.24,,,,,,8.09,280.7068,3.562,0.475,6.03,00184+4401,,3
2193,HD1326,Gaia DR3 385334230892516480,HD1326,HIP1475,GJ15A,TIC440109725,-,-,J00184+4401A,M2V,PM*,4.5954,44.023,1134,00184+4401,,M2V,8.31,11.36,2600.0,0.0,,41.15,105.0,43.2,,,,0.4,0.17,COMPOSITE,,0.24,45.3,,0.0,7.5,6.4,8.09,280.7068,3.562,0.475,,00184+4401,,1
2194,HD1326,Gaia DR3 385334230892516480,HD1326,HIP1475,GJ15A,TIC440109725,-,-,J00184+4401A,M2V,PM*,4.5954,44.023,1134,00184+4401,,M3.5,8.31,,,,,,,,,,,,,WDS_THE.csv,,,,,,7.5,7.5,8.09,280.7068,3.562,0.475,,00184+4401,,7
2195,HD225291A,Gaia DR3 386648181647057152,HD225291A,-,-,-,-,-,J00049+4540A,F6V,PM*,1.2397,45.6738,1135,00049+4540,,F8IV-V,7.64,9.39,,,,,,,,,,,,COMPOSITE,,0.79,,,,3.9,3.9,7.47,13.6393,73.318,1.175,19.95,00049+4540,,1
2196,HD225291A,Gaia DR3 386648181647057152,HD225291A,-,-,-,-,-,J00049+4540A,F6V,PM*,1.2397,45.6738,1135,00049+4540,,F8IV-V,7.64,9.39,,,,,,,,,,,,WDS_THE.csv,,0.79,,,,3.9,3.9,7.47,13.6393,73.318,1.175,19.95,00049+4540,,2
2197,HD15407A,Gaia DR3 457326850673147264,HD15407A,HIP11696,-,TIC372121208,-,-,J02308+5533A,F5V,PM*,37.7111,55.5484,1138,02308+5533,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,6.967,20.2679,49.339,0.105,,02308+5533,,1
2198,HD15407A,Gaia DR3 457326850673147264,HD15407A,HIP11696,-,TIC372121208,-,-,J02308+5533A,F5V,PM*,37.7111,55.5484,1138,02308+5533,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.967,20.2679,49.339,0.105,,02308+5533,,2
2199,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,HIP11569,A5pSr         ,4.63,8.18,52.0,0.4,24.55,0.7,,125.58500000000001,,,,,,COMPOSITE,,0.055,182.01,1993.24,220.38,1.5,,6.869,21.0325,47.545,0.105,2.88,02291+6724,,1
2200,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,HIP11569,A5pSr         ,4.63,8.48,47.1,0.63,24.55,0.42,,,,,,,,Malkov+12,2012A&A...546A..69M,0.04,,,,,,6.869,21.0325,47.545,0.105,2.88,02291+6724,,4
2201,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,HIP11569,A5pSr         ,4.63,8.48,52.0,0.3,24.55,0.7,,,,,,,,Malkov+12,2012A&A...546A..69M,0.04,,,,,,6.869,21.0325,47.545,0.105,2.88,02291+6724,,5
2202,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,HIP11569,A5pSr         ,4.63,6.92,870.0,0.4,24.55,2.48,,,,,,,,Malkov+12,2012A&A...546A..69M,0.06,,,,,,6.869,21.0325,47.545,0.105,12.13,02291+6724,,6
2203,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,HIP11569,A5pSr         ,4.63,8.48,49.6,0.0,24.55,0.11,,,,,,,,Malkov+12,2012A&A...546A..69M,0.04,,,,,,6.869,21.0325,47.545,0.105,2.88,02291+6724,,7
2204,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,,F5V,6.92,9.05,,,,,,,,,,,,WDS_THE.csv,,0.06,,,,8.5,8.5,6.869,21.0325,47.545,0.105,14.06,02291+6724,,11
2205,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,,,4.46,,2400.0,,,6.5,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.869,21.0325,47.545,0.105,,02291+6724,,2
2206,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,HIP11569,A5pSr         ,4.63,6.92,620.0,0.75,24.55,2.88,,,,,,,,Malkov+12,2012A&A...546A..69M,0.06,,,,,,6.869,21.0325,47.545,0.105,12.13,02291+6724,,8
2207,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,,A4V,4.63,9.05,,,,,,,,,,,,WDS_THE.csv,,0.04,,,,6.9,6.9,6.869,21.0325,47.545,0.105,1.71,02291+6724,,12
2208,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,,A4V+F9V,4.66,7.88,,,,,,,,,,,,WDS_THE.csv,,0.05,,,,0.5,0.6,6.869,21.0325,47.545,0.105,5.15,02291+6724,,13
2209,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,HIP11569,,4.63,8.48,47.6,0.63,,,,148.27,,,,,,ORB6,Izm2019,0.04,176.02,1993.24,327.46,,,6.869,21.0325,47.545,0.105,2.88,02291+6724,,9
2210,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,,A4V+F5V,4.66,6.92,,,,,,,,,,,,WDS_THE.csv,,0.06,,,,1.5,3.0,6.869,21.0325,47.545,0.105,12.47,02291+6724,,14
2211,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,HIP11569,,4.63,6.92,2400.0,0.4,,,,102.9,,,,,,ORB6,Tok2021b,0.06,188.0,,113.3,,,6.869,21.0325,47.545,0.105,12.13,02291+6724,,10
2212,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,,,4.46,,47.6,,,0.42,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.869,21.0325,47.545,0.105,,02291+6724,,3
2213,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,1142,02291+6724,,K3,4.5,6.1,,,,,,,,,,,,WDS_THE.csv,,0.07,,,,0.2,0.2,6.869,21.0325,47.545,0.105,22.91,02291+6724,,15
2214,HD8730,Gaia DR3 535625307063146112,HD8730,HIP6914,-,TIC422750471,-,-,J01290+7412A,G5,PM*,22.2588,74.2051,1143,01290+7412,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.24,16.5304,60.495,1.115,,01290+7412,,2
2215,HD8730,Gaia DR3 535625307063146112,HD8730,HIP6914,-,TIC422750471,-,-,J01290+7412A,G5,PM*,22.2588,74.2051,1143,01290+7412,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,7.24,16.5304,60.495,1.115,,01290+7412,,1
2216,HD20507,Gaia DR3 544779462917920256,HD20507,HIP15843,-,TIC137326629,-,-,-,F5,SB*,51.0187,74.171,1145,,HIP15843,+,6.93,,26.8,0.13,,,,,,,,,,Pourbaix+04,2006RoAJ...16....3I,,,,273.5,0.18,,6.932,18.5836,53.811,1.275,,-,,2
2217,HD20507,Gaia DR3 544779462917920256,HD20507,HIP15843,-,TIC137326629,-,-,-,F5,SB*,51.0187,74.171,1145,,HIP15843,+,6.93,,26.8,0.14,,,,,,,,,,Pourbaix+04,2002AJ....124.1144L,,,,272.3,0.18,,6.932,18.5836,53.811,1.275,,-,,3
2218,HD20507,Gaia DR3 544779462917920256,HD20507,HIP15843,-,TIC137326629,-,-,-,F5,SB*,51.0187,74.171,1145,,HIP15843,+,6.93,,26.8,0.135,,,,,,,,,,COMPOSITE,,,,,272.9,0.18,,6.932,18.5836,53.811,1.275,,-,,1
2219,HD83509,Gaia DR3 617557340149197056,HD83509,HIP47388,-,TIC386865278,-,-,-,F7V,SB*,144.8218,13.3126,1154,,HIP47388,F7V+,7.03,,25.7,0.62,,,,,,,,,,COMPOSITE,,,,,155.29,0.15,,7.036,16.5384,60.465,1.035,,-,,1
2220,HD83509,Gaia DR3 617557340149197056,HD83509,HIP47388,-,TIC386865278,-,-,-,F7V,SB*,144.8218,13.3126,1154,,HIP47388,F7V+,7.03,,25.7,0.62,,,,,,,,,,Pourbaix+04,2003Obs...123..286G,,,,155.29,0.15,,7.036,16.5384,60.465,1.035,,-,,2
2221,HD68615A,Gaia DR3 648861707505022464,HD68615A,-,-,-,-,-,J08136+1051A,-,PM*,123.3925,10.8472,1156,08136+1051,,F7V,7.37,9.61,,,,,,,,,,,,WDS_THE.csv,,0.62,,,,2.4,2.7,7.17,14.0827,71.009,1.045,12.71,08136+1051,,2
2222,HD68615A,Gaia DR3 648861707505022464,HD68615A,-,-,-,-,-,J08136+1051A,-,PM*,123.3925,10.8472,1156,08136+1051,,F7V,7.37,9.61,,,,,,,,,,,,COMPOSITE,,0.62,,,,2.4,2.7,7.17,14.0827,71.009,1.045,12.71,08136+1051,,1
2223,HD78175B,Gaia DR3 687102859356501248,HD78175B,-,-,TIC243245935,-,-,J09074+2259B,F5V,PM*,136.8614,22.9789,1160,09074+2259,,F4V+F5V,6.92,7.13,,,,,,,,,,,,WDS_THE.csv,,1.18,,,,7.5,7.5,6.417,16.0631,62.254,1.235,82.41,09074+2259,,2
2224,HD78175B,Gaia DR3 687102859356501248,HD78175B,-,-,TIC243245935,-,-,J09074+2259B,F5V,PM*,136.8614,22.9789,1160,09074+2259,,F4V+F5V,6.92,7.13,,,,,,,,,,,,COMPOSITE,,1.18,,,,7.5,7.5,6.417,16.0631,62.254,1.235,82.41,09074+2259,,1
2225,HD83698A,Gaia DR3 800779854724018816,HD83698A,-,-,-,-,-,J09414+3857A,-,PM*,145.3414,38.9502,1167,09414+3857,,G3IV,7.28,8.65,1815.7,0.85,,10.415,,79.86,,,,,,COMPOSITE,,0.76,75.03,1709.81,106.22999999999999,2.7,2.7,6.927,19.3248,51.747,1.045,28.31,09414+3857,,1
2226,HD83698A,Gaia DR3 800779854724018816,HD83698A,-,-,-,-,-,J09414+3857A,-,PM*,145.3414,38.9502,1167,09414+3857,,,7.3,8.7,1815.0,0.85,,10.4,,80.0,,,,,,StelleDoppie,ORB6,0.76,75.0,1710.0,106.0,,,6.927,19.3248,51.747,1.045,27.54,09414+3857,,4
2227,HD83698A,Gaia DR3 800779854724018816,HD83698A,-,-,-,-,-,J09414+3857A,-,PM*,145.3414,38.9502,1167,09414+3857,,,6.91,,1815.7,,,10.43,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.927,19.3248,51.747,1.045,,09414+3857,,2
2228,HD83698A,Gaia DR3 800779854724018816,HD83698A,-,-,-,-,-,J09414+3857A,-,PM*,145.3414,38.9502,1167,09414+3857,HIP47527,,7.28,8.65,1815.7,0.85,,,,79.72,,,,,,ORB6,Izm2019,0.76,75.06,1709.62,106.46,,,6.927,19.3248,51.747,1.045,28.31,09414+3857,,3
2229,HD83698A,Gaia DR3 800779854724018816,HD83698A,-,-,-,-,-,J09414+3857A,-,PM*,145.3414,38.9502,1167,09414+3857,,G3IV,7.28,8.65,,,,,,,,,,,,WDS_THE.csv,,0.76,,,,2.7,2.7,6.927,19.3248,51.747,1.045,28.31,09414+3857,,5
2230,38LynB,Gaia DR3 810952158347151488,HD80081B,-,-,-,-,38LynB,"J09188+3648Ba,Bb",A4V,**,139.7104,36.8021,1170,09188+3648,,,3.82,,2782.9,,,6.45,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.149,24.3529,41.063,0.885,,09188+3648,,2
2231,38LynB,Gaia DR3 810952158347151488,HD80081B,-,-,-,-,38LynB,"J09188+3648Ba,Bb",A4V,**,139.7104,36.8021,1170,09188+3648,,A1V,3.92,6.09,,,,,,,,,,,,WDS_THE.csv,,0.54,,,,2.5,2.5,6.149,24.3529,41.063,0.885,13.55,09188+3648,,5
2232,38LynB,Gaia DR3 810952158347151488,HD80081B,-,-,-,-,38LynB,"J09188+3648Ba,Bb",A4V,**,139.7104,36.8021,1170,09188+3648,HIP45688,,3.92,6.09,2782.9,0.77,,,,104.32,,,,,,ORB6,Izm2019,0.54,87.3,1545.7,107.28,,,6.149,24.3529,41.063,0.885,13.55,09188+3648,,3
2233,38LynB,Gaia DR3 810952158347151488,HD80081B,-,-,-,-,38LynB,"J09188+3648Ba,Bb",A4V,**,139.7104,36.8021,1170,09188+3648,,A4V,3.92,6.09,2782.9,0.77,,6.475,,104.16,,,,,,COMPOSITE,,0.54,87.15,1545.35,107.14,1.3,0.2,6.149,24.3529,41.063,0.885,,09188+3648,,1
2234,38LynB,Gaia DR3 810952158347151488,HD80081B,-,-,-,-,38LynB,"J09188+3648Ba,Bb",A4V,**,139.7104,36.8021,1170,09188+3648,,,3.9,6.1,2782.0,0.77,,6.5,,104.0,,,,,,StelleDoppie,ORB6,0.53,87.0,1545.0,107.0,,,6.149,24.3529,41.063,0.885,13.18,09188+3648,,4
2235,38LynB,Gaia DR3 810952158347151488,HD80081B,-,-,-,-,38LynB,"J09188+3648Ba,Bb",A4V,**,139.7104,36.8021,1170,09188+3648,,A4V,6.09,,,,,,,,,,,,,WDS_THE.csv,,,,,,0.1,0.2,6.149,24.3529,41.063,0.885,,09188+3648,,6
2236,HD80441A,Gaia DR3 811174736439695232,HD80441A,-,-,-,-,-,J09210+3811A,F3Vs,PM*,140.2474,38.1882,1171,09210+3811,,,6.72,7.08,381.5,0.25,,1.4300000000000002,,29.8,2.01,2.59,2.58,,,COMPOSITE,,1.23,164.4,2001.4,120.4,1.2,,6.614,19.9768,50.058,1.335,,09210+3811,,1
2237,HD80441A,Gaia DR3 811174736439695232,HD80441A,-,-,-,-,-,J09210+3811A,F3Vs,PM*,140.2474,38.1882,1171,09210+3811,,,6.12,,303.3,,,1.34,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.614,19.9768,50.058,1.335,,09210+3811,,2
2238,HD80441A,Gaia DR3 811174736439695232,HD80441A,-,-,-,-,-,J09210+3811A,F3Vs,PM*,140.2474,38.1882,1171,09210+3811,HIP45858,F2V  F4V      ,6.72,7.08,303.3,0.25,23.44,1.34,,,2.01,2.59,2.58,,,Malkov+12,2012A&A...546A..69M,1.23,,,,,,6.614,19.9768,50.058,1.335,71.78,09210+3811,,3
2239,HD80441A,Gaia DR3 811174736439695232,HD80441A,-,-,-,-,-,J09210+3811A,F3Vs,PM*,140.2474,38.1882,1171,09210+3811,HIP45858,F2V  F4V      ,6.72,7.08,444.3,0.25,23.44,1.62,,,2.01,2.59,2.58,,,Malkov+12,2012A&A...546A..69M,1.23,,,,,,6.614,19.9768,50.058,1.335,71.78,09210+3811,,4
2240,HD80441A,Gaia DR3 811174736439695232,HD80441A,-,-,-,-,-,J09210+3811A,F3Vs,PM*,140.2474,38.1882,1171,09210+3811,HIP45858,F2V  F4V      ,6.72,7.08,389.1,0.29,23.44,1.52,,,2.01,2.59,2.58,,,Malkov+12,2012A&A...546A..69M,1.23,,,,,,6.614,19.9768,50.058,1.335,71.78,09210+3811,,5
