,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,plx,distance,pmra,pmdec,gmag,bp_rp,bmag,vmag,rv_sys,season_length_1.5,eff_nights_1.5,eff_airmass_mean_1.5,eff_seeing_1.5,tyr_rise_1.5,tyr_set_1.5,season_length_1.75,eff_nights_1.75,eff_airmass_mean_1.75,eff_seeing_1.75,tyr_rise_1.75,tyr_set_1.75,SG_NGT_Jan,SG_NGT_Feb,SG_NGT_Mar,SG_NGT_Apr,SG_NGT_May,SG_NGT_Jun,SG_NGT_Jul,SG_NGT_Aug,SG_NGT_Sep,SG_NGT_Oct,SG_NGT_Nov,SG_NGT_Dec
709,HD62883,Gaia DR3 3043435098923887616,HD62883,HIP37879,-,TIC31838435,-,-,-,F5V,*,116.4622,-7.5297,17.3399,57.67,-12.883,-42.224,7.347372,0.674298,7.963,7.46,27.75,203.0,138.0,1.2545,1.1369,2025.754795,2026.313699,221.0,152.0,1.2779,1.1278,2025.730137,2026.338356,5.7,5.7,4.676,2.374,0.326,0.0,0.0,0.0,0.24,2.182,4.53,5.7
710,HD57863,Gaia DR3 3047573351458757760,HD57863,HIP35775,-,TIC187571246,-,-,-,F7V,PM*,110.7006,-9.632,16.17,61.843,-36.894,-87.362,7.239003,0.706457,7.916,7.37,,199.0,134.0,1.2868,1.1587,2025.746575,2026.294521,217.0,148.0,1.3079,1.1476,2025.721918,2026.319178,5.433,5.42,4.051,1.74,0.082,0.0,0.0,0.0,0.436,2.548,4.804,5.433
711,HD57517,Gaia DR3 3048519339470667520,HD57517,HIP35642,-,TIC319280528,-,-,-,G1V,PM*,110.32,-8.8778,30.243,33.066,23.419,-157.793,6.422416,0.703568,0.0,6.519,-2.37,201.0,136.0,1.2752,1.15,2025.743836,2026.29726,219.0,150.0,1.2975,1.1397,2025.719178,2026.321918,5.567,5.545,4.117,1.807,0.1,0.0,0.0,0.0,0.478,2.615,4.888,5.567
712,HD50639,Gaia DR3 3050309864100076544,HD50639,HIP33109,-,TIC123838254,-,-,-,F8.5V,PM*,103.4368,-9.5155,25.7464,38.84,-68.858,-31.189,6.922631,0.708052,7.588,7.058,-4.26,200.0,135.0,1.2854,1.1549,2025.727397,2026.278082,218.0,149.0,1.3069,1.1437,2025.70274,2026.30274,5.417,5.296,3.551,1.24,0.004,0.0,0.0,0.0,0.783,3.032,5.095,5.417
713,HD59984,Gaia DR3 3053492881541641600,HD59984,HIP36640,GJ3449,TIC6677245,-,-,J07321-0853A,G0VFe-1.6CH-,PM*,113.024,-8.8813,34.8832,28.667,-91.986,-167.789,5.776708,0.736619,6.432,5.935,55.35,201.0,136.0,1.2753,1.1503,2025.749315,2026.30274,219.0,150.0,1.2976,1.1402,2025.724658,2026.327397,5.567,5.545,4.117,1.807,0.1,0.0,0.0,0.0,0.478,2.615,4.888,5.567
714,HD61383,Gaia DR3 3056203899255907328,HD61383,HIP37233,-,TIC65953626,-,-,-,G3V,PM*,114.7139,-5.4655,18.8219,53.13,226.754,-126.88,7.424957,0.807514,8.182,7.58,53.1,208.0,142.0,1.2275,1.1161,2025.743836,2026.316438,224.0,154.0,1.2501,1.1093,2025.721918,2026.338356,6.05,5.982,4.367,2.057,0.183,0.0,0.0,0.0,0.639,2.848,5.171,6.05
715,HD61606,Gaia DR3 3057712223051571200,HD61606,HIP37349,GJ282+GJ282A,TIC66100263,-,-,J07400-0336A,K3V,BY*,114.9972,-3.5975,71.0323,14.078,70.078,-278.117,6.889849,1.149225,8.162,7.185,-18.35,211.0,144.0,1.2044,1.1001,2025.741096,2026.321918,227.0,157.0,1.2284,1.0944,2025.719178,2026.343836,6.167,6.081,4.417,2.107,0.203,0.0,0.0,0.0,0.69,2.915,5.244,6.167
716,HD60779,Gaia DR3 3060787930730737920,HD60779,HIP36976,GJ9237,TIC65672998,-,-,-,G1V,PM*,114.006,-3.1518,28.221,35.435,-278.833,111.645,7.022779,0.735582,7.715,7.163,129.75,211.0,144.0,1.1984,1.0967,2025.738356,2026.319178,228.0,157.0,1.2238,1.0905,2025.713699,2026.341096,6.267,6.167,4.467,2.157,0.223,0.0,0.0,0.0,0.729,2.965,5.3,6.267
717,HD58556,Gaia DR3 3061562747131020416,HD58556,HIP36071,-,TIC64408446,-,-,-,G1V,*,111.4884,-2.2485,29.5539,33.836,-14.949,-47.469,6.856641,0.715368,7.539,6.992,10.84,214.0,146.0,1.1899,1.0882,2025.727397,2026.316438,229.0,158.0,1.2137,1.0836,2025.708219,2026.338356,6.367,6.251,4.517,2.207,0.245,0.0,0.0,0.0,0.769,3.015,5.355,6.367
718,HD71479,Gaia DR3 3065191272937568896,HD71479,HIP41479,-,TIC169108295,-,-,-,G2/3V,PM*,126.8964,-5.1486,24.5418,40.747,-124.94,-80.693,7.042251,0.761108,7.754,7.182,60.22,208.0,144.0,1.2233,1.1135,2025.773973,2026.346575,225.0,157.0,1.2479,1.1074,2025.749315,2026.368493,6.05,6.05,5.296,3.04,0.76,0.0,0.0,0.0,0.118,1.865,4.213,5.948
719,HD72528,Gaia DR3 3065324485643480320,HD72528,HIP41968,-,TIC121232944,-,-,-,F8/G0V,PM*,128.3233,-5.3279,19.956,50.11,68.286,-42.093,7.209108,0.684188,7.787,7.34,14.38,208.0,144.0,1.2258,1.1148,2025.776712,2026.349315,224.0,156.0,1.249,1.109,2025.754795,2026.371233,6.05,6.05,5.296,3.04,0.76,0.0,0.0,0.0,0.118,1.865,4.213,5.948
720,HD69965,Gaia DR3 3065896266049916672,HD69965,HIP40765,-,TIC178645961,-,-,-,G1V,*,124.8129,-5.6195,27.2638,36.679,-1.042,40.406,7.294792,0.752863,8.009,7.43,31.6,206.0,142.0,1.228,1.1187,2025.771233,2026.338356,224.0,156.0,1.2532,1.1115,2025.746575,2026.363014,5.933,5.933,5.231,2.99,0.721,0.0,0.0,0.0,0.097,1.798,4.147,5.846
721,1Hya,Gaia DR3 3066710282611675776,HD70958,HIP41211,GJ306,TIC168975758,-,1Hya,"J08246-0345Aa,Ab",F6V,SB*,126.1459,-3.7512,36.9674,27.051,-212.044,-25.969,5.468879,0.648508,6.06,5.614,96.87,210.0,145.0,1.2056,1.1018,2025.768493,2026.346575,226.0,158.0,1.2294,1.0965,2025.746575,2026.368493,6.167,6.167,5.372,3.107,0.814,0.0,0.0,0.0,0.134,1.915,4.263,6.045
722,HD69582,Gaia DR3 3069481979626615552,HD69582,-,-,TIC178587576,-,-,-,G5/6V,SB*,124.3734,-3.1076,30.9768,32.282,59.35,-10.298,7.411617,0.860843,0.0,7.546,-4.37,211.0,145.0,1.1981,1.0966,2025.763014,2026.343836,227.0,158.0,1.2222,1.0916,2025.741096,2026.365753,6.267,6.267,5.432,3.157,0.855,0.0,0.0,0.0,0.152,1.965,4.313,6.128
723,HD72659,Gaia DR3 3073443760538892032,HD72659,HIP42030,-,TIC121284864,-,-,-,G2V,PM*,128.5133,-1.5682,19.2582,51.926,-112.313,-96.386,7.326028,0.76684,8.076,7.46,-18.08,214.0,148.0,1.1821,1.0842,2025.768493,2026.357534,230.0,161.0,1.2078,1.0805,2025.746575,2026.379452,6.367,6.367,5.49,3.207,0.897,0.0,0.0,0.0,0.17,2.015,4.363,6.211
724,HD72760,Gaia DR3 3073562610873679872,HD72760,HIP42074,GJ3507,TIC121286109,-,-,J08345-0044A,K0V,PM*,128.6319,-0.7261,47.258,21.16,-195.576,18.236,7.111849,0.974971,8.135,7.32,35.15,215.0,149.0,1.1733,1.0782,2025.768493,2026.360274,230.0,161.0,1.1971,1.0748,2025.746575,2026.379452,6.467,6.467,5.546,3.257,0.941,0.0,0.0,0.0,0.19,2.065,4.413,6.292
725,HD70923,Gaia DR3 3076296890133768448,HD70923,HIP41209,-,TIC168942250,-,-,J08246-0109AB,G1V,**,126.1386,-1.1484,24.2314,41.269,86.228,-184.256,6.941814,0.740564,7.664,7.081,10.31,214.0,148.0,1.1769,1.0815,2025.763014,2026.352055,230.0,161.0,1.2024,1.0777,2025.741096,2026.373973,6.467,6.467,5.546,3.257,0.941,0.0,0.0,0.0,0.19,2.065,4.413,6.292
726,HD70110,Gaia DR3 3077104721942993920,HD70110,HIP40858,GJ2067,TIC178650755,-,-,-,G0V,PM*,125.0542,-0.9093,26.2616,38.078,39.483,-86.245,6.034646,0.763054,6.764,6.181,9.2,214.0,148.0,1.174,1.08,2025.760274,2026.349315,230.0,161.0,1.1994,1.0761,2025.738356,2026.371233,6.467,6.467,5.546,3.257,0.941,0.0,0.0,0.0,0.19,2.065,4.413,6.292
727,HD71431,Gaia DR3 3077716870745485056,HD71431,HIP41471,-,TIC265044655,-,-,-,G1V,SB*,126.8814,0.8284,16.4245,60.885,108.881,31.82,7.422096,0.774475,8.175,7.57,12.85,217.0,150.0,1.1579,1.0678,2025.760274,2026.357534,233.0,163.0,1.1847,1.065,2025.738356,2026.379452,6.667,6.667,5.657,3.357,1.03,0.0,0.0,0.0,0.233,2.165,4.513,6.452
728,HD71640,Gaia DR3 3077874483161655552,HD71640,HIP41573,-,TIC265075778,-,-,-,F6V,*,127.1502,1.2476,22.121,45.206,-36.47,-25.59,7.276327,0.701789,7.912,7.4,43.39,218.0,151.0,1.1547,1.0649,2025.760274,2026.360274,233.0,163.0,1.1798,1.0623,2025.738356,2026.379452,6.667,6.667,5.657,3.357,1.03,0.0,0.0,0.0,0.233,2.165,4.513,6.452
729,HD64606,Gaia DR3 3082317193037072256,HD64606,HIP38625,GJ292.2+GJ9245,TIC123089572,-,-,J07546-0125A,K0V,SB*,118.6424,-1.4123,50.7142,19.718,-251.957,-56.451,7.245994,0.965907,8.16,7.43,108.26,215.0,148.0,1.1811,1.0829,2025.743836,2026.335616,230.0,159.0,1.205,1.0788,2025.721918,2026.354795,6.467,6.452,5.067,2.757,0.554,0.0,0.0,0.0,0.446,2.565,4.913,6.431
730,HD52265,Gaia DR3 3101382419728401408,HD52265,HIP33719,-,TIC268565917,-,-,-,G0V,PM*,105.0752,-5.3672,33.425,29.918,-116.513,80.633,6.16311,0.717264,6.845,6.294,53.92,208.0,141.0,1.2257,1.1135,2025.721918,2026.294521,225.0,154.0,1.2498,1.1056,2025.69726,2026.316438,6.05,5.803,3.867,1.557,0.042,0.0,0.0,0.0,1.067,3.348,5.545,6.05
731,HD50281A,Gaia DR3 3101923001490347392,HD50281A,HIP32984,GJ250A,TIC282210766,-,-,J06523-0510A,K3.5V,PM*,103.0752,-5.1737,114.3547,8.745,-543.69,-3.515,6.231057,1.276912,7.669,6.58,-7.2,208.0,141.0,1.2228,1.1113,2025.716438,2026.289041,225.0,154.0,1.2467,1.1031,2025.691781,2026.310959,6.05,5.803,3.867,1.557,0.042,0.0,0.0,0.0,1.067,3.348,5.545,6.05
732,HD49503A,Gaia DR3 3102372804823185920,HD49503A,HIP32644,-,TIC36346568,-,-,J06486-0405A,F5/6V,PM*,102.149,-4.0759,20.659,48.405,-48.903,-81.074,7.192831,0.651342,7.79,7.02,-5.28,210.0,142.0,1.2093,1.1011,2025.710959,2026.289041,226.0,155.0,1.2324,1.094,2025.689041,2026.310959,6.167,5.887,3.917,1.607,0.051,0.0,0.0,0.001,1.132,3.415,5.63,6.167
733,HD46871,Gaia DR3 3106739102936308224,HD46871,HIP31480,-,TIC52552168,-,-,-,G0V,PM*,98.8993,-2.243,15.606,64.078,121.994,-130.13,7.388826,0.725434,8.057,7.51,19.84,214.0,145.0,1.1894,1.0841,2025.69726,2026.286301,230.0,158.0,1.2146,1.0781,2025.675342,2026.308219,6.367,5.709,3.517,1.207,0.002,0.0,0.0,0.089,1.732,4.015,6.062,6.367
734,HD56303,Gaia DR3 3111942885310862848,HD56303,HIP35209,-,TIC284620820,-,-,-,G2V,PM*,109.1518,1.8788,24.0119,41.646,58.288,-116.392,7.20335,0.759305,7.902,7.34,8.3,220.0,150.0,1.1498,1.0589,2025.713699,2026.319178,234.0,162.0,1.1737,1.0556,2025.694521,2026.338356,6.767,6.578,4.717,2.407,0.343,0.0,0.0,0.0,0.942,3.215,5.563,6.766
735,HD51219,Gaia DR3 3113909602378333056,HD51219,HIP33382,-,TIC301780349,-,-,-,G8V,PM*,104.1424,1.1621,31.7697,31.477,-8.852,-577.55,7.23163,0.859973,8.115,7.41,-8.12,219.0,149.0,1.1559,1.0619,2025.70274,2026.305479,234.0,161.0,1.1815,1.0582,2025.683562,2026.327397,6.667,6.249,4.167,1.857,0.115,0.0,0.0,0.02,1.382,3.665,5.95,6.667
736,HD45067,Gaia DR3 3118434397663311360,HD45067,HIP30545,-,TIC42334982,-,-,-,F9V,PM*,96.3189,-0.9459,30.4103,32.884,239.051,-218.35,5.735034,0.734825,6.414,5.881,47.55,216.0,147.0,1.1758,1.0732,2025.689041,2026.283562,231.0,159.0,1.1998,1.0674,2025.667123,2026.30274,6.483,5.786,3.584,1.274,0.006,0.0,0.0,0.103,1.782,4.065,6.145,6.483
737,HD44420,Gaia DR3 3118688251708604928,HD44420,HIP30243,-,TIC251216282,-,-,-,G6V,PM*,95.4314,-0.5391,23.2576,42.997,-2.579,-156.48,7.471272,0.823572,8.307,7.63,-0.23,216.0,147.0,1.171,1.0699,2025.686301,2026.280822,232.0,159.0,1.1967,1.0643,2025.664384,2026.30274,6.483,5.786,3.584,1.274,0.006,0.0,0.0,0.103,1.782,4.065,6.145,6.483
738,HD50867,Gaia DR3 3129765728281334016,HD50867,HIP33275,-,TIC237666892,-,-,-,F8,*,103.8227,5.9105,19.0461,52.504,3.391,-1.431,7.480763,0.664725,8.03,7.6,-14.38,225.0,154.0,1.1184,1.0344,2025.694521,2026.313699,239.0,165.0,1.1438,1.032,2025.675342,2026.332877,7.1,6.54,4.384,2.074,0.19,0.0,0.0,0.057,1.599,3.882,6.206,7.1
739,HD46090,Gaia DR3 3130091149360313984,HD46090,HIP31083,-,TIC234831602,-,-,J06314+0255A,G3/5V,PM*,97.8395,2.9113,33.9045,29.495,-110.867,12.864,6.96539,0.878828,7.768,7.14,,221.0,151.0,1.1402,1.0487,2025.686301,2026.294521,236.0,163.0,1.1661,1.0444,2025.664384,2026.313699,6.85,6.001,3.767,1.457,0.025,0.0,0.0,0.164,1.966,4.248,6.408,6.85
740,HD44966,Gaia DR3 3131495878545906688,HD44966,HIP30513,-,TIC234568937,-,-,-,F5/6V,PM*,96.2091,4.872,20.7863,48.109,-37.651,-37.383,6.92361,0.638806,7.53,7.031,15.52,224.0,153.0,1.1257,1.0364,2025.678082,2026.294521,238.0,164.0,1.1507,1.0333,2025.658904,2026.313699,7.017,6.094,3.851,1.54,0.039,0.0,0.0,0.195,2.049,4.332,6.523,7.017
741,HD66573,Gaia DR3 3146303001634267392,HD66573,HIP39506,-,TIC443846457,-,-,-,G5VFe-1.3CH-,SB*,121.1244,9.2679,33.5205,29.832,270.108,14.61,7.099208,0.802182,7.862,7.26,-55.44,228.0,158.0,1.0972,1.0227,2025.730137,2026.357534,242.0,170.0,1.1236,1.0222,2025.710959,2026.376712,7.333,7.223,5.501,3.19,0.883,0.0,0.0,0.0,0.756,2.998,5.347,7.183
742,HD63107,Gaia DR3 3148814698509975936,HD63107,HIP38021,-,TIC453207964,-,-,-,F8,SB*,116.8856,9.6326,22.6924,44.068,-44.607,152.689,6.954535,0.723551,7.58,7.08,,228.0,158.0,1.0945,1.0209,2025.721918,2026.349315,243.0,170.0,1.123,1.0201,2025.7,2026.368493,7.4,7.279,5.534,3.224,0.911,0.0,0.0,0.0,0.783,3.032,5.38,7.238
743,HD59432A,Gaia DR3 3163696107354305536,HD59432A,HIP36485,-,TIC247087539,-,-,J07304+1352A,F5,*,112.6093,13.865,20.5453,48.673,-43.861,-19.848,7.207652,0.608527,7.721,7.172,-0.92,232.0,160.0,1.0743,1.0048,2025.705479,2026.343836,246.0,172.0,1.1015,1.0044,2025.686301,2026.363014,7.683,7.266,5.184,2.874,0.635,0.0,0.0,0.02,1.382,3.665,6.013,7.624
744,HD30743,Gaia DR3 3179824465465177984,HD30743,HIP22439,-,TIC114922178,-,-,-,F6VFe-0.9CH-,PM*,72.426,-13.7697,27.584,36.253,-120.633,-172.249,6.153577,0.623925,6.705,6.273,-3.49,188.0,127.0,1.3613,1.1825,2025.669863,2026.187671,210.0,144.0,1.381,1.167,2025.639726,2026.217808,4.803,3.504,1.251,0.003,0.0,0.0,0.0,0.391,2.449,4.47,4.817,4.817
745,HD32724,Gaia DR3 3181805854137838464,HD32724,HIP23627,-,TIC43650034,-,-,-,G2V,PM*,76.1982,-11.699,23.1047,43.281,74.373,-217.114,7.051194,0.793064,7.791,7.2,-48.23,194.0,131.0,1.3219,1.1599,2025.669863,2026.20411,215.0,147.0,1.344,1.1469,2025.642466,2026.234247,5.083,3.654,1.401,0.015,0.0,0.0,0.0,0.481,2.599,4.685,5.117,5.117
746,HD30562,Gaia DR3 3188395880157173120,HD30562,HIP22336,GJ177.1,TIC176379354,-,-,-,G2IV,PM*,72.1516,-5.674,38.2495,26.144,311.406,-248.834,5.618343,0.791719,6.395,5.775,77.29,208.0,142.0,1.23,1.0912,2025.642466,2026.215068,225.0,156.0,1.254,1.0837,2025.617808,2026.236986,5.804,4.071,1.817,0.099,0.0,0.0,0.0,0.766,2.999,5.216,5.933,5.933
747,HD26040,Gaia DR3 3190783297858653952,HD26040,HIP19206,-,TIC34269291,-,-,J04070-1000AB,G1/2V,**,61.7524,-10.0005,22.3689,44.705,-138.493,-134.176,6.762479,0.721289,7.444,6.889,-13.46,199.0,137.0,1.2934,1.1178,2025.628767,2026.176712,217.0,151.0,1.3145,1.1109,2025.60411,2026.20137,4.935,2.804,0.64,0.0,0.0,0.0,0.022,1.464,3.749,5.344,5.417,5.417
748,HD26965,Gaia DR3 3195919528989223040,HD26965,HIP19849,GJ166A,TIC67772871,-,40Eri+omi02Eri,J04153-0739A,K0V,PM*,63.818,-7.6529,199.608,5.01,-2240.085,-3421.809,4.179894,1.041245,0.0,4.42,-42.62,203.0,139.0,1.2563,1.0983,2025.628767,2026.187671,222.0,154.0,1.2807,1.0925,2025.60411,2026.215068,5.402,3.437,1.184,0.001,0.0,0.0,0.0,1.1,3.382,5.372,5.683,5.683
749,HD28821,Gaia DR3 3201236698501590272,HD28821,HIP21172,-,TIC248689603,-,-,-,G3V,*,68.0895,-5.039,27.7458,36.041,-1.367,-35.222,7.454958,0.836892,8.237,7.61,37.69,209.0,143.0,1.2219,1.0807,2025.631507,2026.206849,225.0,156.0,1.2443,1.0751,2025.609589,2026.228767,5.676,3.621,1.367,0.011,0.0,0.0,0.004,1.281,3.566,5.638,6.05,6.05
750,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,17.2886,57.842,64.363,-153.565,7.230484,0.789037,8.019,7.36,,209.0,144.0,1.2196,1.0715,2025.617808,2026.193151,226.0,158.0,1.2438,1.0682,2025.59589,2026.217808,5.353,3.121,0.891,0.0,0.0,0.0,0.086,1.781,4.066,5.879,6.05,6.05
751,HD28072A,Gaia DR3 3205679721908034688,HD28072A,-,-,-,-,-,J04257-0214A,-,PM*,66.4244,-2.2324,24.6034,40.645,63.538,6.871,7.282826,0.768766,0.0,7.356,18.41,214.0,148.0,1.1894,1.0561,2025.620548,2026.209589,230.0,160.0,1.2142,1.0524,2025.59863,2026.231507,5.912,3.787,1.534,0.033,0.0,0.0,0.02,1.447,3.732,5.868,6.383,6.383
752,HD35627,Gaia DR3 3208926854625048064,HD35627,HIP25388,-,TIC24722438,-,-,-,F8/G0V,PM*,81.4717,-6.3627,18.2509,54.792,-133.804,-22.708,7.371444,0.70743,8.062,7.49,27.29,206.0,140.0,1.2384,1.108,2025.667123,2026.234247,224.0,154.0,1.2627,1.099,2025.642466,2026.258904,5.912,4.554,2.301,0.29,0.0,0.0,0.0,0.43,2.516,4.797,5.933,5.933
753,HD34991,Gaia DR3 3209949503518273024,HD34991,-,-,TIC4113275,-,-,-,G0V,*,80.3246,-5.8114,28.4903,35.1,0.614,-8.051,7.095639,0.734036,7.789,7.221,-4.87,208.0,141.0,1.232,1.1011,2025.661644,2026.234247,224.0,154.0,1.2541,1.0934,2025.639726,2026.256164,5.912,4.554,2.301,0.29,0.0,0.0,0.0,0.43,2.516,4.797,5.933,5.933
754,HD34239,Gaia DR3 3210312170555686272,HD34239,-,-,TIC249031125,-,-,-,G0V,PM*,78.9372,-4.7967,32.5086,30.761,52.319,37.495,6.964663,0.770874,7.704,7.114,34.14,209.0,142.0,1.2182,1.0908,2025.656164,2026.231507,226.0,156.0,1.2423,1.0839,2025.634247,2026.256164,6.022,4.621,2.367,0.324,0.0,0.0,0.0,0.46,2.566,4.848,6.049,6.05
755,HD36003,Gaia DR3 3210731015768096000,HD36003,HIP25623,GJ204,TIC50587969,-,-,J05284-0330A,K5V,PM*,82.1087,-3.4996,77.3499,12.928,-307.985,-797.411,7.242388,1.372357,8.815,7.65,-55.61,211.0,144.0,1.2023,1.0833,2025.661644,2026.242466,228.0,157.0,1.2275,1.0756,2025.636986,2026.264384,6.235,4.737,2.484,0.388,0.0,0.0,0.0,0.535,2.682,4.965,6.277,6.283
756,HD32147,Gaia DR3 3211461469444773376,HD32147,HIP23311,GJ183,TIC213041474,-,-,-,K3+V,PM*,75.2042,-5.7537,113.0715,8.844,549.309,-1108.245,5.886492,1.249487,7.312,6.23,21.38,207.0,141.0,1.2302,1.0958,2025.650685,2026.220548,225.0,155.0,1.255,1.0878,2025.626027,2026.245205,5.804,4.071,1.817,0.099,0.0,0.0,0.0,0.766,2.999,5.216,5.933,5.933
757,HD31768,Gaia DR3 3212750058416680320,HD31768,HIP23116,-,TIC244258171,-,-,J04584-0344AB,F5V,**,74.6092,-3.7329,19.5724,51.092,83.993,43.422,6.908649,0.663797,7.461,6.967,46.29,212.0,145.0,1.2067,1.0769,2025.642466,2026.226027,228.0,158.0,1.2307,1.0711,2025.620548,2026.247945,5.981,4.171,1.917,0.13,0.0,0.0,0.0,0.861,3.116,5.354,6.15,6.15
758,HD34673A,Gaia DR3 3213958769587525888,HD34673A,HIP24819,GJ200A,TIC249076418,-,-,J05192-0304A,K3V,PM*,79.8028,-3.0738,63.6435,15.713,699.91,137.824,7.492822,1.279452,8.722,7.77,88.42,213.0,145.0,1.1989,1.0769,2025.653425,2026.239726,229.0,158.0,1.2235,1.0708,2025.631507,2026.261644,6.235,4.737,2.484,0.388,0.0,0.0,0.0,0.535,2.682,4.965,6.277,6.283
759,HD37652,Gaia DR3 3217537886095855872,HD37652,-,-,TIC11298969,-,-,-,F6V,SB*,85.0291,-0.7049,17.4391,57.342,-2.481,7.814,7.218273,0.708113,7.891,7.358,25.13,216.0,147.0,1.1728,1.0639,2025.661644,2026.256164,232.0,160.0,1.1985,1.0583,2025.639726,2026.278082,6.414,4.837,2.584,0.448,0.0,0.0,0.0,0.603,2.782,5.065,6.468,6.483
760,HD39833,Gaia DR3 3218445979621236992,HD39833,HIP27980,-,TIC39292359,-,-,-,G3V,PM*,88.7582,-0.508,25.0643,39.897,-104.468,-50.522,7.489976,0.790986,8.236,7.65,24.6,217.0,148.0,1.1718,1.0652,2025.669863,2026.267123,232.0,160.0,1.1961,1.0596,2025.647945,2026.286301,6.482,5.337,3.084,0.808,0.0,0.0,0.0,0.302,2.282,4.565,6.358,6.483
761,HD35947,Gaia DR3 3220137750059767680,HD35947,-,-,TIC50583801,-,-,-,F6V,PM*,82.0268,-1.6696,21.6882,46.108,-28.14,-61.942,7.18513,0.669559,7.811,7.303,-41.16,215.0,147.0,1.1832,1.0683,2025.656164,2026.247945,231.0,159.0,1.2086,1.0626,2025.634247,2026.269863,6.325,4.787,2.534,0.417,0.0,0.0,0.0,0.569,2.732,5.015,6.373,6.383
762,HD31738,Gaia DR3 3228407348810503168,HD31738,HIP23105,-,TIC452749710,-,-,-,G5IVe,RS*,74.5707,0.4539,29.7481,33.616,-153.42,-48.751,6.945024,0.905773,7.921,7.265,,218.0,150.0,1.1621,1.0463,2025.634247,2026.234247,233.0,162.0,1.1867,1.0418,2025.612329,2026.253425,6.326,4.387,2.134,0.213,0.0,0.0,0.0,1.053,3.332,5.602,6.583,6.583
763,HD29356,Gaia DR3 3230677565443833088,HD29356,HIP21537,-,TIC262412747,-,-,J04374+0034A,F7/G0,*,69.3613,0.5531,15.6967,63.708,16.575,11.64,7.36067,0.727176,7.988,7.49,38.6,219.0,151.0,1.1623,1.0398,2025.620548,2026.223288,233.0,162.0,1.1854,1.0371,2025.60137,2026.242466,6.11,3.937,1.684,0.063,0.0,0.0,0.041,1.581,3.866,6.048,6.667,6.667
764,HD29355,Gaia DR3 3230677874682668672,HD29355,HIP21534,-,TIC262412757,-,-,J04374+0034B,F3/6,*,69.3587,0.5746,15.6648,63.837,15.892,12.193,7.369385,0.73054,8.008,7.5,38.97,219.0,151.0,1.1621,1.0397,2025.620548,2026.223288,233.0,162.0,1.1852,1.037,2025.60137,2026.242466,6.11,3.937,1.684,0.063,0.0,0.0,0.041,1.581,3.866,6.048,6.667,6.667
765,HD34745,Gaia DR3 3234481566438473600,HD34745,HIP24864,-,TIC449310490,-,-,-,F7V,PM*,79.9543,2.5136,26.9256,37.139,30.1,-99.417,6.871899,0.695764,7.53,7.0,35.31,221.0,152.0,1.144,1.0381,2025.642466,2026.250685,236.0,163.0,1.1696,1.0349,2025.623288,2026.272603,6.731,5.021,2.767,0.567,0.0,0.0,0.0,0.74,2.966,5.248,6.806,6.85
766,HD33636,Gaia DR3 3238810137558836352,HD33636,HIP24205,-,TIC262300150,-,-,-,G0V_CH-0.3,Pe*,77.9435,4.4035,33.7982,29.587,181.259,-138.193,6.864902,0.749798,7.628,7.001,5.58,224.0,154.0,1.1298,1.0255,2025.634247,2026.250685,238.0,165.0,1.1547,1.0229,2025.615068,2026.269863,6.594,4.571,2.317,0.298,0.0,0.0,0.001,1.214,3.499,5.781,6.933,6.933
767,HD31412,Gaia DR3 3239548665775613056,HD31412,HIP22919,GJ9169,TIC262501618,-,-,"J04559+0440Aa,Ab",F9.5V,**,73.9829,4.6704,27.865,35.887,133.029,-191.847,6.891438,0.718529,7.569,7.016,44.06,223.0,154.0,1.126,1.0208,2025.626027,2026.239726,238.0,166.0,1.1524,1.0178,2025.60411,2026.258904,6.651,4.604,2.351,0.316,0.0,0.0,0.003,1.264,3.549,5.832,7.017,7.017
768,HD34445,Gaia DR3 3241295308714904960,HD34445,HIP24681,-,TIC284907742,-,-,-,G0,PM*,79.4208,7.3533,21.8367,45.794,-0.725,-146.886,7.165373,0.803092,7.969,7.31,-79.04,227.0,156.0,1.1088,1.0123,2025.634247,2026.258904,241.0,168.0,1.1344,1.0102,2025.615068,2026.278082,7.008,5.187,2.934,0.689,0.0,0.0,0.0,0.876,3.132,5.415,7.102,7.183
769,HD33313,Gaia DR3 3241699825915136768,HD33313,HIP24021,-,TIC408042385,-,-,-,F8,PM*,77.4413,7.1816,22.6286,44.192,51.313,14.981,7.292102,0.64716,7.783,7.41,35.01,227.0,156.0,1.1102,1.0111,2025.628767,2026.253425,241.0,168.0,1.1359,1.0092,2025.609589,2026.272603,6.771,4.687,2.434,0.36,0.0,0.0,0.009,1.347,3.632,5.915,7.181,7.183
770,HD24727,Gaia DR3 3246552451764804992,HD24727,HIP18388,-,TIC425164208,-,-,-,F5V,PM*,58.9556,-4.5268,19.8325,50.422,-13.399,-50.943,6.949554,0.648404,7.523,7.065,-18.07,210.0,146.0,1.2159,1.0627,2025.606849,2026.184932,227.0,159.0,1.2409,1.0611,2025.584932,2026.209589,5.353,3.121,0.891,0.0,0.0,0.0,0.086,1.781,4.066,5.879,6.05,6.05
