,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,Ls,Ms,Rs,teff,logg,feh,age,Ls_lerr,Ms_lerr,Rs_lerr,teff_lerr,logg_lerr,feh_lerr,age_lerr,Ls_uerr,Ms_uerr,Rs_uerr,teff_uerr,logg_uerr,feh_uerr,age_uerr,Ls_origin,Ms_origin,Rs_origin,teff_origin,logg_origin,feh_origin,age_origin,HZ_period_inf,HZ_period_sup,HZ_amp_inf,HZ_amp_sup,vsini,logRHK,pmag,prot
236,HD91347,Gaia DR3 834923367257321856,HD91347,HIP51700,-,TIC311556725,-,-,-,F8,PM*,158.4606,49.1862,1.224,0.825,1.052,5920.0,4.309,-0.46,11.85,0.102,0.01,0.023,50.0,0.02,0.03,1.4,0.102,0.02,0.023,70.0,0.02,0.03,1.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,183,432,0.0958,0.1275,,-4.675,,10.0
237,HD97855A,Gaia DR3 842361185463337728,HD97855A,HIP55044,GJ421.1A+GJ9353A,TIC354033190,-,-,J11161+5246A,F6VgF6mF3,PM*,169.0168,52.7732,3.09,1.035,1.421,6420.0,4.142,-0.44,5.35,0.242,0.03,0.026,76.0,0.02,0.04,0.6,0.242,0.03,0.026,60.0,0.02,0.04,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,421,889,0.0648,0.0831,,,,
238,HD96527A,Gaia DR3 842504568651372928,HD96527A,-,-,TIC318363572,-,-,J11080+5249A,-,PM*,167.0002,52.8216,2.425,1.105,1.367,6160.0,4.201,-0.08,4.95,0.206,0.04,0.028,75.0,0.02,0.01,0.6,0.206,0.02,0.028,62.0,0.02,0.0,1.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,534,1069,0.0584,0.0736,,,,
239,HD100214A,Gaia DR3 844806430603318784,HD100214A,HIP56289,-,TIC357170234,-,-,J11323+5606A,F8,PM*,173.0847,56.0954,2.97,1.165,1.397,6410.0,4.209,-0.13,3.35,0.288,0.03,0.033,60.0,0.02,0.03,0.4,0.288,0.03,0.033,100.0,0.02,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,629,1227,0.0538,0.0672,,,,
240,HD88402,Gaia DR3 848195056719463680,HD88402,HIP50035,-,TIC371543499,-,-,-,G0,*,153.2335,51.476,3.397,1.185,1.706,6000.0,4.045,0.08,5.25,0.254,0.04,0.03,60.0,0.02,0.04,1.3,0.254,0.08,0.03,60.0,0.03,0.04,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,661,1281,0.0525,0.0654,2.7,-5.017,,15.6
241,HD89389,Gaia DR3 851843030143428480,HD89389,HIP50606,-,TIC252475665,-,-,-,F8V,PM*,155.0617,53.7794,2.268,1.065,1.394,6000.0,4.176,-0.02,6.75,0.17,0.04,0.025,66.0,0.02,0.05,1.4,0.17,0.05,0.025,51.0,0.02,0.05,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,471,966,0.0619,0.0786,2.4,-5.074,,16.8
242,36UMa,Gaia DR3 853819947756949120,HD90839,HIP51459,GJ395,TIC416519065,-,36UMa,J10306+5559A,F8V,PM*,157.6566,55.9805,1.636,1.125,1.063,6330.0,4.419,-0.12,0.62,0.142,0.02,0.023,80.0,0.02,0.01,0.4,0.142,0.02,0.023,57.0,0.02,0.01,0.72,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,565,1122,0.0568,0.0713,,-4.775,,5.6
243,HD100203,Gaia DR3 859479413275804928,HD100203,HIP56290,GJ431.1,TIC100011351,-,-,J11323+6105AB,F8VmF5,**,173.0863,61.0825,4.206,1.235,1.766,6220.0,4.026,-0.06,3.85,0.332,0.08,0.035,71.0,0.03,0.1,0.6,0.332,0.06,0.035,52.0,0.02,0.1,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,mean_F2025,BRILLIANT_ISO_v005_Rinput,743,1415,0.0494,0.0612,,-4.868,,8.3
244,HD95638,Gaia DR3 861857244610039552,HD95638,-,-,TIC99842694,-,-,-,F7V,SB*,165.8411,61.6543,1.766,1.015,1.163,6170.0,4.308,-0.19,5.25,0.149,0.03,0.025,50.0,0.02,0.0,1.0,0.149,0.02,0.025,80.0,0.02,0.01,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,389,838,0.067,0.0865,,-4.53,,4.2
245,HD59360,Gaia DR3 864706010518988800,HD59360,HIP36481,-,TIC60992062,-,-,-,G0,PM*,112.5975,19.8139,2.275,0.965,1.439,5910.0,4.109,-0.18,9.35,0.197,0.02,0.031,68.0,0.02,0.03,0.9,0.197,0.03,0.031,61.0,0.01,0.03,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,318,714,0.0731,0.0956,,-4.403,,3.7
246,HD58551,Gaia DR3 865962683591073408,HD58551,HIP36152,-,TIC60776796,-,-,-,F6V,PM*,111.7094,21.5357,1.876,0.915,1.172,6240.0,4.251,-0.53,7.75,0.186,0.03,0.029,51.0,0.02,0.03,1.1,0.186,0.02,0.029,101.0,0.03,0.03,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,260,593,0.0805,0.106,3.5,-5.016,,9.8
247,HD63333,Gaia DR3 867679158680505600,HD63333,HIP38172,-,TIC130160780,-,-,-,F5,PM*,117.3286,24.4887,2.027,0.975,1.207,6270.0,4.262,-0.39,6.05,0.162,0.02,0.023,78.0,0.02,0.03,0.8,0.162,0.03,0.023,51.0,0.02,0.03,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,330,738,0.0717,0.0938,,-5.129,,10.6
248,HD60298,Gaia DR3 868513756724899840,HD60298,HIP36874,-,TIC94920145,-,-,-,G0,PM*,113.71,24.9545,1.476,0.925,1.216,5770.0,4.229,-0.07,11.15,0.118,0.02,0.025,45.0,0.02,0.03,1.2,0.118,0.03,0.025,68.0,0.02,0.03,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,271,617,0.0789,0.1037,3.6,-4.982,,21.7
249,HD64207,Gaia DR3 874164318778727936,HD64207,HIP38564,-,TIC171303795,-,-,-,F9V,SB*,118.4384,26.5642,3.469,0.845,1.801,5870.0,3.857,-0.86,10.85,0.264,0.01,0.035,48.0,0.02,0.05,0.9,0.264,0.03,0.035,62.0,0.01,0.03,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,198,467,0.0919,0.1224,,,,
250,HD63433,Gaia DR3 875071278432954240,HD63433,HIP38228,-,TIC130181866,-,-,-,G5V,MS*,117.4794,27.3632,0.755,0.975,0.882,5730.0,4.519,-0.01,1.15,0.059,0.02,0.017,78.0,0.02,0.02,0.76,0.059,0.02,0.017,33.0,0.02,0.02,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,330,738,0.0717,0.0938,7.7,-4.394,,4.3
251,HD65583,Gaia DR3 876370076542359936,HD65583,HIP39157,GJ295,TIC171523537,-,-,-,K0V_Fe-1.3,PM*,120.1339,29.2124,0.417,0.734,0.772,5279.0,4.525,-0.68,12.08,0.04,0.008,0.006,104.0,0.008,0.04,1.83,0.04,0.013,0.007,104.0,0.011,0.04,1.03,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,124,306,0.1171,0.1583,0.1,-5.028,,42.7
252,HD54371,Gaia DR3 882872210352301568,HD54371,HIP34567,-,TIC87869692,-,-,J07096+2544A,G6V,SB*,107.3974,25.7286,0.84,0.895,1.002,5520.0,4.386,0.07,11.45,0.062,0.02,0.02,46.0,0.02,0.03,1.9,0.062,0.02,0.02,46.0,0.02,0.03,1.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,242,556,0.0835,0.1102,,-4.514,,10.9
253,HD52711,Gaia DR3 887822001246832384,HD52711,HIP34017,GJ262,TIC91686663,-,-,-,G0V,PM*,105.8769,29.3371,1.197,0.98,1.058,5869.0,4.38,-0.1,6.02,0.11,0.042,0.011,103.0,0.027,0.08,2.11,0.11,0.044,0.012,103.0,0.025,0.08,2.35,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,330,738,0.0717,0.0938,4.5,-4.876,,15.9
254,HD56124,Gaia DR3 890234402772937472,HD56124,HIP35265,-,TIC371148289,-,-,-,G0,PM*,109.2897,33.0921,1.058,1.035,0.981,5910.0,4.46,0.01,1.95,0.087,0.03,0.02,57.0,0.02,0.03,1.18,0.087,0.02,0.02,65.0,0.02,0.03,1.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,421,889,0.0648,0.0831,,-4.738,,11.6
255,HIP36357,Gaia DR3 892215482207937152,-,HIP36357,GJ273.1+GJ9233,TIC239137106,-,-,J07291+3147E,K2.5V,BY*,112.2574,31.9938,0.281,0.735,0.709,4990.0,4.599,-0.22,6.95,0.021,0.02,0.015,55.0,0.02,0.05,4.0,0.021,0.02,0.015,27.0,0.02,0.05,4.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,130,317,0.1147,0.1545,4.3,-4.482,,
256,HD59747,Gaia DR3 898639447612575104,HD59747,HIP36704,-,TIC16045498,-,-,-,K1V(k),BY*,113.2524,37.0298,0.363,0.825,0.754,5160.0,4.58,-0.02,2.75,0.026,0.02,0.015,54.0,0.02,0.03,1.92,0.026,0.02,0.015,31.0,0.02,0.03,3.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,183,432,0.0958,0.1275,1.3,-4.383,,7.6
257,HD58595,Gaia DR3 900556927171103232,HD58595,HIP36285,-,TIC18692746,-,-,-,G5,SB*,112.0442,40.6566,0.935,0.855,1.073,5480.0,4.319,-0.24,13.45,0.07,0.01,0.02,57.0,0.01,0.05,0.5,0.07,0.01,0.02,46.0,0.02,0.05,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,206,485,0.0901,0.1197,2.6,,,
258,HD68933,Gaia DR3 901202374856726144,HD68933,HIP40472,-,TIC139268899,-,-,-,F5,*,123.9558,32.1772,2.946,1.215,1.469,6240.0,4.19,0.05,3.55,0.232,0.02,0.027,69.0,0.02,0.0,0.4,0.232,0.02,0.027,61.0,0.01,0.01,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,710,1361,0.0506,0.0628,,,,
259,HD68017,Gaia DR3 902007870203594880,HD68017,HIP40118,GJ9256,TIC165852811,-,-,"J08116+3227Aa,Ab",G3V,**,122.9111,32.4572,0.799,0.785,0.963,5560.0,4.389,-0.43,13.45,0.056,0.0,0.017,38.0,0.01,0.02,0.5,0.056,0.01,0.017,60.0,0.02,0.02,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,159,372,0.1041,0.1381,,-4.903,,25.7
260,HD71974,Gaia DR3 903616971110812544,HD71974,HIP41820,-,TIC289588769,-,-,J08316+3458AB,G5V,**,127.8962,34.966,0.977,0.915,1.093,5490.0,4.326,-0.15,12.75,0.079,0.02,0.023,60.0,0.02,0.14,1.2,0.079,0.02,0.023,49.0,0.02,0.14,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,260,593,0.0805,0.106,5.8,,,
261,HD71148,Gaia DR3 918107434852949888,HD71148,HIP41484,GJ307.1+GJ9264,TIC27304566,-,-,-,G1V,PM*,126.9033,45.653,1.216,0.975,1.077,5840.0,4.36,0.02,6.85,0.096,0.02,0.022,48.0,0.02,0.02,1.6,0.096,0.03,0.022,65.0,0.02,0.02,1.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,330,738,0.0717,0.0938,4.0,-4.924,,17.9
262,HD63814,Gaia DR3 918766901312365440,HD63814,HIP38422,-,TIC38956909,-,-,-,F8,PM*,118.0649,36.2699,2.552,1.025,1.459,6040.0,4.118,-0.17,7.35,0.216,0.02,0.032,67.0,0.02,0.01,0.8,0.216,0.02,0.032,57.0,0.02,0.01,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,405,864,0.0659,0.0848,,,,
263,HD62301,Gaia DR3 920377960724886144,HD62301,HIP37789,-,TIC21373524,-,-,-,F8V,PM*,116.2341,39.5564,1.991,0.815,1.332,5940.0,4.096,-0.68,13.15,0.14,0.01,0.024,39.0,0.02,0.02,0.7,0.14,0.01,0.024,62.0,0.01,0.02,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,177,415,0.0979,0.13,0.0,-5.135,,20.0
264,HD48684,Gaia DR3 937696368373901696,HD48684,HIP32415,-,TIC240153522,-,-,-,G0V,PM*,101.5118,33.0297,2.508,1.075,1.47,5990.0,4.129,-0.01,6.65,0.18,0.02,0.025,60.0,0.01,0.01,1.6,0.18,0.06,0.025,54.0,0.03,0.02,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,487,991,0.061,0.0772,,,,
265,HD45391,Gaia DR3 942860190374658688,HD45391,HIP30862,-,TIC144135094,-,-,-,G1V,PM*,97.1918,36.48,0.725,0.795,0.861,5740.0,4.466,-0.48,10.05,0.051,0.03,0.015,41.0,0.02,0.06,2.8,0.051,0.03,0.015,59.0,0.02,0.06,2.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,165,384,0.1022,0.1353,,-4.871,,19.2
266,HD54591,Gaia DR3 947626504561429376,HD54591,-,-,TIC328562268,-,-,-,F5,PM*,107.7898,40.0428,3.601,1.225,1.558,6370.0,4.131,-0.08,3.35,0.291,0.02,0.029,80.0,0.02,0.01,0.3,0.291,0.02,0.029,60.0,0.02,0.0,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,727,1388,0.05,0.062,,,,
267,HD48682,Gaia DR3 952326504452337792,HD48682,HIP32480,GJ245,TIC307754027,-,56Aur+psi05Aur,-,F9V,PM*,101.6847,43.5774,1.827,1.185,1.16,6230.0,4.375,0.11,1.15,0.156,0.03,0.025,78.0,0.02,0.02,0.66,0.156,0.03,0.025,56.0,0.02,0.02,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,661,1281,0.0525,0.0654,,-4.781,,7.0
268,HD49197,Gaia DR3 952346742338146176,HD49197,HIP32702,-,TIC191833127,-,-,-,F5,PM*,102.3389,43.7591,1.704,1.045,1.096,6300.0,4.37,-0.25,2.75,0.144,0.03,0.022,80.0,0.02,0.02,1.1,0.144,0.03,0.022,59.0,0.03,0.02,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,438,914,0.0638,0.0816,30.0,-4.359,4.4,1.3
269,HD44614,Gaia DR3 955687952016048000,HD44614,HIP30486,-,TIC197117103,-,-,-,G0,PM*,96.1286,38.5692,1.56,1.105,1.156,6000.0,4.351,0.16,3.45,0.119,0.02,0.021,61.0,0.02,0.0,1.0,0.119,0.03,0.021,59.0,0.02,0.01,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,534,1069,0.0584,0.0736,,-4.931,,13.9
270,HD40979,Gaia DR3 961428192989499904,HD40979,HIP28767,-,TIC440489582,-,-,J06045+4416A,F8,PM*,91.1248,44.2604,1.917,1.225,1.181,6250.0,4.376,0.21,0.78,0.16,0.03,0.023,76.0,0.02,0.02,0.46,0.16,0.02,0.023,60.0,0.01,0.02,0.68,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,727,1388,0.05,0.062,6.5,-4.646,,5.7
271,HD48410,Gaia DR3 964389315240441984,HD48410,HIP32382,-,TIC307650431,-,-,-,G0,PM*,101.3707,44.2334,1.741,1.025,1.229,5980.0,4.266,-0.03,6.75,0.145,0.03,0.025,54.0,0.03,0.05,1.1,0.145,0.03,0.025,73.0,0.02,0.05,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,405,864,0.0659,0.0848,,-5.091,,17.7
272,HD43523,Gaia DR3 968931157257437312,HD43523,HIP30023,-,TIC189847689,-,-,-,F5,*,94.77,47.394,1.646,1.145,1.091,6260.0,4.416,0.03,0.68,0.129,0.02,0.021,66.0,0.02,0.04,0.4,0.129,0.03,0.021,61.0,0.01,0.04,0.78,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,597,1174,0.0552,0.0692,,-4.625,,4.6
273,HD40650,Gaia DR3 969752767321089792,HD40650,HIP28634,-,TIC440462174,-,-,-,F7V,PM*,90.6881,47.8095,1.609,1.025,1.14,6090.0,4.331,-0.12,5.05,0.127,0.04,0.022,62.0,0.02,0.04,1.2,0.127,0.03,0.022,60.0,0.02,0.04,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,405,864,0.0659,0.0848,4.7,-4.88,,10.9
274,HD55575,Gaia DR3 974887555341533440,HD55575,HIP35136,GJ1095,TIC156890613,-,-,-,F9V,PM*,108.9589,47.24,1.454,0.905,1.108,6020.0,4.306,-0.32,8.75,0.119,0.02,0.023,66.0,0.03,0.02,1.3,0.119,0.02,0.023,58.0,0.02,0.02,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,251,574,0.082,0.1081,3.4,-4.93,,13.4
275,22Lyn,Gaia DR3 976893923544104576,HD58855,HIP36439,GJ9234,TIC328324648,-,22Lyn,J07299+4940A,F6V,PM*,112.4832,49.6725,2.476,1.095,1.248,6480.0,4.28,-0.28,3.25,0.21,0.02,0.026,73.0,0.02,0.03,0.6,0.21,0.02,0.026,64.0,0.02,0.03,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,518,1043,0.0592,0.0748,,-4.879,,4.8
276,HD63332,Gaia DR3 984918228123275776,HD63332,HIP38325,-,TIC53336409,-,-,-,F6V,PM*,117.7738,54.1292,2.862,1.245,1.326,6520.0,4.28,0.02,1.75,0.228,0.03,0.025,79.0,0.01,0.03,0.6,0.228,0.03,0.025,57.0,0.02,0.03,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,760,1442,0.0488,0.0604,4.0,-4.809,,3.9
277,HD47309,Gaia DR3 992524409046563840,HD47309,HIP31965,-,TIC252872174,-,-,-,G0,PM*,100.2043,51.9783,1.42,1.005,1.172,5820.0,4.295,0.08,7.75,0.097,0.02,0.02,43.0,0.02,0.03,1.0,0.097,0.02,0.02,57.0,0.02,0.03,1.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,,-4.99,,20.3
278,HD42819,Gaia DR3 998074365785799552,HD42819,HIP29777,-,TIC322676499,-,-,-,G0,PM*,94.0513,56.9344,2.112,1.035,1.341,6010.0,4.199,-0.07,6.95,0.154,0.03,0.025,46.0,0.02,0.04,1.2,0.154,0.04,0.025,63.0,0.02,0.04,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,421,889,0.0648,0.0831,,-4.912,,13.2
279,HD46317,Gaia DR3 1001431106066942848,HD46317,HIP31552,-,TIC444898583,-,-,-,F5,PM*,99.0631,58.1068,2.371,1.095,1.248,6410.0,4.278,-0.22,3.35,0.217,0.03,0.028,80.0,0.02,0.04,0.7,0.217,0.03,0.028,69.0,0.03,0.04,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,518,1043,0.0592,0.0748,,-5.063,,7.2
280,HD78899,Gaia DR3 1012870940436984064,HD78899,HIP45187,GJ3539,TIC279825533,-,-,-,G5,SB*,138.1176,49.2065,1.165,0.955,1.247,5370.0,4.226,-0.12,13.45,0.094,0.01,0.028,45.0,0.02,0.21,0.4,0.094,0.01,0.028,52.0,0.02,0.21,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,306,689,0.0744,0.0975,2.0,-4.479,,11.1
281,HD73636,Gaia DR3 1014542369909518976,HD73636,HIP42627,-,TIC332228814,-,-,-,G0,SB*,130.3107,47.4806,2.476,1.215,1.391,6140.0,4.226,0.27,3.45,0.204,0.04,0.027,67.0,0.02,0.12,0.6,0.204,0.03,0.027,64.0,0.02,0.12,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,710,1361,0.0506,0.0628,,-4.873,,9.8
282,HD75616,Gaia DR3 1017229679407710336,HD75616,HIP43625,-,TIC10057347,-,-,-,F5,*,133.2754,52.3902,1.78,1.045,1.102,6350.0,4.368,-0.3,2.85,0.144,0.04,0.021,73.0,0.02,0.04,1.1,0.144,0.03,0.021,64.0,0.02,0.04,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,438,914,0.0638,0.0816,9.8,-3.786,,2.5
283,HD79211,Gaia DR3 1022456104850892928,HD79211,HIP120005,GJ338B,TIC251078597,-,-,J09144+5241B,M0V,PM*,138.6028,52.6864,0.067,0.583,0.563,3909.0,4.701,-0.12,7.69,0.01,0.01,0.007,117.0,0.009,0.11,4.65,0.01,0.011,0.008,117.0,0.011,0.11,4.1,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,66,156,0.1708,0.2277,0.1,-4.838,29.1,44.7
284,HD79210,Gaia DR3 1022456139210632064,HD79210,HIP45343,GJ338A,TIC251078595,-,-,J09144+5241A,K7V,SB*,138.5949,52.6866,0.064,0.622,0.599,3745.0,4.677,-0.7,8.29,0.009,0.012,0.006,108.0,0.007,0.57,4.7,0.009,0.012,0.005,108.0,0.009,0.57,3.62,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,79,190,0.1532,0.2053,0.1,-4.788,,42.2
285,HD71881,Gaia DR3 1027330446055197952,HD71881,HIP41844,-,TIC282854588,-,-,-,G1V,**,127.9793,50.6167,1.561,0.975,1.212,5860.0,4.259,-0.03,8.85,0.134,0.03,0.026,53.0,0.02,0.03,1.4,0.134,0.03,0.026,72.0,0.02,0.03,1.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,330,738,0.0717,0.0938,,-4.852,,15.5
286,HD71244,Gaia DR3 1029035891669372800,HD71244,HIP41598,-,TIC71148871,-,-,-,G0,PM*,127.2159,53.8623,2.06,0.965,1.252,6180.0,4.22,-0.34,7.05,0.166,0.03,0.024,74.0,0.02,0.04,1.0,0.166,0.03,0.024,56.0,0.02,0.04,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,318,714,0.0731,0.0956,3.2,-5.021,,11.2
287,HD68638,Gaia DR3 1035000055055287680,HD68638,HIP40497,-,TIC81041820,-,-,J08161+5706A,G8V,SB*,124.0263,57.0941,0.985,0.855,1.147,5370.0,4.268,-0.23,13.65,0.071,0.0,0.022,38.0,0.02,0.03,0.2,0.071,0.01,0.022,52.0,0.02,0.03,0.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,206,485,0.0901,0.1197,11.3,,,3.6
288,HD79028,Gaia DR3 1040054235130174080,HD79028,HIP45333,GJ337.1+GJ9290,TIC86177169,-,16UMa+cUMa,-,G0V,SB*,138.5856,61.4233,2.924,1.095,1.588,5990.0,4.079,-0.01,6.45,0.242,0.02,0.033,67.0,0.02,0.02,1.0,0.242,0.04,0.033,54.0,0.02,0.02,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,518,1043,0.0592,0.0748,,,,
